_ID,_VALUE,TimeCount:int,#Remark:string,Floor:int,Buff:string,EnemyModelType:string,EnemyModel:id,BossStar:int,MapId:id
TOURNAMEN_ENEMY_406,406,8,,21,GuildTower_15,Hero,HERO_ATROCE,6,LEVEL_GUILD_TOWER_371
TOURNAMEN_ENEMY_407,407,8,,22,GuildTower_8,Hero,HERO_DEVILING,6,LEVEL_GUILD_TOWER_372
TOURNAMEN_ENEMY_408,408,8,,23,GuildTower_6,Hero,HERO_PETIT,7,LEVEL_GUILD_TOWER_373
TOURNAMEN_ENEMY_409,409,8,,24,GuildTower_18,Hero,HERO_OBEAUNE,7,LEVEL_GUILD_TOWER_374
TOURNAMEN_ENEMY_410,410,8,,25,GuildTower_20,Hero,HERO_DARK_LORD,7,LEVEL_GUILD_TOWER_375
TOURNAMEN_ENEMY_411,411,8,,26,GuildTower_14,Hero,HERO_ANGELING,7,LEVEL_GUILD_TOWER_376
TOURNAMEN_ENEMY_412,412,8,,27,GuildTower_3,Hero,HERO_DARK_ILLUSION,8,LEVEL_GUILD_TOWER_377
TOURNAMEN_ENEMY_413,413,8,,28,GuildTower_12,Hero,HERO_HELENA,8,LEVEL_GUILD_TOWER_378
TOURNAMEN_ENEMY_414,414,8,,29,GuildTower_15,Hero,HERO_WANDER_MAN,8,LEVEL_GUILD_TOWER_379
TOURNAMEN_ENEMY_415,415,8,,30,GuildTower_22,Hero,HERO_TURTLE_GENERAL,8,LEVEL_GUILD_TOWER_380
TOURNAMEN_ENEMY_416,416,8,,31,GuildTower_8,Hero,HERO_DELETER,9,LEVEL_GUILD_TOWER_381
TOURNAMEN_ENEMY_417,417,8,,32,GuildTower_21,Hero,HERO_MAYA,9,LEVEL_GUILD_TOWER_382
TOURNAMEN_ENEMY_418,418,8,,33,GuildTower_22,Hero,HERO_MOONLIGHT,9,LEVEL_GUILD_TOWER_383
TOURNAMEN_ENEMY_419,419,8,,34,GuildTower_15,Hero,HERO_WANDER_MAN,9,LEVEL_GUILD_TOWER_384
TOURNAMEN_ENEMY_420,420,8,,35,GuildTower_19,Hero,HERO_DARK_ILLUSION,10,LEVEL_GUILD_TOWER_385
TOURNAMEN_ENEMY_421,421,8,,36,GuildTower_4,Hero,HERO_OWL_BARON,10,LEVEL_GUILD_TOWER_386
TOURNAMEN_ENEMY_422,422,8,,37,GuildTower_16,Hero,HERO_TAO_GUNKA,10,LEVEL_GUILD_TOWER_387
TOURNAMEN_ENEMY_423,423,8,,38,GuildTower_2,Hero,HERO_LEIB_OLMAI,10,LEVEL_GUILD_TOWER_388
TOURNAMEN_ENEMY_424,424,8,,39,GuildTower_6,Hero,HERO_TAO_GUNKA,10,LEVEL_GUILD_TOWER_389
TOURNAMEN_ENEMY_425,425,8,,40,GuildTower_19,Hero,HERO_EDDGA,10,LEVEL_GUILD_TOWER_390
TOURNAMEN_ENEMY_426,426,8,,41,GuildTower_8,Hero,HERO_DOPPELGANGER,10,LEVEL_GUILD_TOWER_391
TOURNAMEN_ENEMY_427,427,8,,42,GuildTower_14,Hero,HERO_EDDGA,10,LEVEL_GUILD_TOWER_392
TOURNAMEN_ENEMY_428,428,8,,43,GuildTower_3,Hero,HERO_PHREEONI,10,LEVEL_GUILD_TOWER_393
TOURNAMEN_ENEMY_429,429,8,,44,GuildTower_13,Hero,HERO_G_RANDGRIS,10,LEVEL_GUILD_TOWER_394
TOURNAMEN_ENEMY_430,430,8,,45,GuildTower_17,Hero,HERO_GARM,10,LEVEL_GUILD_TOWER_395
TOURNAMEN_ENEMY_431,431,8,,46,GuildTower_7,Hero,HERO_DRAKE,10,LEVEL_GUILD_TOWER_396
TOURNAMEN_ENEMY_432,432,8,,47,GuildTower_4,Hero,HERO_SHECI,10,LEVEL_GUILD_TOWER_397
TOURNAMEN_ENEMY_433,433,8,,48,GuildTower_12,Hero,HERO_DARK_LORD,10,LEVEL_GUILD_TOWER_398
TOURNAMEN_ENEMY_434,434,8,,49,GuildTower_5,Hero,HERO_ALICE,10,LEVEL_GUILD_TOWER_399
TOURNAMEN_ENEMY_435,435,8,,50,GuildTower_24,Hero,HERO_SHECI,10,LEVEL_GUILD_TOWER_400
TOURNAMEN_ENEMY_436,436,8,,51,GuildTower_24,Hero,HERO_SHECI,10,LEVEL_GUILD_TOWER_1956
TOURNAMEN_ENEMY_437,437,8,,52,GuildTower_24,Hero,HERO_SHECI,10,LEVEL_GUILD_TOWER_1957
TOURNAMEN_ENEMY_438,438,8,,53,GuildTower_24,Hero,HERO_SHECI,10,LEVEL_GUILD_TOWER_1958
TOURNAMEN_ENEMY_439,439,8,,54,GuildTower_24,Hero,HERO_SHECI,10,LEVEL_GUILD_TOWER_1959
TOURNAMEN_ENEMY_440,440,8,,55,GuildTower_24,Hero,HERO_SHECI,10,LEVEL_GUILD_TOWER_1960
TOURNAMEN_ENEMY_441,441,9,计数填1，表示线上玩家开始的第一轮,1,GuildTower_7,Hero,HERO_BON_GUN,2,LEVEL_GUILD_TOWER_401
TOURNAMEN_ENEMY_442,442,9,,2,GuildTower_15,Hero,HERO_OBEAUNE,2,LEVEL_GUILD_TOWER_402
TOURNAMEN_ENEMY_443,443,9,,3,GuildTower_21,Hero,HERO_SOHEE,3,LEVEL_GUILD_TOWER_403
TOURNAMEN_ENEMY_444,444,9,,4,GuildTower_8,Hero,HERO_BARTLEY,3,LEVEL_GUILD_TOWER_404
TOURNAMEN_ENEMY_445,445,9,,5,GuildTower_17,Hero,HERO_RAYDRIC,3,LEVEL_GUILD_TOWER_405
TOURNAMEN_ENEMY_446,446,9,,6,GuildTower_5,Hero,HERO_MINI_DEMON,3,LEVEL_GUILD_TOWER_406
TOURNAMEN_ENEMY_447,447,9,,7,GuildTower_18,Hero,HERO_ATROCE,4,LEVEL_GUILD_TOWER_407
TOURNAMEN_ENEMY_448,448,9,,8,GuildTower_11,Hero,HERO_HIGH_ORC,4,LEVEL_GUILD_TOWER_408
TOURNAMEN_ENEMY_449,449,9,,9,GuildTower_8,Hero,HERO_MASTERING,4,LEVEL_GUILD_TOWER_409
TOURNAMEN_ENEMY_450,450,9,,10,GuildTower_22,Hero,HERO_ATROCE,4,LEVEL_GUILD_TOWER_410
TOURNAMEN_ENEMY_451,451,9,,11,GuildTower_7,Hero,HERO_BAPHOMET,5,LEVEL_GUILD_TOWER_411
TOURNAMEN_ENEMY_452,452,9,,12,GuildTower_21,Hero,HERO_LEIB_OLMAI,5,LEVEL_GUILD_TOWER_412
TOURNAMEN_ENEMY_453,453,9,,13,GuildTower_20,Hero,HERO_WANDER_MAN,5,LEVEL_GUILD_TOWER_413
TOURNAMEN_ENEMY_454,454,9,,14,GuildTower_11,Hero,HERO_NIGHTMARE_TERROR,5,LEVEL_GUILD_TOWER_414
TOURNAMEN_ENEMY_455,455,9,,15,GuildTower_18,Hero,HERO_EDDGA,6,LEVEL_GUILD_TOWER_415
TOURNAMEN_ENEMY_456,456,9,,16,GuildTower_15,Hero,HERO_CELIA,6,LEVEL_GUILD_TOWER_416
TOURNAMEN_ENEMY_457,457,9,,17,GuildTower_1,Hero,HERO_OWL_BARON,6,LEVEL_GUILD_TOWER_417
TOURNAMEN_ENEMY_458,458,9,,18,GuildTower_24,Hero,HERO_OWL_BARON,6,LEVEL_GUILD_TOWER_418
TOURNAMEN_ENEMY_459,459,9,,19,GuildTower_1,Hero,HERO_ORC_LORD,6,LEVEL_GUILD_TOWER_419
TOURNAMEN_ENEMY_460,460,9,,20,GuildTower_21,Hero,HERO_GIORGILI,6,LEVEL_GUILD_TOWER_420
TOURNAMEN_ENEMY_461,461,9,,21,GuildTower_1,Hero,HERO_GRYPHON,6,LEVEL_GUILD_TOWER_421
TOURNAMEN_ENEMY_462,462,9,,22,GuildTower_3,Hero,HERO_OSIRIS,6,LEVEL_GUILD_TOWER_422
TOURNAMEN_ENEMY_463,463,9,,23,GuildTower_17,Hero,HERO_GOLDEN_BUG,7,LEVEL_GUILD_TOWER_423
TOURNAMEN_ENEMY_464,464,9,,24,GuildTower_12,Hero,HERO_ORK_HERO,7,LEVEL_GUILD_TOWER_424
TOURNAMEN_ENEMY_465,465,9,,25,GuildTower_2,Hero,HERO_PHREEONI,7,LEVEL_GUILD_TOWER_425
TOURNAMEN_ENEMY_466,466,9,,26,GuildTower_13,Hero,HERO_G_EREMES,7,LEVEL_GUILD_TOWER_426
TOURNAMEN_ENEMY_467,467,9,,27,GuildTower_21,Hero,HERO_SEYREN,8,LEVEL_GUILD_TOWER_427
TOURNAMEN_ENEMY_468,468,9,,28,GuildTower_4,Hero,HERO_MISTRESS,8,LEVEL_GUILD_TOWER_428
TOURNAMEN_ENEMY_469,469,9,,29,GuildTower_12,Hero,HERO_ATROCE,8,LEVEL_GUILD_TOWER_429
TOURNAMEN_ENEMY_470,470,9,,30,GuildTower_22,Hero,HERO_MAYA,8,LEVEL_GUILD_TOWER_430
TOURNAMEN_ENEMY_471,471,9,,31,GuildTower_11,Hero,HERO_MAGALETA,9,LEVEL_GUILD_TOWER_431
TOURNAMEN_ENEMY_472,472,9,,32,GuildTower_23,Hero,HERO_G_KATRINN,9,LEVEL_GUILD_TOWER_432
TOURNAMEN_ENEMY_473,473,9,,33,GuildTower_8,Hero,HERO_G_EREMES,9,LEVEL_GUILD_TOWER_433
TOURNAMEN_ENEMY_474,474,9,,34,GuildTower_3,Hero,HERO_DOPPELGANGER,9,LEVEL_GUILD_TOWER_434
TOURNAMEN_ENEMY_475,475,9,,35,GuildTower_19,Hero,HERO_G_EREMES,10,LEVEL_GUILD_TOWER_435
TOURNAMEN_ENEMY_476,476,9,,36,GuildTower_1,Hero,HERO_SEYREN,10,LEVEL_GUILD_TOWER_436
TOURNAMEN_ENEMY_477,477,9,,37,GuildTower_18,Hero,HERO_EDDGA,10,LEVEL_GUILD_TOWER_437
TOURNAMEN_ENEMY_478,478,9,,38,GuildTower_20,Hero,HERO_DRAKE,10,LEVEL_GUILD_TOWER_438
TOURNAMEN_ENEMY_479,479,9,,39,GuildTower_1,Hero,HERO_MAGALETA,10,LEVEL_GUILD_TOWER_439
TOURNAMEN_ENEMY_480,480,9,,40,GuildTower_21,Hero,HERO_G_EREMES,10,LEVEL_GUILD_TOWER_440
TOURNAMEN_ENEMY_481,481,9,,41,GuildTower_20,Hero,HERO_BAPHOMET,10,LEVEL_GUILD_TOWER_441
TOURNAMEN_ENEMY_482,482,9,,42,GuildTower_15,Hero,HERO_EDDGA,10,LEVEL_GUILD_TOWER_442
TOURNAMEN_ENEMY_483,483,9,,43,GuildTower_17,Hero,HERO_DARK_LORD,10,LEVEL_GUILD_TOWER_443
TOURNAMEN_ENEMY_484,484,9,,44,GuildTower_8,Hero,HERO_G_KATRINN,10,LEVEL_GUILD_TOWER_444
TOURNAMEN_ENEMY_485,485,9,,45,GuildTower_21,Hero,HERO_TURTLE_GENERAL,10,LEVEL_GUILD_TOWER_445
TOURNAMEN_ENEMY_486,486,9,,46,GuildTower_4,Hero,HERO_HARWORD,10,LEVEL_GUILD_TOWER_446
TOURNAMEN_ENEMY_487,487,9,,47,GuildTower_11,Hero,HERO_DRACULA_BARON,10,LEVEL_GUILD_TOWER_447
TOURNAMEN_ENEMY_488,488,9,,48,GuildTower_24,Hero,HERO_KNIGHT_OF_WINDSTORM,10,LEVEL_GUILD_TOWER_448
TOURNAMEN_ENEMY_489,489,9,,49,GuildTower_10,Hero,HERO_DARK_SNAKE_LORD,10,LEVEL_GUILD_TOWER_449
TOURNAMEN_ENEMY_490,490,9,,50,GuildTower_24,Hero,HERO_MAGALETA,10,LEVEL_GUILD_TOWER_450
TOURNAMEN_ENEMY_491,491,9,,51,GuildTower_24,Hero,HERO_MAGALETA,10,LEVEL_GUILD_TOWER_1961
TOURNAMEN_ENEMY_492,492,9,,52,GuildTower_24,Hero,HERO_MAGALETA,10,LEVEL_GUILD_TOWER_1962
TOURNAMEN_ENEMY_493,493,9,,53,GuildTower_24,Hero,HERO_MAGALETA,10,LEVEL_GUILD_TOWER_1963
TOURNAMEN_ENEMY_494,494,9,,54,GuildTower_24,Hero,HERO_MAGALETA,10,LEVEL_GUILD_TOWER_1964
TOURNAMEN_ENEMY_495,495,9,,55,GuildTower_24,Hero,HERO_MAGALETA,10,LEVEL_GUILD_TOWER_1965
TOURNAMEN_ENEMY_496,496,10,计数填1，表示线上玩家开始的第一轮,1,GuildTower_2,Hero,HERO_PETIT,2,LEVEL_GUILD_TOWER_451
TOURNAMEN_ENEMY_497,497,10,,2,GuildTower_3,Hero,HERO_NIGHTMARE,2,LEVEL_GUILD_TOWER_452
TOURNAMEN_ENEMY_498,498,10,,3,GuildTower_6,Hero,HERO_OBEAUNE,3,LEVEL_GUILD_TOWER_453
TOURNAMEN_ENEMY_499,499,10,,4,GuildTower_12,Hero,HERO_GOBLIN_1,3,LEVEL_GUILD_TOWER_454
TOURNAMEN_ENEMY_500,500,10,,5,GuildTower_17,Hero,HERO_JAKK,3,LEVEL_GUILD_TOWER_455
TOURNAMEN_ENEMY_501,501,10,,6,GuildTower_1,Hero,HERO_MUMMY,3,LEVEL_GUILD_TOWER_456
TOURNAMEN_ENEMY_502,502,10,,7,GuildTower_14,Hero,HERO_NIGHTMARE,4,LEVEL_GUILD_TOWER_457
TOURNAMEN_ENEMY_503,503,10,,8,GuildTower_2,Hero,HERO_NIGHTMARE_TERROR,4,LEVEL_GUILD_TOWER_458
TOURNAMEN_ENEMY_504,504,10,,9,GuildTower_11,Hero,HERO_BON_GUN,4,LEVEL_GUILD_TOWER_459
TOURNAMEN_ENEMY_505,505,10,,10,GuildTower_1,Hero,HERO_NIGHTMARE_TERROR,4,LEVEL_GUILD_TOWER_460
TOURNAMEN_ENEMY_506,506,10,,11,GuildTower_6,Hero,HERO_HAROLD,5,LEVEL_GUILD_TOWER_461
TOURNAMEN_ENEMY_507,507,10,,12,GuildTower_3,Hero,HERO_ALICE,5,LEVEL_GUILD_TOWER_462
TOURNAMEN_ENEMY_508,508,10,,13,GuildTower_13,Hero,HERO_DOPPELGANGER,5,LEVEL_GUILD_TOWER_463
TOURNAMEN_ENEMY_509,509,10,,14,GuildTower_4,Hero,HERO_GRYPHON,5,LEVEL_GUILD_TOWER_464
TOURNAMEN_ENEMY_510,510,10,,15,GuildTower_1,Hero,HERO_DALEME,6,LEVEL_GUILD_TOWER_465
TOURNAMEN_ENEMY_511,511,10,,16,GuildTower_18,Hero,HERO_PHREEONI,6,LEVEL_GUILD_TOWER_466
TOURNAMEN_ENEMY_512,512,10,,17,GuildTower_24,Hero,HERO_DRACULA_BARON,6,LEVEL_GUILD_TOWER_467
TOURNAMEN_ENEMY_513,513,10,,18,GuildTower_7,Hero,HERO_GARM,6,LEVEL_GUILD_TOWER_468
TOURNAMEN_ENEMY_514,514,10,,19,GuildTower_14,Hero,HERO_DEVILING,6,LEVEL_GUILD_TOWER_469
TOURNAMEN_ENEMY_515,515,10,,20,GuildTower_21,Hero,HERO_PHREEONI,6,LEVEL_GUILD_TOWER_470
TOURNAMEN_ENEMY_516,516,10,,21,GuildTower_15,Hero,HERO_DOPPELGANGER,6,LEVEL_GUILD_TOWER_471
TOURNAMEN_ENEMY_517,517,10,,22,GuildTower_4,Hero,HERO_TURTLE_GENERAL,6,LEVEL_GUILD_TOWER_472
TOURNAMEN_ENEMY_518,518,10,,23,GuildTower_2,Hero,HERO_TAO_GUNKA,7,LEVEL_GUILD_TOWER_473
TOURNAMEN_ENEMY_519,519,10,,24,GuildTower_18,Hero,HERO_ORK_HERO,7,LEVEL_GUILD_TOWER_474
TOURNAMEN_ENEMY_520,520,10,,25,GuildTower_20,Hero,HERO_DEVILING,7,LEVEL_GUILD_TOWER_475
TOURNAMEN_ENEMY_521,521,10,,26,GuildTower_14,Hero,HERO_OSIRIS,7,LEVEL_GUILD_TOWER_476
TOURNAMEN_ENEMY_522,522,10,,27,GuildTower_3,Hero,HERO_DARK_SNAKE_LORD,8,LEVEL_GUILD_TOWER_477
TOURNAMEN_ENEMY_523,523,10,,28,GuildTower_12,Hero,HERO_CELIA,8,LEVEL_GUILD_TOWER_478
TOURNAMEN_ENEMY_524,524,10,,29,GuildTower_15,Hero,HERO_WANDER_MAN,8,LEVEL_GUILD_TOWER_479
TOURNAMEN_ENEMY_525,525,10,,30,GuildTower_24,Hero,HERO_G_EREMES,8,LEVEL_GUILD_TOWER_480
TOURNAMEN_ENEMY_526,526,10,,31,GuildTower_5,Hero,HERO_OSIRIS,9,LEVEL_GUILD_TOWER_481
TOURNAMEN_ENEMY_527,527,10,,32,GuildTower_21,Hero,HERO_PHREEONI,9,LEVEL_GUILD_TOWER_482
TOURNAMEN_ENEMY_528,528,10,,33,GuildTower_22,Hero,HERO_MAGALETA,9,LEVEL_GUILD_TOWER_483
TOURNAMEN_ENEMY_529,529,10,,34,GuildTower_15,Hero,HERO_DRACULA_BARON,9,LEVEL_GUILD_TOWER_484
TOURNAMEN_ENEMY_530,530,10,,35,GuildTower_19,Hero,HERO_HARWORD,10,LEVEL_GUILD_TOWER_485
TOURNAMEN_ENEMY_531,531,10,,36,GuildTower_4,Hero,HERO_TAO_GUNKA,10,LEVEL_GUILD_TOWER_486
TOURNAMEN_ENEMY_532,532,10,,37,GuildTower_16,Hero,HERO_ORK_HERO,10,LEVEL_GUILD_TOWER_487
TOURNAMEN_ENEMY_533,533,10,,38,GuildTower_2,Hero,HERO_EDDGA,10,LEVEL_GUILD_TOWER_488
TOURNAMEN_ENEMY_534,534,10,,39,GuildTower_7,Hero,HERO_ORK_HERO,10,LEVEL_GUILD_TOWER_489
TOURNAMEN_ENEMY_535,535,10,,40,GuildTower_23,Hero,HERO_CELIA,10,LEVEL_GUILD_TOWER_490
TOURNAMEN_ENEMY_536,536,10,,41,GuildTower_15,Hero,HERO_SHECI,10,LEVEL_GUILD_TOWER_491
TOURNAMEN_ENEMY_537,537,10,,42,GuildTower_14,Hero,HERO_DRAKE,10,LEVEL_GUILD_TOWER_492
TOURNAMEN_ENEMY_538,538,10,,43,GuildTower_3,Hero,HERO_DRACULA_BARON,10,LEVEL_GUILD_TOWER_493
TOURNAMEN_ENEMY_539,539,10,,44,GuildTower_13,Hero,HERO_SHECI,10,LEVEL_GUILD_TOWER_494
TOURNAMEN_ENEMY_540,540,10,,45,GuildTower_17,Hero,HERO_ORK_HERO,10,LEVEL_GUILD_TOWER_495
TOURNAMEN_ENEMY_541,541,10,,46,GuildTower_7,Hero,HERO_BACSOJIN,10,LEVEL_GUILD_TOWER_496
TOURNAMEN_ENEMY_542,542,10,,47,GuildTower_18,Hero,HERO_G_RANDGRIS,10,LEVEL_GUILD_TOWER_497
TOURNAMEN_ENEMY_543,543,10,,48,GuildTower_12,Hero,HERO_TURTLE_GENERAL,10,LEVEL_GUILD_TOWER_498
TOURNAMEN_ENEMY_544,544,10,,49,GuildTower_19,Hero,HERO_TAO_GUNKA,10,LEVEL_GUILD_TOWER_499
TOURNAMEN_ENEMY_545,545,10,,50,GuildTower_22,Hero,HERO_ATROCE,10,LEVEL_GUILD_TOWER_500
TOURNAMEN_ENEMY_546,546,10,,51,GuildTower_22,Hero,HERO_ATROCE,10,LEVEL_GUILD_TOWER_1966
TOURNAMEN_ENEMY_547,547,10,,52,GuildTower_22,Hero,HERO_ATROCE,10,LEVEL_GUILD_TOWER_1967
TOURNAMEN_ENEMY_548,548,10,,53,GuildTower_22,Hero,HERO_ATROCE,10,LEVEL_GUILD_TOWER_1968
TOURNAMEN_ENEMY_549,549,10,,54,GuildTower_22,Hero,HERO_ATROCE,10,LEVEL_GUILD_TOWER_1969
TOURNAMEN_ENEMY_550,550,10,,55,GuildTower_22,Hero,HERO_ATROCE,10,LEVEL_GUILD_TOWER_1970
TOURNAMEN_ENEMY_551,551,11,计数填1，表示线上玩家开始的第一轮,1,GuildTower_16,Hero,HERO_MINOROUS,2,LEVEL_GUILD_TOWER_501
TOURNAMEN_ENEMY_552,552,11,,2,GuildTower_15,Hero,HERO_MUMMY,2,LEVEL_GUILD_TOWER_502
TOURNAMEN_ENEMY_553,553,11,,3,GuildTower_21,Hero,HERO_KOBOLD_3,3,LEVEL_GUILD_TOWER_503
TOURNAMEN_ENEMY_554,554,11,,4,GuildTower_8,Hero,HERO_GOBLIN_1,3,LEVEL_GUILD_TOWER_504
TOURNAMEN_ENEMY_555,555,11,,5,GuildTower_17,Hero,HERO_RAYDRIC,3,LEVEL_GUILD_TOWER_505
TOURNAMEN_ENEMY_556,556,11,,6,GuildTower_5,Hero,HERO_ISSUS,3,LEVEL_GUILD_TOWER_506
TOURNAMEN_ENEMY_557,557,11,,7,GuildTower_18,Hero,HERO_BARTLEY,4,LEVEL_GUILD_TOWER_507
TOURNAMEN_ENEMY_558,558,11,,8,GuildTower_11,Hero,HERO_DEVIRUCHI,4,LEVEL_GUILD_TOWER_508
TOURNAMEN_ENEMY_559,559,11,,9,GuildTower_2,Hero,HERO_KOBOLD_ARCHER,4,LEVEL_GUILD_TOWER_509
TOURNAMEN_ENEMY_560,560,11,,10,GuildTower_22,Hero,HERO_BARTLEY,4,LEVEL_GUILD_TOWER_510
TOURNAMEN_ENEMY_561,561,11,,11,GuildTower_7,Hero,HERO_VAGABOND_WOLF,5,LEVEL_GUILD_TOWER_511
TOURNAMEN_ENEMY_562,562,11,,12,GuildTower_21,Hero,HERO_G_RANDGRIS,5,LEVEL_GUILD_TOWER_512
TOURNAMEN_ENEMY_563,563,11,,13,GuildTower_20,Hero,HERO_OWL_BARON,5,LEVEL_GUILD_TOWER_513
TOURNAMEN_ENEMY_564,564,11,,14,GuildTower_11,Hero,HERO_LOLI_RURI,5,LEVEL_GUILD_TOWER_514
TOURNAMEN_ENEMY_565,565,11,,15,GuildTower_18,Hero,HERO_PETIT,6,LEVEL_GUILD_TOWER_515
TOURNAMEN_ENEMY_566,566,11,,16,GuildTower_15,Hero,HERO_DELETER,6,LEVEL_GUILD_TOWER_516
TOURNAMEN_ENEMY_567,567,11,,17,GuildTower_1,Hero,HERO_ISSUS,6,LEVEL_GUILD_TOWER_517
TOURNAMEN_ENEMY_568,568,11,,18,GuildTower_24,Hero,HERO_WANDER_MAN,6,LEVEL_GUILD_TOWER_518
TOURNAMEN_ENEMY_569,569,11,,19,GuildTower_10,Hero,HERO_CELIA,6,LEVEL_GUILD_TOWER_519
TOURNAMEN_ENEMY_570,570,11,,20,GuildTower_21,Hero,HERO_LOLI_RURI,6,LEVEL_GUILD_TOWER_520
TOURNAMEN_ENEMY_571,571,11,,21,GuildTower_7,Hero,HERO_G_RANDGRIS,6,LEVEL_GUILD_TOWER_521
TOURNAMEN_ENEMY_572,572,11,,22,GuildTower_3,Hero,HERO_SEYREN,6,LEVEL_GUILD_TOWER_522
TOURNAMEN_ENEMY_573,573,11,,23,GuildTower_17,Hero,HERO_DEVILING,7,LEVEL_GUILD_TOWER_523
TOURNAMEN_ENEMY_574,574,11,,24,GuildTower_12,Hero,HERO_WANDER_MAN,7,LEVEL_GUILD_TOWER_524
TOURNAMEN_ENEMY_575,575,11,,25,GuildTower_21,Hero,HERO_SEYREN,7,LEVEL_GUILD_TOWER_525
TOURNAMEN_ENEMY_576,576,11,,26,GuildTower_13,Hero,HERO_OSIRIS,7,LEVEL_GUILD_TOWER_526
TOURNAMEN_ENEMY_577,577,11,,27,GuildTower_21,Hero,HERO_MOONLIGHT,8,LEVEL_GUILD_TOWER_527
TOURNAMEN_ENEMY_578,578,11,,28,GuildTower_2,Hero,HERO_ORK_HERO,8,LEVEL_GUILD_TOWER_528
TOURNAMEN_ENEMY_579,579,11,,29,GuildTower_12,Hero,HERO_DARK_ILLUSION,8,LEVEL_GUILD_TOWER_529
TOURNAMEN_ENEMY_580,580,11,,30,GuildTower_22,Hero,HERO_G_RANDGRIS,8,LEVEL_GUILD_TOWER_530
TOURNAMEN_ENEMY_581,581,11,,31,GuildTower_11,Hero,HERO_MAGALETA,9,LEVEL_GUILD_TOWER_531
TOURNAMEN_ENEMY_582,582,11,,32,GuildTower_23,Hero,HERO_PHREEONI,9,LEVEL_GUILD_TOWER_532
TOURNAMEN_ENEMY_583,583,11,,33,GuildTower_7,Hero,HERO_CELIA,9,LEVEL_GUILD_TOWER_533
TOURNAMEN_ENEMY_584,584,11,,34,GuildTower_9,Hero,HERO_KNIGHT_OF_WINDSTORM,9,LEVEL_GUILD_TOWER_534
TOURNAMEN_ENEMY_585,585,11,,35,GuildTower_19,Hero,HERO_MOONLIGHT,10,LEVEL_GUILD_TOWER_535
TOURNAMEN_ENEMY_586,586,11,,36,GuildTower_1,Hero,HERO_EDDGA,10,LEVEL_GUILD_TOWER_536
TOURNAMEN_ENEMY_587,587,11,,37,GuildTower_18,Hero,HERO_ORK_HERO,10,LEVEL_GUILD_TOWER_537
TOURNAMEN_ENEMY_588,588,11,,38,GuildTower_16,Hero,HERO_MISTRESS,10,LEVEL_GUILD_TOWER_538
TOURNAMEN_ENEMY_589,589,11,,39,GuildTower_10,Hero,HERO_CELIA,10,LEVEL_GUILD_TOWER_539
TOURNAMEN_ENEMY_590,590,11,,40,GuildTower_21,Hero,HERO_G_EREMES,10,LEVEL_GUILD_TOWER_540
TOURNAMEN_ENEMY_591,591,11,,41,GuildTower_20,Hero,HERO_GARM,10,LEVEL_GUILD_TOWER_541
TOURNAMEN_ENEMY_592,592,11,,42,GuildTower_15,Hero,HERO_G_RANDGRIS,10,LEVEL_GUILD_TOWER_542
TOURNAMEN_ENEMY_593,593,11,,43,GuildTower_17,Hero,HERO_SEYREN,10,LEVEL_GUILD_TOWER_543
TOURNAMEN_ENEMY_594,594,11,,44,GuildTower_8,Hero,HERO_G_EREMES,10,LEVEL_GUILD_TOWER_544
TOURNAMEN_ENEMY_595,595,11,,45,GuildTower_20,Hero,HERO_TAO_GUNKA,10,LEVEL_GUILD_TOWER_545
TOURNAMEN_ENEMY_596,596,11,,46,GuildTower_4,Hero,HERO_ORK_HERO,10,LEVEL_GUILD_TOWER_546
TOURNAMEN_ENEMY_597,597,11,,47,GuildTower_11,Hero,HERO_G_EREMES,10,LEVEL_GUILD_TOWER_547
TOURNAMEN_ENEMY_598,598,11,,48,GuildTower_24,Hero,HERO_KNIGHT_OF_WINDSTORM,10,LEVEL_GUILD_TOWER_548
TOURNAMEN_ENEMY_599,599,11,,49,GuildTower_7,Hero,HERO_HARWORD,10,LEVEL_GUILD_TOWER_549
TOURNAMEN_ENEMY_600,600,11,,50,GuildTower_21,Hero,HERO_CELIA,10,LEVEL_GUILD_TOWER_550
TOURNAMEN_ENEMY_601,601,11,,51,GuildTower_21,Hero,HERO_CELIA,10,LEVEL_GUILD_TOWER_1971
TOURNAMEN_ENEMY_602,602,11,,52,GuildTower_21,Hero,HERO_CELIA,10,LEVEL_GUILD_TOWER_1972
TOURNAMEN_ENEMY_603,603,11,,53,GuildTower_21,Hero,HERO_CELIA,10,LEVEL_GUILD_TOWER_1973
TOURNAMEN_ENEMY_604,604,11,,54,GuildTower_21,Hero,HERO_CELIA,10,LEVEL_GUILD_TOWER_1974
TOURNAMEN_ENEMY_605,605,11,,55,GuildTower_21,Hero,HERO_CELIA,10,LEVEL_GUILD_TOWER_1975
TOURNAMEN_ENEMY_606,606,12,计数填1，表示线上玩家开始的第一轮,1,GuildTower_2,Hero,HERO_DALEME,2,LEVEL_GUILD_TOWER_551
TOURNAMEN_ENEMY_607,607,12,,2,GuildTower_3,Hero,HERO_NIGHTMARE,2,LEVEL_GUILD_TOWER_552
TOURNAMEN_ENEMY_608,608,12,,3,GuildTower_6,Hero,HERO_BON_GUN,3,LEVEL_GUILD_TOWER_553
TOURNAMEN_ENEMY_609,609,12,,4,GuildTower_12,Hero,HERO_BARTLEY,3,LEVEL_GUILD_TOWER_554
