_ID,_VALUE,#EventComment:string[],EventName:loc,BigEventMask:bool,EventOpen:bool,EventSpriteMiddle:string,EventSpriteAfter:string,EventSpriteFront:string,EventTriggerType:string,EventType:string,EventTextLoc:loc,EventChoiceLoc:loc[],EventChoiceSuccessRate:int[],EventChoiceEffectPreviewLoc:loc[],EventChoiceFeedbackLoc:loc[],EventChoiceChaAnimation:string[],EventSuccessDropTextLoc:loc[],EventFailDropTextLoc:loc[],EventSuccessLib:id[][],EventFailLib:id[][],EventEmoji:string,EventAnimType:string[],EventStandby:string,#EventPara1Des:string,EventPara1:int[],#EventPara2Des:string,EventPara2:int[],#EventPara3Des:string,EventPara3:int[],#EventPara4Des:string,EventPara4:int[],#EventPara5Des:string,EventPara5:int[],EventPara6:string,TargetEffect:id[]
,,石碑-摧毁石碑,,,,,,,,,,LOC_DUNGEON_EVENT_EXPLORE_ACTIVATION_PRESS_8,500,LOC_DUNGEON_EVENT_EXPLORE_ACTIVATION_EFFECTPREVIEW_8,LOC_DUNGEON_EVENT_EXPLORE_ACTIVATION_BEHAVIOR_8,,LOC_DUNGEON_EVENT_EXPLORE_ACTIVATION_RESULT_SUCCESS_8,LOC_DUNGEON_EVENT_EXPLORE_ACTIVATION_RESULT_FAILURE_4,DUNGEON_LIB_EFFECTLIB_BATTLE_EVENT_GROUP_001,DUNGEON_LIB_EFFECTLIB_BATTLE_EVENT_GROUP_002,,None,,0,0,0,0,0,0,0,0,0,0,,
DUNGEON_EVENT_EXPLORE_ACTIVATION_5,50005,石棺-全部打开,LOC_DUNGEON_EVENT_NAME_EXPLORE_ACTIVATION_5,FALSE,FALSE,Event_Stone_Coffin,,,Click,Common,LOC_DUNGEON_EVENT_EXPLORE_ACTIVATION_5,LOC_DUNGEON_EVENT_EXPLORE_ACTIVATION_PRESS_9,-1,LOC_DUNGEON_EVENT_EXPLORE_ACTIVATION_EFFECTPREVIEW_9,LOC_DUNGEON_EVENT_EXPLORE_ACTIVATION_BEHAVIOR_9,,LOC_DUNGEON_EVENT_EXPLORE_ACTIVATION_RESULT_SUCCESS_9,LOC_NONE,DUNGEON_LIB_ITEMLIB_GROUP_001#DUNGEON_LIB_MONSTER_GROUP_005,None,,None,,0,0,0,0,0,0,0,0,0,0,,
,,石棺-摧毁石棺,,,,,,,,,,LOC_DUNGEON_EVENT_EXPLORE_ACTIVATION_PRESS_10,350,LOC_DUNGEON_EVENT_EXPLORE_ACTIVATION_EFFECTPREVIEW_10,LOC_DUNGEON_EVENT_EXPLORE_ACTIVATION_BEHAVIOR_10,,LOC_DUNGEON_EVENT_EXPLORE_ACTIVATION_RESULT_SUCCESS_10,LOC_DUNGEON_EVENT_EXPLORE_ACTIVATION_RESULT_FAILURE_5,DUNGEON_LIB_EFFECTLIB_BATTLE_EVENT_GROUP_001,DUNGEON_LIB_MONSTER_GROUP_005,,None,,0,0,0,0,0,0,0,0,0,0,,
,,石棺-无视离开,,,,,,,,,,LOC_DUNGEON_EVENT_EXPLORE_ACTIVATION_PRESS_11,-1,LOC_NONE,LOC_NONE,,LOC_NONE,LOC_NONE,None,None,,None,,0,0,0,0,0,0,0,0,0,0,,
DUNGEON_EVENT_EXPLORE_ACTIVATION_6,50006,石棺-打开一条缝,LOC_DUNGEON_EVENT_NAME_EXPLORE_ACTIVATION_6,FALSE,FALSE,Event_Stone_Coffin,,,Click,Common,LOC_DUNGEON_EVENT_EXPLORE_ACTIVATION_6,LOC_DUNGEON_EVENT_EXPLORE_ACTIVATION_PRESS_12,350,LOC_DUNGEON_EVENT_EXPLORE_ACTIVATION_EFFECTPREVIEW_11,LOC_DUNGEON_EVENT_EXPLORE_ACTIVATION_BEHAVIOR_11,,LOC_DUNGEON_EVENT_EXPLORE_ACTIVATION_RESULT_SUCCESS_11,LOC_DUNGEON_EVENT_EXPLORE_ACTIVATION_RESULT_FAILURE_6,DUNGEON_LIB_ITEMLIB_GROUP_001,DUNGEON_LIB_MONSTER_GROUP_005,,None,,0,0,0,0,0,0,0,0,0,0,,
,,石棺-激活石棺,,,,,,,,,,LOC_DUNGEON_EVENT_EXPLORE_ACTIVATION_PRESS_13,-1,LOC_DUNGEON_EVENT_EXPLORE_ACTIVATION_EFFECTPREVIEW_12,LOC_DUNGEON_EVENT_EXPLORE_ACTIVATION_BEHAVIOR_12,,LOC_DUNGEON_EVENT_EXPLORE_ACTIVATION_RESULT_SUCCESS_12,LOC_NONE,DUNGEON_LIB_EFFECTLIB_BATTLE_EVENT_GROUP_001#DUNGEON_LIB_MONSTER_GROUP_005,None,,None,,0,0,0,0,0,0,0,0,0,0,,
,,石棺-无视离开,,,,,,,,,,LOC_DUNGEON_EVENT_EXPLORE_ACTIVATION_PRESS_14,-1,LOC_NONE,LOC_NONE,,LOC_NONE,LOC_NONE,None,None,,None,,0,0,0,0,0,0,0,0,0,0,,
DUNGEON_EVENT_HOTSPRING_1,60001,海底温泉,LOC_DUNGEON_NAME_HOTSPRING_1,FALSE,FALSE,Event_Hot_Spring,,,Click,Common,LOC_DUNGEON_HOTSPRING_1,LOC_DUNGEON_HOTSPRING_PRESS_1,-1,LOC_DUNGEON_HOTSPRING_EFFECTPREVIEW_1,LOC_DUNGEON_HOTSPRING_BEHAVIOR_1,,LOC_DUNGEON_HOTSPRING_RESULT_SUCCESS_1,LOC_NONE,DUNGEON_LIB_EFFECT_HOTSPRING_1,None,,None,,0,0,0,0,0,0,0,0,0,0,,
DUNGEON_EVENT_STATUE_1,60002,女神雕像,LOC_DUNGEON_NAME_STATUE_1,FALSE,FALSE,Event_Statue,,,Click,Common,LOC_DUNGEON_STATUE_1,LOC_DUNGEON_STATUE_PRESS_1,-1,LOC_DUNGEON_STATUE_EFFECTPREVIEW_1,LOC_DUNGEON_STATUE_BEHAVIOR_1,,LOC_DUNGEON_STATUE_RESULT_SUCCESS_1,LOC_NONE,DUNGEON_LIB_EFFECT_STATUE_1,None,,None,,0,0,0,0,0,0,0,0,0,0,,
DUNGEON_EVENT_BUBBLE_1,60003,气泡,LOC_DUNGEON_NAME_BUBBLE_1,FALSE,FALSE,Event_Bubble,,,Click,Common,LOC_DUNGEON_BUBBLE_1,LOC_DUNGEON_BUBBLE_PRESS_1,-1,LOC_DUNGEON_BUBBLE_EFFECTPREVIEW_1,LOC_DUNGEON_BUBBLE_BEHAVIOR_1,,LOC_DUNGEON_BUBBLE_RESULT_SUCCESS_1,LOC_NONE,DUNGEON_LIB_EFFECT_ITEM_HPREDUCE_7,None,,None,Dungeon_Event_Bubble,0,0,0,0,0,0,0,0,0,0,,
DUNGEON_EVENT_OPEN_MASSIF_1,60005,自动翻开格子,LOC_DUNGEON_NAME_OPEN_MASSIF_1,FALSE,FALSE,Event_Empty,,,Auto,Common,LOC_DUNGEON_OPEN_MASSIF_1,LOC_DUNGEON_OPEN_MASSIF_PRESS_1,-1,LOC_DUNGEON_OPEN_MASSIF_EFFECTPREVIEW_1,LOC_DUNGEON_OPEN_MASSIF_BEHAVIOR_1,,LOC_DUNGEON_OPEN_MASSIF_RESULT_SUCCESS_1,LOC_NONE,DUNGEON_LIB_EFFECTLIB_BATTLE_END_074,None,,None,,0,0,0,0,0,0,0,0,0,0,,
DUNGEON_EVENT_THEME_DRAGON_BALL_1,70000,龙珠大事件,LOC_ITEM_NAMECN_ITEM_GOLD,TRUE,FALSE,Event_Altar_1,,,Click,DragonBall,,,-1,LOC_DUNGEON_DRAGON_BALL_EFFECTPREVIEW_1,,,LOC_NONE,LOC_NONE,DUNGEON_EFFECT_THEME_DRAGON_BALL_RESURRECTION_1,None,,None,,红龙珠需求数量,1,黄龙珠需求数量,1,蓝龙珠需求数量,1,0,4,0,0,,
,,,,,,,,,,,,,-1,LOC_DUNGEON_DRAGON_BALL_EFFECTPREVIEW_2,,,,,DUNGEON_EFFECT_THEME_DRAGON_BALL_MANA_CD_1#DUNGEON_EFFECT_THEME_DRAGON_BALL_SKLL_CD_1,None,,,,红龙珠需求数量,3,黄龙珠需求数量,0,蓝龙珠需求数量,0,0,1,0,0,,
,,,,,,,,,,,,,-1,LOC_DUNGEON_DRAGON_BALL_EFFECTPREVIEW_3,,,,,DUNGEON_EFFECT_THEME_DRAGON_BALL_MAGICAL_DAMAGE_RULE_1,None,,,,红龙珠需求数量,0,黄龙珠需求数量,3,蓝龙珠需求数量,0,0,2,0,0,,
,,,,,,,,,,,,,-1,LOC_DUNGEON_DRAGON_BALL_EFFECTPREVIEW_4,,,,,DUNGEON_EFFECT_THEME_DRAGON_BALL_PHYSICAL_DAMAGE_RULE_1,None,,,,红龙珠需求数量,0,黄龙珠需求数量,0,蓝龙珠需求数量,3,0,3,0,0,,
,,,,,,,,,,,,,650,LOC_DUNGEON_DRAGON_BALL_EFFECTPREVIEW_5,,,,,DUNGEON_EFFECT_THEME_DRAGON_BALL_MANA_CD_1#DUNGEON_EFFECT_THEME_DRAGON_BALL_SKLL_CD_1,DUNGEON_EFFECT_THEME_DRAGON_BALL_PHYSICAL_DAMAGE_RULE_1,,,,红龙珠需求数量,2,黄龙珠需求数量,0,蓝龙珠需求数量,1,0,1,0,3,,
,,,,,,,,,,,,,650,LOC_DUNGEON_DRAGON_BALL_EFFECTPREVIEW_6,,,,,DUNGEON_EFFECT_THEME_DRAGON_BALL_MANA_CD_1#DUNGEON_EFFECT_THEME_DRAGON_BALL_SKLL_CD_1,DUNGEON_EFFECT_THEME_DRAGON_BALL_MAGICAL_DAMAGE_RULE_1,,,,红龙珠需求数量,2,黄龙珠需求数量,1,蓝龙珠需求数量,0,0,1,0,2,,
,,,,,,,,,,,,,650,LOC_DUNGEON_DRAGON_BALL_EFFECTPREVIEW_7,,,,,DUNGEON_EFFECT_THEME_DRAGON_BALL_PHYSICAL_DAMAGE_RULE_1,DUNGEON_EFFECT_THEME_DRAGON_BALL_MANA_CD_1#DUNGEON_EFFECT_THEME_DRAGON_BALL_SKLL_CD_1,,,,红龙珠需求数量,1,黄龙珠需求数量,0,蓝龙珠需求数量,2,0,3,0,1,,
,,,,,,,,,,,,,650,LOC_DUNGEON_DRAGON_BALL_EFFECTPREVIEW_8,,,,,DUNGEON_EFFECT_THEME_DRAGON_BALL_PHYSICAL_DAMAGE_RULE_1,DUNGEON_EFFECT_THEME_DRAGON_BALL_MAGICAL_DAMAGE_RULE_1,,,,红龙珠需求数量,0,黄龙珠需求数量,1,蓝龙珠需求数量,2,0,3,0,2,,
,,,,,,,,,,,,,650,LOC_DUNGEON_DRAGON_BALL_EFFECTPREVIEW_9,,,,,DUNGEON_EFFECT_THEME_DRAGON_BALL_MAGICAL_DAMAGE_RULE_1,DUNGEON_EFFECT_THEME_DRAGON_BALL_MANA_CD_1#DUNGEON_EFFECT_THEME_DRAGON_BALL_SKLL_CD_1,,,,红龙珠需求数量,1,黄龙珠需求数量,2,蓝龙珠需求数量,0,0,2,0,1,,
,,,,,,,,,,,,,650,LOC_DUNGEON_DRAGON_BALL_EFFECTPREVIEW_10,,,,,DUNGEON_EFFECT_THEME_DRAGON_BALL_MAGICAL_DAMAGE_RULE_1,DUNGEON_EFFECT_THEME_DRAGON_BALL_PHYSICAL_DAMAGE_RULE_1,,,,红龙珠需求数量,0,黄龙珠需求数量,2,蓝龙珠需求数量,1,0,2,0,3,,
DUNGEON_EVENT_THEME_ADVENTURER_SQUAD_1,70001,冒险者小队大事件,LOC_DUNGEON_NAME_HOTSPRING_1,TRUE,TRUE,,Event_Wagon,,Click,AdventurerSquad,LOC_DUNGEON_HOTSPRING_1,LOC_DUNGEON_HOTSPRING_PRESS_1,-1,LOC_DUNGEON_HOTSPRING_EFFECTPREVIEW_1,LOC_DUNGEON_HOTSPRING_BEHAVIOR_1,,LOC_DUNGEON_HOTSPRING_RESULT_SUCCESS_1,LOC_NONE,DUNGEON_EFFECT_THEME_DESERT_TEAM_SWORDSMAN,None,,None,,剑士领悟概率,500,剑士领悟库,61019,0,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,DUNGEON_EFFECT_THEME_DESERT_TEAM_SAGE_ADD,None,,,,贤者领悟概率,500,贤者领悟库,61020,0,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,DUNGEON_EFFECT_THEME_DESERT_TEAM_PRIEST,None,,,,牧师领悟概率,500,牧师领悟库,61021,0,0,0,0,0,0,,
DUNGEON_EVENT_THEME_GLACIER_BOSS_SLEEP,70002,BOSS沉睡,LOC_DUNGEON_NAME_HOTSPRING_1,TRUE,TRUE,Event_Garm,,,Click,GlacierKingSleep,LOC_DUNGEON_HOTSPRING_1,LOC_DUNGEON_HOTSPRING_PRESS_1,-1,LOC_NONE,LOC_NONE,,LOC_DUNGEON_HOTSPRING_RESULT_SUCCESS_1,LOC_NONE,DUNGEON_LIB_EVENT_THEME_GLACIER_BOSS_ANGER_1,None,Expression_Sleeping,None,,0,0,0,0,0,0,0,0,0,0,,DUNGEON_EFFECT_THEME_GLACIER_SLEEP_ADD
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DUNGEON_EFFECT_THEME_GLACIER_WAKEUP_1_ADD
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DUNGEON_EFFECT_THEME_GLACIER_WAKEUP_2_ADD
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DUNGEON_EFFECT_THEME_GLACIER_WAKEUP_3_ADD
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DUNGEON_EFFECT_THEME_GLACIER_WAKEUP_4_ADD
DUNGEON_EVENT_THEME_GLACIER_BOSS_ANGER,70003,BOSS激怒,LOC_DUNGEON_NAME_HOTSPRING_1,FALSE,TRUE,Event_Garm,,,Click,GlacierKingAnger,LOC_DUNGEON_HOTSPRING_1,LOC_DUNGEON_HOTSPRING_PRESS_1,-1,LOC_NONE,LOC_NONE,,LOC_DUNGEON_HOTSPRING_RESULT_SUCCESS_1,LOC_NONE,None,None,Expression_Angry,BreakCage,,0,0,0,0,0,0,0,0,0,0,,DUNGEON_EFFECT_THEME_GLACIER_ANGER_ADD
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DUNGEON_EFFECT_THEME_GLACIER_WAKEUP_1_ADD
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DUNGEON_EFFECT_THEME_GLACIER_WAKEUP_2_ADD
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DUNGEON_EFFECT_THEME_GLACIER_WAKEUP_3_ADD
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DUNGEON_EFFECT_THEME_GLACIER_WAKEUP_4_ADD
DUNGEON_EVENT_THEME_FOREST_DOCTOR_OWL,70004,猫头鹰博士,LOC_DUNGEON_NAME_HOTSPRING_1,TRUE,TRUE,2d_Owl,,,Click,DoctorOwl,LOC_DUNGEON_HOTSPRING_1,LOC_DUNGEON_HOTSPRING_PRESS_1,-1,LOC_NONE,LOC_NONE,,LOC_DUNGEON_HOTSPRING_RESULT_SUCCESS_1,LOC_NONE,None,None,,,,问题事件组,40072,获得BUFF组,30174,初始层数,6,0,0,0,0,,
DUNGEON_EVENT_THEME_FOREST_DOCTOR_OWL_QUESTION_01,4001,猫头鹰博士问题A1,LOC_DUNGEON_EVENT_NAME_EXPLORE_ACTIVATION_6,FALSE,FALSE,,,,Click,DoctorOwlQuestion,LOC_DUNGEON_EVENT_MAGICFOREST_DOCTOR_OWL_QUESTION_01,LOC_DUNGEON_EVENT_MAGICFOREST_DOCTOR_OWL_QUESTION_PRESS_01,-1,LOC_DUNGEON_EVENT_EXPLORE_ACTIVATION_EFFECTPREVIEW_11,LOC_DUNGEON_EVENT_EXPLORE_ACTIVATION_BEHAVIOR_11,,LOC_DUNGEON_EVENT_MAGICFOREST_DOCTOR_OWL_QUESTION_RESULT_SUCCESS_1,LOC_DUNGEON_EVENT_MAGICFOREST_DOCTOR_OWL_QUESTION_RESULT_FAILURE_1,None,None,,None,,改变层,-2,0,0,0,0,0,0,0,0,,
,,猫头鹰博士问题2,,,,,,,,,,LOC_DUNGEON_EVENT_MAGICFOREST_DOCTOR_OWL_QUESTION_PRESS_02,-1,LOC_DUNGEON_EVENT_EXPLORE_ACTIVATION_EFFECTPREVIEW_12,LOC_DUNGEON_EVENT_EXPLORE_ACTIVATION_BEHAVIOR_12,,LOC_DUNGEON_EVENT_MAGICFOREST_DOCTOR_OWL_QUESTION_RESULT_SUCCESS_2,LOC_NONE,None,None,,None,,改变层,2,0,0,0,0,0,0,0,0,,
DUNGEON_EVENT_THEME_FOREST_DOCTOR_OWL_QUESTION_02,4002,猫头鹰博士问题B1,LOC_DUNGEON_EVENT_NAME_EXPLORE_ACTIVATION_6,FALSE,FALSE,,,,Click,DoctorOwlQuestion,LOC_DUNGEON_EVENT_MAGICFOREST_DOCTOR_OWL_QUESTION_02,LOC_DUNGEON_EVENT_MAGICFOREST_DOCTOR_OWL_QUESTION_PRESS_03,-1,LOC_DUNGEON_EVENT_EXPLORE_ACTIVATION_EFFECTPREVIEW_11,LOC_DUNGEON_EVENT_EXPLORE_ACTIVATION_BEHAVIOR_11,,LOC_DUNGEON_EVENT_MAGICFOREST_DOCTOR_OWL_QUESTION_RESULT_SUCCESS_3,LOC_DUNGEON_EVENT_MAGICFOREST_DOCTOR_OWL_QUESTION_RESULT_FAILURE_1,None,None,,None,,改变层,2,0,0,0,0,0,0,0,0,,
,,猫头鹰博士问题2,,,,,,,,,,LOC_DUNGEON_EVENT_MAGICFOREST_DOCTOR_OWL_QUESTION_PRESS_04,-1,LOC_DUNGEON_EVENT_EXPLORE_ACTIVATION_EFFECTPREVIEW_12,LOC_DUNGEON_EVENT_EXPLORE_ACTIVATION_BEHAVIOR_12,,LOC_DUNGEON_EVENT_MAGICFOREST_DOCTOR_OWL_QUESTION_RESULT_SUCCESS_4,LOC_NONE,None,None,,None,,改变层,1,0,0,0,0,0,0,0,0,,
,,猫头鹰博士问题3,,,,,,,,,,LOC_DUNGEON_EVENT_MAGICFOREST_DOCTOR_OWL_QUESTION_PRESS_05,-1,LOC_NONE,LOC_NONE,,LOC_DUNGEON_EVENT_MAGICFOREST_DOCTOR_OWL_QUESTION_RESULT_SUCCESS_5,LOC_NONE,None,None,,None,,改变层,-2,0,0,0,0,0,0,0,0,,
DUNGEON_EVENT_THEME_FOREST_DOCTOR_OWL_QUESTION_03,4003,猫头鹰博士问题C1,LOC_DUNGEON_EVENT_NAME_EXPLORE_ACTIVATION_6,FALSE,FALSE,,,,Click,DoctorOwlQuestion,LOC_DUNGEON_EVENT_MAGICFOREST_DOCTOR_OWL_QUESTION_03,LOC_DUNGEON_EVENT_MAGICFOREST_DOCTOR_OWL_QUESTION_PRESS_06,-1,LOC_DUNGEON_EVENT_EXPLORE_ACTIVATION_EFFECTPREVIEW_11,LOC_DUNGEON_EVENT_EXPLORE_ACTIVATION_BEHAVIOR_11,,LOC_DUNGEON_EVENT_MAGICFOREST_DOCTOR_OWL_QUESTION_RESULT_SUCCESS_6,LOC_DUNGEON_EVENT_MAGICFOREST_DOCTOR_OWL_QUESTION_RESULT_FAILURE_1,None,None,,None,,改变层,-2,0,0,0,0,0,0,0,0,,
DUNGEON_EVENT_THEME_FOREST_DOCTOR_OWL_2,70005,猫头鹰博士,LOC_DUNGEON_NAME_HOTSPRING_1,TRUE,TRUE,2d_Owl,,,Click,DoctorOwl,LOC_DUNGEON_HOTSPRING_1,LOC_DUNGEON_HOTSPRING_PRESS_1,-1,LOC_NONE,LOC_NONE,,LOC_DUNGEON_HOTSPRING_RESULT_SUCCESS_1,LOC_NONE,None,None,,,,问题事件组,40074,获得BUFF组,30174,初始层数,6,0,0,0,0,,
DUNGEON_EVENT_THEME_FOREST_DOCTOR_OWL_QUESTION_04,4004,猫头鹰博士问题4,LOC_DUNGEON_EVENT_NAME_EXPLORE_ACTIVATION_6,FALSE,FALSE,,,,Click,DoctorOwlQuestion,LOC_DUNGEON_EVENT_MAGICFOREST_DOCTOR_OWL_QUESTION_04,LOC_DUNGEON_EVENT_MAGICFOREST_DOCTOR_OWL_QUESTION_PRESS_07,-1,LOC_DUNGEON_EVENT_EXPLORE_ACTIVATION_EFFECTPREVIEW_11,LOC_DUNGEON_EVENT_EXPLORE_ACTIVATION_BEHAVIOR_11,,LOC_DUNGEON_EVENT_MAGICFOREST_DOCTOR_OWL_QUESTION_RESULT_SUCCESS_8,LOC_DUNGEON_EVENT_MAGICFOREST_DOCTOR_OWL_QUESTION_RESULT_FAILURE_1,None,None,,None,,改变层,1,0,0,0,0,0,0,0,0,,
,,猫头鹰博士问题4,,,,,,,,,,LOC_DUNGEON_EVENT_MAGICFOREST_DOCTOR_OWL_QUESTION_PRESS_08,-1,LOC_DUNGEON_EVENT_EXPLORE_ACTIVATION_EFFECTPREVIEW_12,LOC_DUNGEON_EVENT_EXPLORE_ACTIVATION_BEHAVIOR_12,,LOC_DUNGEON_EVENT_MAGICFOREST_DOCTOR_OWL_QUESTION_RESULT_SUCCESS_8,LOC_NONE,None,None,,None,,改变层,1,0,0,0,0,0,0,0,0,,
,,猫头鹰博士问题4,,,,,,,,,,LOC_DUNGEON_EVENT_MAGICFOREST_DOCTOR_OWL_QUESTION_PRESS_09,-1,LOC_NONE,LOC_NONE,,LOC_DUNGEON_EVENT_MAGICFOREST_DOCTOR_OWL_QUESTION_RESULT_SUCCESS_7,LOC_NONE,None,None,,None,,改变层,-2,0,0,0,0,0,0,0,0,,
DUNGEON_EVENT_THEME_FOREST_DOCTOR_OWL_QUESTION_05,4005,猫头鹰博士问题5,LOC_DUNGEON_EVENT_NAME_EXPLORE_ACTIVATION_6,FALSE,FALSE,,,,Click,DoctorOwlQuestion,LOC_DUNGEON_EVENT_MAGICFOREST_DOCTOR_OWL_QUESTION_05,LOC_DUNGEON_EVENT_MAGICFOREST_DOCTOR_OWL_QUESTION_PRESS_10,-1,LOC_DUNGEON_EVENT_EXPLORE_ACTIVATION_EFFECTPREVIEW_11,LOC_DUNGEON_EVENT_EXPLORE_ACTIVATION_BEHAVIOR_11,,LOC_DUNGEON_EVENT_MAGICFOREST_DOCTOR_OWL_QUESTION_RESULT_SUCCESS_7,LOC_DUNGEON_EVENT_MAGICFOREST_DOCTOR_OWL_QUESTION_RESULT_FAILURE_1,None,None,,None,,改变层,-2,0,0,0,0,0,0,0,0,,
,,猫头鹰博士问题5,,,,,,,,,,LOC_DUNGEON_EVENT_MAGICFOREST_DOCTOR_OWL_QUESTION_PRESS_11,-1,LOC_DUNGEON_EVENT_EXPLORE_ACTIVATION_EFFECTPREVIEW_12,LOC_DUNGEON_EVENT_EXPLORE_ACTIVATION_BEHAVIOR_12,,LOC_DUNGEON_EVENT_MAGICFOREST_DOCTOR_OWL_QUESTION_RESULT_SUCCESS_8,LOC_NONE,None,None,,None,,改变层,1,0,0,0,0,0,0,0,0,,
,,猫头鹰博士问题5,,,,,,,,,,LOC_DUNGEON_EVENT_MAGICFOREST_DOCTOR_OWL_QUESTION_PRESS_12,-1,LOC_NONE,LOC_NONE,,LOC_DUNGEON_EVENT_MAGICFOREST_DOCTOR_OWL_QUESTION_RESULT_SUCCESS_8,LOC_NONE,None,None,,None,,改变层,1,0,0,0,0,0,0,0,0,,
DUNGEON_EVENT_THEME_FOREST_DOCTOR_OWL_QUESTION_06,4006,猫头鹰博士问题6,LOC_DUNGEON_EVENT_NAME_EXPLORE_ACTIVATION_6,FALSE,FALSE,,,,Click,DoctorOwlQuestion,LOC_DUNGEON_EVENT_MAGICFOREST_DOCTOR_OWL_QUESTION_06,LOC_DUNGEON_EVENT_MAGICFOREST_DOCTOR_OWL_QUESTION_PRESS_13,-1,LOC_DUNGEON_EVENT_EXPLORE_ACTIVATION_EFFECTPREVIEW_11,LOC_DUNGEON_EVENT_EXPLORE_ACTIVATION_BEHAVIOR_11,,LOC_DUNGEON_EVENT_MAGICFOREST_DOCTOR_OWL_QUESTION_RESULT_SUCCESS_7,LOC_DUNGEON_EVENT_MAGICFOREST_DOCTOR_OWL_QUESTION_RESULT_FAILURE_1,None,None,,None,,改变层,-2,0,0,0,0,0,0,0,0,,
,,猫头鹰博士问题6,,,,,,,,,,LOC_DUNGEON_EVENT_MAGICFOREST_DOCTOR_OWL_QUESTION_PRESS_14,-1,LOC_NONE,LOC_NONE,,LOC_DUNGEON_EVENT_MAGICFOREST_DOCTOR_OWL_QUESTION_RESULT_SUCCESS_8,LOC_NONE,None,None,,None,,改变层,1,0,0,0,0,0,0,0,0,,
,,猫头鹰博士问题6,,,,,,,,,,LOC_DUNGEON_EVENT_MAGICFOREST_DOCTOR_OWL_QUESTION_PRESS_15,-1,LOC_NONE,LOC_NONE,,LOC_DUNGEON_EVENT_MAGICFOREST_DOCTOR_OWL_QUESTION_RESULT_SUCCESS_8,LOC_NONE,None,None,,None,,改变层,1,0,0,0,0,0,0,0,0,,
DUNGEON_EVENT_THEME_FOREST_DOCTOR_OWL_QUESTION_07,4007,猫头鹰博士问题7,LOC_DUNGEON_EVENT_NAME_EXPLORE_ACTIVATION_6,FALSE,FALSE,,,,Click,DoctorOwlQuestion,LOC_DUNGEON_EVENT_MAGICFOREST_DOCTOR_OWL_QUESTION_07,LOC_DUNGEON_EVENT_MAGICFOREST_DOCTOR_OWL_QUESTION_PRESS_16,-1,LOC_NONE,LOC_NONE,,LOC_DUNGEON_EVENT_MAGICFOREST_DOCTOR_OWL_QUESTION_RESULT_SUCCESS_8,LOC_DUNGEON_EVENT_MAGICFOREST_DOCTOR_OWL_QUESTION_RESULT_FAILURE_1,None,None,,None,,改变层,1,0,0,0,0,0,0,0,0,,
,,猫头鹰博士问题7,,,,,,,,,,LOC_DUNGEON_EVENT_MAGICFOREST_DOCTOR_OWL_QUESTION_PRESS_17,-1,LOC_NONE,LOC_NONE,,LOC_DUNGEON_EVENT_MAGICFOREST_DOCTOR_OWL_QUESTION_RESULT_SUCCESS_8,LOC_NONE,None,None,,None,,改变层,1,0,0,0,0,0,0,0,0,,
,,猫头鹰博士问题7,,,,,,,,,,LOC_DUNGEON_EVENT_MAGICFOREST_DOCTOR_OWL_QUESTION_PRESS_18,-1,LOC_NONE,LOC_NONE,,LOC_DUNGEON_EVENT_MAGICFOREST_DOCTOR_OWL_QUESTION_RESULT_SUCCESS_7,LOC_NONE,None,None,,None,,改变层,-2,0,0,0,0,0,0,0,0,,
DUNGEON_EVENT_THEME_FOREST_DOCTOR_OWL_QUESTION_08,4008,猫头鹰博士问题8,LOC_DUNGEON_EVENT_NAME_EXPLORE_ACTIVATION_6,FALSE,FALSE,,,,Click,DoctorOwlQuestion,LOC_DUNGEON_EVENT_MAGICFOREST_DOCTOR_OWL_QUESTION_08,LOC_DUNGEON_EVENT_MAGICFOREST_DOCTOR_OWL_QUESTION_PRESS_19,-1,LOC_NONE,LOC_NONE,,LOC_DUNGEON_EVENT_MAGICFOREST_DOCTOR_OWL_QUESTION_RESULT_SUCCESS_8,LOC_DUNGEON_EVENT_MAGICFOREST_DOCTOR_OWL_QUESTION_RESULT_FAILURE_1,None,None,,None,,改变层,1,0,0,0,0,0,0,0,0,,
,,猫头鹰博士问题8,,,,,,,,,,LOC_DUNGEON_EVENT_MAGICFOREST_DOCTOR_OWL_QUESTION_PRESS_20,-1,LOC_NONE,LOC_NONE,,LOC_DUNGEON_EVENT_MAGICFOREST_DOCTOR_OWL_QUESTION_RESULT_SUCCESS_7,LOC_NONE,None,None,,None,,改变层,-2,0,0,0,0,0,0,0,0,,
