_ID,_VALUE,#Name:string,NameKey:loc,Lv:int[],HideUIName:bool,DesKey:loc[],ShortDesKey:loc,DamageType:string,#Parameter1Name:string,Parameter1:obsint[],#Parameter2Name:string,Parameter2:obsint[],#Parameter3Name:string,Parameter3:obsint[],#Parameter4Name:string,Parameter4:obsint[],#Parameter5Name:string,Parameter5:obsint[],#Parameter6Name:string,Parameter6:obsint[],PhysicalFactor:decimal[],MagicFactor:decimal[],BaseDamage:int[],CriticalHit:int[],CriticalDamage:int[],AdjustFactor:int,TargetTeam:string,TriggerConfig:int[][],TriggerType:string,TriggerCount:int[],IconSprite:string,CoolTime:int[],AnimationType:int,AnimationName:string,Priority:int,AttributeType:string[][],AttributeNum:decimal[][],AttributeKind:string[][],BuffTarget:string[],SkillBuff:bool,PassiveKind:string,SpecialType:string[],UnlockCondition:loc
TALENT_WISDOM,72101,智慧,LOC_SKILL_NAMECN_TALENT_WISDOM,1,,LOC_SKILL_DES_DETAIL_TALENT_WISDOM,,,,,,,,,,,,,,,0,0,0,0,0,0,Enemy,0,,0,ICON_TALENT_WISDOM,0,,,,Magic#MagicalAttack,0.04#0.04,Percentage#Percentage,Hero,FALSE,Talent,,
,,,,2,,LOC_SKILL_DES_DETAIL_TALENT_WISDOM,,,,,,,,,,,,,,,0,0,0,0,0,,,0,,0,,0,,,,Magic#MagicalAttack,0.06#0.06,Percentage#Percentage,Hero,,,,
,,,,3,,LOC_SKILL_DES_DETAIL_TALENT_WISDOM,,,,,,,,,,,,,,,0,0,0,0,0,,,0,,0,,0,,,,Magic#MagicalAttack,0.10#0.10,Percentage#Percentage,Hero,,,,
PASSIVE_MAGE_ARMOR,72102,法师护甲,LOC_SKILL_NAMECN_PASSIVE_MAGE_ARMOR,1,,LOC_SKILL_DES_DETAIL_PASSIVE_MAGE_ARMOR,,,,,,,,,,,,,,,0,0,0,0,0,0,Enemy,0,,0,ICON_PASSIVE_MAGE_ARMOR,0,,,,Magic#PhysicalHurt,0.04#-0.04,Percentage#Percentage,Hero,FALSE,Passive,,LOC_PASSIVE_UNLOCK_CONDITION_1
,,,,2,,LOC_SKILL_DES_DETAIL_PASSIVE_MAGE_ARMOR,,,,,,,,,,,,,,,0,0,0,0,0,,,0,,0,,0,,,,Magic#PhysicalHurt,0.06#-0.06,Percentage#Percentage,Hero,,,,
,,,,3,,LOC_SKILL_DES_DETAIL_PASSIVE_MAGE_ARMOR,,,,,,,,,,,,,,,0,0,0,0,0,,,0,,0,,0,,,,Magic#PhysicalHurt,0.10#-0.08,Percentage#Percentage,Hero,,,,
PASSIVE_POWER_OF_VOID,72103,虚空之力,LOC_SKILL_NAMECN_PASSIVE_POWER_OF_VOID,1,,LOC_SKILL_DES_DETAIL_PASSIVE_POWER_OF_VOID,,,,,,,,,,,,,,,0,0,0,0,0,0,Enemy,0,,0,ICON_PASSIVE_VOID_POWER,0,,,,,,,Hero,FALSE,Passive,"InB:TargetHPPercentageAbove:7000,1200",LOC_PASSIVE_UNLOCK_CONDITION_2
,,,,2,,LOC_SKILL_DES_DETAIL_PASSIVE_POWER_OF_VOID,,,,,,,,,,,,,,,0,0,0,0,0,,,0,,0,,0,,,,,,,Hero,,,"InB:TargetHPPercentageAbove:7000,1500",
,,,,3,,LOC_SKILL_DES_DETAIL_PASSIVE_POWER_OF_VOID,,,,,,,,,,,,,,,0,0,0,0,0,,,0,,0,,0,,,,,,,Hero,,,"InB:TargetHPPercentageAbove:7000,2000",
TALENT_UNDEAD_HEART,60101,不死之心,LOC_SKILL_NAMECN_TALENT_UNDEAD_HEART,1,,LOC_SKILL_DES_DETAIL_TALENT_UNDEAD_HEART,,,,,,,,,,,,,,,0,0,0,0,0,0,Enemy,0,,0,ICON_TALENT_UNDEAD_HEART,0,,,,MagicDef,0.1,Percentage,Hero,FALSE,Talent,,
,,,,2,,LOC_SKILL_DES_DETAIL_TALENT_UNDEAD_HEART,,,,,,,,,,,,,,,0,0,0,0,0,,,0,,0,,0,,,,MagicDef,0.15,Percentage,Hero,,,,
,,,,3,,LOC_SKILL_DES_DETAIL_TALENT_UNDEAD_HEART,,,,,,,,,,,,,,,0,0,0,0,0,,,0,,0,,0,,,,MagicDef,0.25,Percentage,Hero,,,,
PASSIVE_BANDAGE_REINFORCEMENT,60102,绷带强化,LOC_SKILL_NAMECN_PASSIVE_BANDAGE_REINFORCEMENT,1,,LOC_SKILL_DES_DETAIL_PASSIVE_BANDAGE_REINFORCEMENT,,,,,,,,,,,,,,,0,0,0,0,0,0,Enemy,0,,0,ICON_PASSIVE_BANDAGE_REINFORCE,0,,,,Armor#MagicDef,0.08#0.08,Percentage#Percentage,Hero,FALSE,Passive,,LOC_PASSIVE_UNLOCK_CONDITION_1
,,,,2,,LOC_SKILL_DES_DETAIL_PASSIVE_BANDAGE_REINFORCEMENT,,,,,,,,,,,,,,,0,0,0,0,0,,,0,,0,,0,,,,Armor#MagicDef,0.11#0.11,Percentage#Percentage,Hero,,,,
,,,,3,,LOC_SKILL_DES_DETAIL_PASSIVE_BANDAGE_REINFORCEMENT,,,,,,,,,,,,,,,0,0,0,0,0,,,0,,0,,0,,,,Armor#MagicDef,0.14#0.14,Percentage#Percentage,Hero,,,,
PASSIVE_PHARAOHS_WILL,60103,法老意志,LOC_SKILL_NAMECN_PASSIVE_PHARAOHS_WILL,1,,LOC_SKILL_DES_DETAIL_PASSIVE_PHARAOHS_WILL,,,,,,,,,,,,,,,0,0,0,0,0,0,Enemy,0,,0,ICON_PASSIVE_PHARAOH_WILL,0,,,,HP#Damage,0.05#0.03,Percentage#Percentage,Hero,FALSE,Passive,,LOC_PASSIVE_UNLOCK_CONDITION_2
,,,,2,,LOC_SKILL_DES_DETAIL_PASSIVE_PHARAOHS_WILL,,,,,,,,,,,,,,,0,0,0,0,0,,,0,,0,,0,,,,HP#Damage,0.07#0.04,Percentage#Percentage,Hero,,,,
,,,,3,,LOC_SKILL_DES_DETAIL_PASSIVE_PHARAOHS_WILL,,,,,,,,,,,,,,,0,0,0,0,0,,,0,,0,,0,,,,HP#Damage,0.09#0.05,Percentage#Percentage,Hero,,,,
TALENT_FUR_FORTIFICATION,60201,毛皮强化,LOC_SKILL_NAMECN_TALENT_FUR_FORTIFICATION,1,,LOC_SKILL_DES_DETAIL_TALENT_FUR_FORTIFICATION,,,,,,,,,,,,,,,0,0,0,0,0,0,Enemy,0,,0,ICON_TALENT_FUR_REINFORCE,0,,,,Armor,0.1,Percentage,Hero,FALSE,Talent,,
,,,,2,,LOC_SKILL_DES_DETAIL_TALENT_FUR_FORTIFICATION,,,,,,,,,,,,,,,0,0,0,0,0,,,0,,0,,0,,,,Armor,0.15,Percentage,Hero,,,,
,,,,3,,LOC_SKILL_DES_DETAIL_TALENT_FUR_FORTIFICATION,,,,,,,,,,,,,,,0,0,0,0,0,,,0,,0,,0,,,,Armor,0.25,Percentage,Hero,,,,
PASSIVE_IMPACT_HAMMER,60202,冲击锤,LOC_SKILL_NAMECN_PASSIVE_IMPACT_HAMMER,1,,LOC_SKILL_DES_DETAIL_PASSIVE_IMPACT_HAMMER,,,,,,,,,,,,,,,0,0,0,0,0,0,Enemy,0,,0,ICON_PASSIVE_IMPACT_HAMMER,0,,,,CriticalHit,0.08,Percentage,Hero,FALSE,Passive,,LOC_PASSIVE_UNLOCK_CONDITION_1
,,,,2,,LOC_SKILL_DES_DETAIL_PASSIVE_IMPACT_HAMMER,,,,,,,,,,,,,,,0,0,0,0,0,,,0,,0,,0,,,,CriticalHit,0.11,Percentage,Hero,,,,
,,,,3,,LOC_SKILL_DES_DETAIL_PASSIVE_IMPACT_HAMMER,,,,,,,,,,,,,,,0,0,0,0,0,,,0,,0,,0,,,,CriticalHit,0.14,Percentage,Hero,,,,
PASSIVE_BLADE_OF_ANGER,60203,愤怒利刃,LOC_SKILL_NAMECN_PASSIVE_BLADE_OF_ANGER,1,,LOC_SKILL_DES_DETAIL_PASSIVE_BLADE_OF_ANGER,,,,,,,,,,,,,,,0,0,0,0,0,0,Enemy,0,,0,ICON_PASSIVE_ANGER_BLADE,0,,,,Damage#PhysicalAttack,0.05#0.03,Percentage#Percentage,Hero,FALSE,Passive,,LOC_PASSIVE_UNLOCK_CONDITION_2
,,,,2,,LOC_SKILL_DES_DETAIL_PASSIVE_BLADE_OF_ANGER,,,,,,,,,,,,,,,0,0,0,0,0,,,0,,0,,0,,,,Damage#PhysicalAttack,0.07#0.04,Percentage#Percentage,Hero,,,,
,,,,3,,LOC_SKILL_DES_DETAIL_PASSIVE_BLADE_OF_ANGER,,,,,,,,,,,,,,,0,0,0,0,0,,,0,,0,,0,,,,Damage#PhysicalAttack,0.09#0.05,Percentage#Percentage,Hero,,,,
TALENT_EVIL_SKIN,60301,恶灵皮肤,LOC_SKILL_NAMECN_TALENT_EVIL_SKIN,1,,LOC_SKILL_DES_DETAIL_TALENT_EVIL_SKIN,,,,,,,,,,,,,,,0,0,0,0,0,0,Enemy,0,,0,ICON_TALENT_EVIL_SKIN,0,,,,PhysicalHurt#MagicalHurt,-0.06#-0.06,Percentage#Percentage,Hero,FALSE,Talent,,
,,,,2,,LOC_SKILL_DES_DETAIL_TALENT_EVIL_SKIN,,,,,,,,,,,,,,,0,0,0,0,0,,,0,,0,,0,,,,PhysicalHurt#MagicalHurt,-0.09#-0.09,Percentage#Percentage,Hero,,,,
,,,,3,,LOC_SKILL_DES_DETAIL_TALENT_EVIL_SKIN,,,,,,,,,,,,,,,0,0,0,0,0,,,0,,0,,0,,,,PhysicalHurt#MagicalHurt,-0.15#-0.15,Percentage#Percentage,Hero,,,,
PASSIVE_PLOIDY,60302,倍化,LOC_SKILL_NAMECN_PASSIVE_PLOIDY,1,,LOC_SKILL_DES_DETAIL_PASSIVE_PLOIDY,,,,,,,,,,,,,,,0,0,0,0,0,0,Enemy,0,,0,ICON_PASSIVE_MULTIPLIER,0,,,,HP,0.08,Percentage,Hero,FALSE,Passive,,LOC_PASSIVE_UNLOCK_CONDITION_1
,,,,2,,LOC_SKILL_DES_DETAIL_PASSIVE_PLOIDY,,,,,,,,,,,,,,,0,0,0,0,0,,,0,,0,,0,,,,HP,0.11,Percentage,Hero,,,,
,,,,3,,LOC_SKILL_DES_DETAIL_PASSIVE_PLOIDY,,,,,,,,,,,,,,,0,0,0,0,0,,,0,,0,,0,,,,HP,0.14,Percentage,Hero,,,,
PASSIVE_DREAM_MANIPULATION,60303,梦境操控,LOC_SKILL_NAMECN_PASSIVE_DREAM_MANIPULATION,1,,LOC_SKILL_DES_DETAIL_PASSIVE_DREAM_MANIPULATION,,,,,,,,,,,,,,,0,0,0,0,0,0,Enemy,0,,0,ICON_PASSIVE_DREAM_MANIPULATION,0,,,,HP#Magic,0.05#0.03,Percentage#Percentage,Hero,FALSE,Passive,,LOC_PASSIVE_UNLOCK_CONDITION_2
,,,,2,,LOC_SKILL_DES_DETAIL_PASSIVE_DREAM_MANIPULATION,,,,,,,,,,,,,,,0,0,0,0,0,,,0,,0,,0,,,,HP#Magic,0.07#0.04,Percentage#Percentage,Hero,,,,
,,,,3,,LOC_SKILL_DES_DETAIL_PASSIVE_DREAM_MANIPULATION,,,,,,,,,,,,,,,0,0,0,0,0,,,0,,0,,0,,,,HP#Magic,0.09#0.05,Percentage#Percentage,Hero,,,,
TALENT_SHIELD_BLOCK,60401,盾挡,LOC_SKILL_NAMECN_TALENT_SHIELD_BLOCK,1,,LOC_SKILL_DES_DETAIL_TALENT_SHIELD_BLOCK,,,,,,,,,,,,,,,0,0,0,0,0,0,Enemy,0,,0,ICON_TALENT_SHIELD_DEFENSE,0,,,,PhysicalHurt,-0.09,Percentage,Hero,FALSE,Talent,,
,,,,2,,LOC_SKILL_DES_DETAIL_TALENT_SHIELD_BLOCK,,,,,,,,,,,,,,,0,0,0,0,0,,,0,,0,,0,,,,PhysicalHurt,-0.135,Percentage,Hero,,,,
,,,,3,,LOC_SKILL_DES_DETAIL_TALENT_SHIELD_BLOCK,,,,,,,,,,,,,,,0,0,0,0,0,,,0,,0,,0,,,,PhysicalHurt,-0.225,Percentage,Hero,,,,
PASSIVE_SHIELD_REINFORCEMENT,60402,盾牌强化,LOC_SKILL_NAMECN_PASSIVE_SHIELD_REINFORCEMENT,1,,LOC_SKILL_DES_DETAIL_PASSIVE_SHIELD_REINFORCEMENT,,,,,,,,,,,,,,,0,0,0,0,0,0,Enemy,0,,0,ICON_PASSIVE_SHIELD_BOOST,0,,,,PhysicalHurt#MagicalHurt,-0.07#-0.07,Percentage#Percentage,Hero,FALSE,Passive,,LOC_PASSIVE_UNLOCK_CONDITION_1
,,,,2,,LOC_SKILL_DES_DETAIL_PASSIVE_SHIELD_REINFORCEMENT,,,,,,,,,,,,,,,0,0,0,0,0,,,0,,0,,0,,,,PhysicalHurt#MagicalHurt,-0.09#-0.09,Percentage#Percentage,Hero,,,,
,,,,3,,LOC_SKILL_DES_DETAIL_PASSIVE_SHIELD_REINFORCEMENT,,,,,,,,,,,,,,,0,0,0,0,0,,,0,,0,,0,,,,PhysicalHurt#MagicalHurt,-0.12#-0.12,Percentage#Percentage,Hero,,,,
PASSIVE_TRANSFORM_MASK,60403,变换假面,LOC_SKILL_NAMECN_PASSIVE_TRANSFORM_MASK,1,,LOC_SKILL_DES_DETAIL_PASSIVE_TRANSFORM_MASK,,,,,,,,,,,,,,,0,0,0,0,0,0,Enemy,0,,0,ICON_PASSIVE_FAKE_FACE,0,,,,HP#MoveSpeed,0.07#0.10,Percentage#Percentage,Hero,FALSE,Passive,,LOC_PASSIVE_UNLOCK_CONDITION_2
,,,,2,,LOC_SKILL_DES_DETAIL_PASSIVE_TRANSFORM_MASK,,,,,,,,,,,,,,,0,0,0,0,0,,,0,,0,,0,,,,HP#MoveSpeed,0.09#0.12,Percentage#Percentage,Hero,,,,
,,,,3,,LOC_SKILL_DES_DETAIL_PASSIVE_TRANSFORM_MASK,,,,,,,,,,,,,,,0,0,0,0,0,,,0,,0,,0,,,,HP#MoveSpeed,0.12#0.15,Percentage#Percentage,Hero,,,,
TALENT_LOYAL,60501,忠诚,LOC_SKILL_NAMECN_TALENT_LOYAL,1,,LOC_SKILL_DES_DETAIL_TALENT_LOYAL,,,,,,,,,,,,,,,0,0,0,0,0,0,Enemy,0,,0,ICON_TALENT_LOYALTY,0,,,,PhysicalAttack,0.07,Percentage,Hero,FALSE,Talent,,
,,,,2,,LOC_SKILL_DES_DETAIL_TALENT_LOYAL,,,,,,,,,,,,,,,0,0,0,0,0,,,0,,0,,0,,,,PhysicalAttack,0.105,Percentage,Hero,,,,
,,,,3,,LOC_SKILL_DES_DETAIL_TALENT_LOYAL,,,,,,,,,,,,,,,0,0,0,0,0,,,0,,0,,0,,,,PhysicalAttack,0.175,Percentage,Hero,,,,
PASSIVE_GHOST_BLADES,60502,鬼刃,LOC_SKILL_NAMECN_PASSIVE_GHOST_BLADES,1,,LOC_SKILL_DES_DETAIL_PASSIVE_GHOST_BLADES,,,,,,,,,,,,,,,0,0,0,0,0,0,Enemy,0,,0,ICON_PASSIVE_GHOST_BLADE,0,,,,AttackSpeed,0.07,Percentage,Hero,FALSE,Passive,,LOC_PASSIVE_UNLOCK_CONDITION_1
,,,,2,,LOC_SKILL_DES_DETAIL_PASSIVE_GHOST_BLADES,,,,,,,,,,,,,,,0,0,0,0,0,,,0,,0,,0,,,,AttackSpeed,0.09,Percentage,Hero,,,,
,,,,3,,LOC_SKILL_DES_DETAIL_PASSIVE_GHOST_BLADES,,,,,,,,,,,,,,,0,0,0,0,0,,,0,,0,,0,,,,AttackSpeed,0.12,Percentage,Hero,,,,
PASSIVE_DEVILIZED_BLADE,60503,魔化鬼刃,LOC_SKILL_NAMECN_PASSIVE_DEVILIZED_BLADE,1,,LOC_SKILL_DES_DETAIL_PASSIVE_DEVILIZED_BLADE,,,,,,,,,,,,,,,0,0,0,0,0,0,Enemy,0,,0,ICON_PASSIVE_DEMONIZING_BLADE,0,,,,Damage#MoveSpeed,0.07#0.10,Percentage#Percentage,Hero,FALSE,Passive,,LOC_PASSIVE_UNLOCK_CONDITION_2
,,,,2,,LOC_SKILL_DES_DETAIL_PASSIVE_DEVILIZED_BLADE,,,,,,,,,,,,,,,0,0,0,0,0,,,0,,0,,0,,,,Damage#MoveSpeed,0.09#0.12,Percentage#Percentage,Hero,,,,
,,,,3,,LOC_SKILL_DES_DETAIL_PASSIVE_DEVILIZED_BLADE,,,,,,,,,,,,,,,0,0,0,0,0,,,0,,0,,0,,,,Damage#MoveSpeed,0.12#0.15,Percentage#Percentage,Hero,,,,
TALENT_OSSIFICATION,60601,僵化,LOC_SKILL_NAMECN_TALENT_OSSIFICATION,1,,LOC_SKILL_DES_DETAIL_TALENT_OSSIFICATION,,,,,,,,,,,,,,,0,0,0,0,0,0,Enemy,0,,0,ICON_TALENT_RIGID,0,,,,PhysicalHurt,-0.09,Percentage,Hero,FALSE,Talent,,
,,,,2,,LOC_SKILL_DES_DETAIL_TALENT_OSSIFICATION,,,,,,,,,,,,,,,0,0,0,0,0,,,0,,0,,0,,,,PhysicalHurt,-0.135,Percentage,Hero,,,,
,,,,3,,LOC_SKILL_DES_DETAIL_TALENT_OSSIFICATION,,,,,,,,,,,,,,,0,0,0,0,0,,,0,,0,,0,,,,PhysicalHurt,-0.225,Percentage,Hero,,,,
PASSIVE_SPIRITUAL_PROTECTOR,60602,灵力护体,LOC_SKILL_NAMECN_PASSIVE_SPIRITUAL_PROTECTOR,1,,LOC_SKILL_DES_DETAIL_PASSIVE_SPIRITUAL_PROTECTOR,,,,,,,,,,,,,,,0,0,0,0,0,0,Enemy,0,,0,ICON_PASSIVE_SPIRITUAL_BODY,0,,,,MagicalHurt,-0.09,Percentage,Hero,FALSE,Passive,,LOC_PASSIVE_UNLOCK_CONDITION_1
,,,,2,,LOC_SKILL_DES_DETAIL_PASSIVE_SPIRITUAL_PROTECTOR,,,,,,,,,,,,,,,0,0,0,0,0,,,0,,0,,0,,,,MagicalHurt,-0.12,Percentage,Hero,,,,
,,,,3,,LOC_SKILL_DES_DETAIL_PASSIVE_SPIRITUAL_PROTECTOR,,,,,,,,,,,,,,,0,0,0,0,0,,,0,,0,,0,,,,MagicalHurt,-0.16,Percentage,Hero,,,,
PASSIVE_RETURN_CHARM,60603,返魂符,LOC_SKILL_NAMECN_PASSIVE_RETURN_CHARM,1,,LOC_SKILL_DES_DETAIL_PASSIVE_RETURN_CHARM_NEW_1,,,,,,,,,,,,,,,0,0,0,0,0,0,Enemy,0,,0,ICON_PASSIVE_SOUL_RETURN,0,,,,Magic#Armor#MagicDef,0.05#0.03#0.03,Percentage#Percentage#Percentage,Hero,FALSE,Passive,,LOC_PASSIVE_UNLOCK_CONDITION_2
,,,,2,,LOC_SKILL_DES_DETAIL_PASSIVE_RETURN_CHARM_NEW_1,,,,,,,,,,,,,,,0,0,0,0,0,,,0,,0,,0,,,,Magic#Armor#MagicDef,0.07#0.04#0.04,Percentage#Percentage#Percentage,Hero,,,,
,,,,3,,LOC_SKILL_DES_DETAIL_PASSIVE_RETURN_CHARM_NEW_1,,,,,,,,,,,,,,,0,0,0,0,0,,,0,,0,,0,,,,Magic#Armor#MagicDef,0.09#0.05#0.05,Percentage#Percentage#Percentage,Hero,,,,
TALENT_DEXTEROUS,60701,灵巧,LOC_SKILL_NAMECN_TALENT_DEXTEROUS,1,,LOC_SKILL_DES_DETAIL_TALENT_DEXTEROUS,,,,,,,,,,,,,,,0,0,0,0,0,0,Enemy,0,,0,ICON_TALENT_DEXTEROUS,0,,,,AttackSpeed,0.06,Percentage,Hero,FALSE,Talent,,
,,,,2,,LOC_SKILL_DES_DETAIL_TALENT_DEXTEROUS,,,,,,,,,,,,,,,0,0,0,0,0,,,0,,0,,0,,,,AttackSpeed,0.09,Percentage,Hero,,,,
,,,,3,,LOC_SKILL_DES_DETAIL_TALENT_DEXTEROUS,,,,,,,,,,,,,,,0,0,0,0,0,,,0,,0,,0,,,,AttackSpeed,0.15,Percentage,Hero,,,,
PASSIVE_STRENGTHENED_WOOD_SHIELD,60702,强化木盾,LOC_SKILL_NAMECN_PASSIVE_STRENGTHENED_WOOD_SHIELD,1,,LOC_SKILL_DES_DETAIL_PASSIVE_STRENGTHENED_WOOD_SHIELD,,,,,,,,,,,,,,,0,0,0,0,0,0,Enemy,0,,0,ICON_PASSIVE_WOODEN_SHIELD_BOOST,0,,,,PhysicalHurt#MagicalHurt,-0.07#-0.07,Percentage#Percentage,Hero,FALSE,Passive,,LOC_PASSIVE_UNLOCK_CONDITION_1
,,,,2,,LOC_SKILL_DES_DETAIL_PASSIVE_STRENGTHENED_WOOD_SHIELD,,,,,,,,,,,,,,,0,0,0,0,0,,,0,,0,,0,,,,PhysicalHurt#MagicalHurt,-0.09#-0.09,Percentage#Percentage,Hero,,,,
,,,,3,,LOC_SKILL_DES_DETAIL_PASSIVE_STRENGTHENED_WOOD_SHIELD,,,,,,,,,,,,,,,0,0,0,0,0,,,0,,0,,0,,,,PhysicalHurt#MagicalHurt,-0.12#-0.12,Percentage#Percentage,Hero,,,,
PASSIVE_DAGGER_ENCHANTMENT,60703,短剑附魔,LOC_SKILL_NAMECN_PASSIVE_DAGGER_ENCHANTMENT,1,,LOC_SKILL_DES_DETAIL_PASSIVE_DAGGER_ENCHANTMENT,,,,,,,,,,,,,,,0,0,0,0,0,0,Enemy,0,,0,ICON_PASSIVE_SWORD_ENCHANTMENT,0,,,,Damage#CriticalHit,0.05#0.03,Percentage#Percentage,Hero,FALSE,Passive,,LOC_PASSIVE_UNLOCK_CONDITION_2
,,,,2,,LOC_SKILL_DES_DETAIL_PASSIVE_DAGGER_ENCHANTMENT,,,,,,,,,,,,,,,0,0,0,0,0,,,0,,0,,0,,,,Damage#CriticalHit,0.07#0.04,Percentage#Percentage,Hero,,,,
,,,,3,,LOC_SKILL_DES_DETAIL_PASSIVE_DAGGER_ENCHANTMENT,,,,,,,,,,,,,,,0,0,0,0,0,,,0,,0,,0,,,,Damage#CriticalHit,0.09#0.05,Percentage#Percentage,Hero,,,,
TALENT_FLEXIBLE,60801,灵活,LOC_SKILL_NAMECN_TALENT_FLEXIBLE,1,,LOC_SKILL_DES_DETAIL_TALENT_FLEXIBLE,,,,,,,,,,,,,,,0,0,0,0,0,0,Enemy,0,,0,ICON_TALENT_FLEXIBLE,0,,,,MoveSpeed,0.1,Percentage,Hero,FALSE,Talent,,
,,,,2,,LOC_SKILL_DES_DETAIL_TALENT_FLEXIBLE,,,,,,,,,,,,,,,0,0,0,0,0,,,0,,0,,0,,,,MoveSpeed,0.15,Percentage,Hero,,,,
,,,,3,,LOC_SKILL_DES_DETAIL_TALENT_FLEXIBLE,,,,,,,,,,,,,,,0,0,0,0,0,,,0,,0,,0,,,,MoveSpeed,0.25,Percentage,Hero,,,,
PASSIVE_FLEXIBLE_EVASION,60802,灵活躲避,LOC_SKILL_NAMECN_PASSIVE_FLEXIBLE_EVASION,1,,LOC_SKILL_DES_DETAIL_PASSIVE_FLEXIBLE_EVASION,,,,,,,,,,,,,,,0,0,0,0,0,0,Enemy,0,,0,ICON_PASSIVE_FLEXIBLE_AVOIDANCE,0,,,,PhysicalHurt,-0.09,Percentage,Hero,FALSE,Passive,,LOC_PASSIVE_UNLOCK_CONDITION_1
,,,,2,,LOC_SKILL_DES_DETAIL_PASSIVE_FLEXIBLE_EVASION,,,,,,,,,,,,,,,0,0,0,0,0,,,0,,0,,0,,,,PhysicalHurt,-0.12,Percentage,Hero,,,,
,,,,3,,LOC_SKILL_DES_DETAIL_PASSIVE_FLEXIBLE_EVASION,,,,,,,,,,,,,,,0,0,0,0,0,,,0,,0,,0,,,,PhysicalHurt,-0.16,Percentage,Hero,,,,
PASSIVE_ARROW_INTENSIFICATION,60803,箭矢强化,LOC_SKILL_NAMECN_PASSIVE_ARROW_INTENSIFICATION,1,,LOC_SKILL_DES_DETAIL_PASSIVE_ARROW_INTENSIFICATION,,,,,,,,,,,,,,,0,0,0,0,0,0,Enemy,0,,0,ICON_PASSIVE_ENHANCE_ARROW,0,,,,Damage#CriticalDamage,0.05#0.07,Percentage#Percentage,Hero,FALSE,Passive,,LOC_PASSIVE_UNLOCK_CONDITION_2
,,,,2,,LOC_SKILL_DES_DETAIL_PASSIVE_ARROW_INTENSIFICATION,,,,,,,,,,,,,,,0,0,0,0,0,,,0,,0,,0,,,,Damage#CriticalDamage,0.07#0.09,Percentage#Percentage,Hero,,,,
,,,,3,,LOC_SKILL_DES_DETAIL_PASSIVE_ARROW_INTENSIFICATION,,,,,,,,,,,,,,,0,0,0,0,0,,,0,,0,,0,,,,Damage#CriticalDamage,0.09#0.12,Percentage#Percentage,Hero,,,,
TALENT_SHELTER_OF_THE_SEA,60901,海之庇护,LOC_SKILL_NAMECN_TALENT_SHELTER_OF_THE_SEA,1,,LOC_SKILL_DES_DETAIL_TALENT_SHELTER_OF_THE_SEA,,,,,,,,,,,,,,,0,0,0,0,0,0,Enemy,0,,0,ICON_TALENT_SEA_ASYLUM,0,,,,MagicalHurt,-0.09,Percentage,Hero,FALSE,Talent,,
,,,,2,,LOC_SKILL_DES_DETAIL_TALENT_SHELTER_OF_THE_SEA,,,,,,,,,,,,,,,0,0,0,0,0,,,0,,0,,0,,,,MagicalHurt,-0.135,Percentage,Hero,,,,
,,,,3,,LOC_SKILL_DES_DETAIL_TALENT_SHELTER_OF_THE_SEA,,,,,,,,,,,,,,,0,0,0,0,0,,,0,,0,,0,,,,MagicalHurt,-0.225,Percentage,Hero,,,,
PASSIVE_FISH_SCALE_ENHANCEMENT,60902,鱼鳞强化,LOC_SKILL_NAMECN_PASSIVE_FISH_SCALE_ENHANCEMENT,1,,LOC_SKILL_DES_DETAIL_PASSIVE_FISH_SCALE_ENHANCEMENT,,,,,,,,,,,,,,,0,0,0,0,0,0,Enemy,0,,0,ICON_PASSIVE_FISH_SCALE_REINFORCE,0,,,,Armor#MagicDef,0.08#0.08,Percentage#Percentage,Hero,FALSE,Passive,,LOC_PASSIVE_UNLOCK_CONDITION_1
,,,,2,,LOC_SKILL_DES_DETAIL_PASSIVE_FISH_SCALE_ENHANCEMENT,,,,,,,,,,,,,,,0,0,0,0,0,,,0,,0,,0,,,,Armor#MagicDef,0.11#0.11,Percentage#Percentage,Hero,,,,
,,,,3,,LOC_SKILL_DES_DETAIL_PASSIVE_FISH_SCALE_ENHANCEMENT,,,,,,,,,,,,,,,0,0,0,0,0,,,0,,0,,0,,,,Armor#MagicDef,0.14#0.14,Percentage#Percentage,Hero,,,,
PASSIVE_SHUILING_FORCE,60903,水灵原力,LOC_SKILL_NAMECN_PASSIVE_SHUILING_FORCE,1,,LOC_SKILL_DES_DETAIL_PASSIVE_SHUILING_FORCE,,,,,,,,,,,,,,,0,0,0,0,0,0,Enemy,0,,0,ICON_PASSIVE_WATER_SOUL_FORCE,0,,,,Magic#AttackSpeed,0.05#0.03,Percentage#Percentage,Hero,FALSE,Passive,,LOC_PASSIVE_UNLOCK_CONDITION_2
,,,,2,,LOC_SKILL_DES_DETAIL_PASSIVE_SHUILING_FORCE,,,,,,,,,,,,,,,0,0,0,0,0,,,0,,0,,0,,,,Magic#AttackSpeed,0.06#0.04,Percentage#Percentage,Hero,,,,
,,,,3,,LOC_SKILL_DES_DETAIL_PASSIVE_SHUILING_FORCE,,,,,,,,,,,,,,,0,0,0,0,0,,,0,,0,,0,,,,Magic#AttackSpeed,0.07#0.05,Percentage#Percentage,Hero,,,,
