_ID,_VALUE,NameKey:loc,#Name:string,DesKey:loc,#Des:string,Type:string,Type_Factor_1:int,Type_Factor_2:int,AccomplishCondition_Type:string,Condition_Factor_1:long,Condition_Factor_2:long,Condition_Factor_3:long,ConvertServerFactor:int,Reward1:id,RewardNum1:int,Reward2:id,RewardNum2:int,Reward3:id,RewardNum3:int,Rare:id,Sort:int,UDiceCategory:string,UdiceCategoryName:loc,HideInAchieve:string
ACHIEVE_DICE_ONE_TIME_QUEST_16,200016,LOC_DICE_ACHIEVE_QUEST_TITLE_COMPLETE_NORMAL_LEVEL,主线冒险,LOC_DICE_ACHIEVE_QUEST_DES_COMPLETE_NORMAL_LEVEL_19,19章,AchvDice,,,CompleteNormalLevel,1,1910,,1,ITEM_DICE_ACHIEVE_TICKET,1,,,,,RARITY_TYPE_DICE_NORMAL,984,CompleteNormalLevel,LOC_DICE_ACHIEVE_QUEST_TITLE_COMPLETE_NORMAL_LEVEL,
ACHIEVE_DICE_ONE_TIME_QUEST_17,200017,LOC_DICE_ACHIEVE_QUEST_TITLE_COMPLETE_NORMAL_LEVEL,主线冒险,LOC_DICE_ACHIEVE_QUEST_DES_COMPLETE_NORMAL_LEVEL_21,21章,AchvDice,,,CompleteNormalLevel,1,2110,,1,ITEM_DICE_ACHIEVE_TICKET,1,,,,,RARITY_TYPE_DICE_NORMAL,983,CompleteNormalLevel,LOC_DICE_ACHIEVE_QUEST_TITLE_COMPLETE_NORMAL_LEVEL,
ACHIEVE_DICE_ONE_TIME_QUEST_18,200018,LOC_DICE_ACHIEVE_QUEST_TITLE_COMPLETE_NORMAL_LEVEL,主线冒险,LOC_DICE_ACHIEVE_QUEST_DES_COMPLETE_NORMAL_LEVEL_23,23章,AchvDice,,,CompleteNormalLevel,1,2310,,1,ITEM_DICE_ACHIEVE_TICKET,1,,,,,RARITY_TYPE_DICE_NORMAL,982,CompleteNormalLevel,LOC_DICE_ACHIEVE_QUEST_TITLE_COMPLETE_NORMAL_LEVEL,
ACHIEVE_DICE_ONE_TIME_QUEST_19,200019,LOC_DICE_ACHIEVE_QUEST_TITLE_COMPLETE_NORMAL_LEVEL,主线冒险,LOC_DICE_ACHIEVE_QUEST_DES_COMPLETE_NORMAL_LEVEL_25,25章,AchvDice,,,CompleteNormalLevel,1,2510,,1,ITEM_DICE_ACHIEVE_TICKET,1,,,,,RARITY_TYPE_DICE_NORMAL,981,CompleteNormalLevel,LOC_DICE_ACHIEVE_QUEST_TITLE_COMPLETE_NORMAL_LEVEL,
ACHIEVE_DICE_ONE_TIME_QUEST_20,200020,LOC_DICE_ACHIEVE_QUEST_TITLE_COMPLETE_NORMAL_LEVEL,主线冒险,LOC_DICE_ACHIEVE_QUEST_DES_COMPLETE_NORMAL_LEVEL_27,27章,AchvDice,,,CompleteNormalLevel,1,2710,,1,ITEM_DICE_ACHIEVE_TICKET,1,,,,,RARITY_TYPE_DICE_NORMAL,980,CompleteNormalLevel,LOC_DICE_ACHIEVE_QUEST_TITLE_COMPLETE_NORMAL_LEVEL,
ACHIEVE_DICE_ONE_TIME_QUEST_21,200021,LOC_DICE_ACHIEVE_QUEST_TITLE_COMPLETE_NORMAL_LEVEL,主线冒险,LOC_DICE_ACHIEVE_QUEST_DES_COMPLETE_NORMAL_LEVEL_29,29章,AchvDice,,,CompleteNormalLevel,1,2910,,1,ITEM_DICE_ACHIEVE_TICKET,1,,,,,RARITY_TYPE_DICE_NORMAL,979,CompleteNormalLevel,LOC_DICE_ACHIEVE_QUEST_TITLE_COMPLETE_NORMAL_LEVEL,
ACHIEVE_DICE_ONE_TIME_QUEST_22,200022,LOC_DICE_ACHIEVE_QUEST_TITLE_COMPLETE_NORMAL_LEVEL,主线冒险,LOC_DICE_ACHIEVE_QUEST_DES_COMPLETE_NORMAL_LEVEL_31,31章,AchvDice,,,CompleteNormalLevel,1,3110,,1,ITEM_DICE_ACHIEVE_TICKET,1,,,,,RARITY_TYPE_DICE_NORMAL,978,CompleteNormalLevel,LOC_DICE_ACHIEVE_QUEST_TITLE_COMPLETE_NORMAL_LEVEL,
ACHIEVE_DICE_ONE_TIME_QUEST_23,200023,LOC_DICE_ACHIEVE_QUEST_TITLE_COMPLETE_NORMAL_LEVEL,主线冒险,LOC_DICE_ACHIEVE_QUEST_DES_COMPLETE_NORMAL_LEVEL_33,33章,AchvDice,,,CompleteNormalLevel,1,3310,,1,ITEM_DICE_ACHIEVE_TICKET,3,,,,,RARITY_TYPE_DICE_NORMAL,977,CompleteNormalLevel,LOC_DICE_ACHIEVE_QUEST_TITLE_COMPLETE_NORMAL_LEVEL,
ACHIEVE_DICE_ONE_TIME_QUEST_24,200024,LOC_DICE_ACHIEVE_QUEST_TITLE_UNLOCK_MONSTER,解锁魔物 ,LOC_DICE_ACHIEVE_QUEST_DES_UNLOCK_MONSTER,5个,AchvDice,,,UnlockMonster,5,,,1,ITEM_DICE_ACHIEVE_TICKET,1,,,,,RARITY_TYPE_DICE_NORMAL,976,UnlockMonster,LOC_DICE_ACHIEVE_QUEST_TITLE_UNLOCK_MONSTER,
ACHIEVE_DICE_ONE_TIME_QUEST_25,200025,LOC_DICE_ACHIEVE_QUEST_TITLE_UNLOCK_MONSTER,解锁魔物 ,LOC_DICE_ACHIEVE_QUEST_DES_UNLOCK_MONSTER,10个,AchvDice,,,UnlockMonster,10,,,1,ITEM_DICE_ACHIEVE_TICKET,1,,,,,RARITY_TYPE_DICE_NORMAL,975,UnlockMonster,LOC_DICE_ACHIEVE_QUEST_TITLE_UNLOCK_MONSTER,
ACHIEVE_DICE_ONE_TIME_QUEST_26,200026,LOC_DICE_ACHIEVE_QUEST_TITLE_UNLOCK_MONSTER,解锁魔物 ,LOC_DICE_ACHIEVE_QUEST_DES_UNLOCK_MONSTER,15个,AchvDice,,,UnlockMonster,15,,,1,ITEM_DICE_ACHIEVE_TICKET,1,,,,,RARITY_TYPE_DICE_NORMAL,974,UnlockMonster,LOC_DICE_ACHIEVE_QUEST_TITLE_UNLOCK_MONSTER,
ACHIEVE_DICE_ONE_TIME_QUEST_27,200027,LOC_DICE_ACHIEVE_QUEST_TITLE_UNLOCK_MONSTER,解锁魔物 ,LOC_DICE_ACHIEVE_QUEST_DES_UNLOCK_MONSTER,20个,AchvDice,,,UnlockMonster,20,,,1,ITEM_DICE_ACHIEVE_TICKET,1,,,,,RARITY_TYPE_DICE_NORMAL,973,UnlockMonster,LOC_DICE_ACHIEVE_QUEST_TITLE_UNLOCK_MONSTER,
ACHIEVE_DICE_ONE_TIME_QUEST_28,200028,LOC_DICE_ACHIEVE_QUEST_TITLE_UNLOCK_MONSTER,解锁魔物 ,LOC_DICE_ACHIEVE_QUEST_DES_UNLOCK_MONSTER,25个,AchvDice,,,UnlockMonster,25,,,1,ITEM_DICE_ACHIEVE_TICKET,1,,,,,RARITY_TYPE_DICE_NORMAL,972,UnlockMonster,LOC_DICE_ACHIEVE_QUEST_TITLE_UNLOCK_MONSTER,
ACHIEVE_DICE_ONE_TIME_QUEST_29,200029,LOC_DICE_ACHIEVE_QUEST_TITLE_UNLOCK_MONSTER,解锁魔物 ,LOC_DICE_ACHIEVE_QUEST_DES_UNLOCK_MONSTER,30个,AchvDice,,,UnlockMonster,30,,,1,ITEM_DICE_ACHIEVE_TICKET,1,,,,,RARITY_TYPE_DICE_NORMAL,971,UnlockMonster,LOC_DICE_ACHIEVE_QUEST_TITLE_UNLOCK_MONSTER,
ACHIEVE_DICE_ONE_TIME_QUEST_30,200030,LOC_DICE_ACHIEVE_QUEST_TITLE_UNLOCK_MONSTER,解锁魔物 ,LOC_DICE_ACHIEVE_QUEST_DES_UNLOCK_MONSTER,35个,AchvDice,,,UnlockMonster,35,,,1,ITEM_DICE_ACHIEVE_TICKET,3,,,,,RARITY_TYPE_DICE_NORMAL,970,UnlockMonster,LOC_DICE_ACHIEVE_QUEST_TITLE_UNLOCK_MONSTER,
ACHIEVE_DICE_ONE_TIME_QUEST_31,200031,LOC_DICE_ACHIEVE_QUEST_TITLE_STRONGEST_POWER,最强5人 ,LOC_DICE_ACHIEVE_QUEST_DES_STRONGEST_POWER,200000点,AchvDice,,,StrongestFightPower,200000,,,1,ITEM_DICE_ACHIEVE_TICKET,1,,,,,RARITY_TYPE_DICE_NORMAL,969,StrongestFightPower,LOC_DICE_ACHIEVE_QUEST_TITLE_STRONGEST_POWER,
ACHIEVE_DICE_ONE_TIME_QUEST_32,200032,LOC_DICE_ACHIEVE_QUEST_TITLE_STRONGEST_POWER,最强5人 ,LOC_DICE_ACHIEVE_QUEST_DES_STRONGEST_POWER,300000点,AchvDice,,,StrongestFightPower,300000,,,1,ITEM_DICE_ACHIEVE_TICKET,1,,,,,RARITY_TYPE_DICE_NORMAL,968,StrongestFightPower,LOC_DICE_ACHIEVE_QUEST_TITLE_STRONGEST_POWER,
ACHIEVE_DICE_ONE_TIME_QUEST_33,200033,LOC_DICE_ACHIEVE_QUEST_TITLE_STRONGEST_POWER,最强5人 ,LOC_DICE_ACHIEVE_QUEST_DES_STRONGEST_POWER,400000点,AchvDice,,,StrongestFightPower,400000,,,1,ITEM_DICE_ACHIEVE_TICKET,1,,,,,RARITY_TYPE_DICE_NORMAL,967,StrongestFightPower,LOC_DICE_ACHIEVE_QUEST_TITLE_STRONGEST_POWER,
ACHIEVE_DICE_ONE_TIME_QUEST_34,200034,LOC_DICE_ACHIEVE_QUEST_TITLE_STRONGEST_POWER,最强5人 ,LOC_DICE_ACHIEVE_QUEST_DES_STRONGEST_POWER,500000点,AchvDice,,,StrongestFightPower,500000,,,1,ITEM_DICE_ACHIEVE_TICKET,1,,,,,RARITY_TYPE_DICE_NORMAL,966,StrongestFightPower,LOC_DICE_ACHIEVE_QUEST_TITLE_STRONGEST_POWER,
ACHIEVE_DICE_ONE_TIME_QUEST_35,200035,LOC_DICE_ACHIEVE_QUEST_TITLE_STRONGEST_POWER,最强5人 ,LOC_DICE_ACHIEVE_QUEST_DES_STRONGEST_POWER,600000点,AchvDice,,,StrongestFightPower,600000,,,1,ITEM_DICE_ACHIEVE_TICKET,3,,,,,RARITY_TYPE_DICE_NORMAL,965,StrongestFightPower,LOC_DICE_ACHIEVE_QUEST_TITLE_STRONGEST_POWER,
ACHIEVE_DICE_ONE_TIME_QUEST_36,200036,LOC_DICE_ACHIEVE_QUEST_TITLE_ALL_FIGHTER_POWER,全员战力 ,LOC_DICE_ACHIEVE_QUEST_DES_ALL_FIGHTER_POWER,400000点,AchvDice,,,AllFightPower,400000,,,1,ITEM_DICE_ACHIEVE_TICKET,1,,,,,RARITY_TYPE_DICE_NORMAL,964,AllFightPower,LOC_DICE_ACHIEVE_QUEST_TITLE_ALL_FIGHTER_POWER,
ACHIEVE_DICE_ONE_TIME_QUEST_37,200037,LOC_DICE_ACHIEVE_QUEST_TITLE_ALL_FIGHTER_POWER,全员战力 ,LOC_DICE_ACHIEVE_QUEST_DES_ALL_FIGHTER_POWER,600000点,AchvDice,,,AllFightPower,600000,,,1,ITEM_DICE_ACHIEVE_TICKET,1,,,,,RARITY_TYPE_DICE_NORMAL,963,AllFightPower,LOC_DICE_ACHIEVE_QUEST_TITLE_ALL_FIGHTER_POWER,
ACHIEVE_DICE_ONE_TIME_QUEST_38,200038,LOC_DICE_ACHIEVE_QUEST_TITLE_ALL_FIGHTER_POWER,全员战力 ,LOC_DICE_ACHIEVE_QUEST_DES_ALL_FIGHTER_POWER,800000点,AchvDice,,,AllFightPower,800000,,,1,ITEM_DICE_ACHIEVE_TICKET,1,,,,,RARITY_TYPE_DICE_NORMAL,962,AllFightPower,LOC_DICE_ACHIEVE_QUEST_TITLE_ALL_FIGHTER_POWER,
ACHIEVE_DICE_ONE_TIME_QUEST_39,200039,LOC_DICE_ACHIEVE_QUEST_TITLE_ALL_FIGHTER_POWER,全员战力 ,LOC_DICE_ACHIEVE_QUEST_DES_ALL_FIGHTER_POWER,1000000点,AchvDice,,,AllFightPower,1000000,,,1,ITEM_DICE_ACHIEVE_TICKET,1,,,,,RARITY_TYPE_DICE_NORMAL,961,AllFightPower,LOC_DICE_ACHIEVE_QUEST_TITLE_ALL_FIGHTER_POWER,
ACHIEVE_DICE_ONE_TIME_QUEST_40,200040,LOC_DICE_ACHIEVE_QUEST_TITLE_ALL_FIGHTER_POWER,全员战力 ,LOC_DICE_ACHIEVE_QUEST_DES_ALL_FIGHTER_POWER,1200000点,AchvDice,,,AllFightPower,1200000,,,1,ITEM_DICE_ACHIEVE_TICKET,3,,,,,RARITY_TYPE_DICE_NORMAL,960,AllFightPower,LOC_DICE_ACHIEVE_QUEST_TITLE_ALL_FIGHTER_POWER,
ACHIEVE_DICE_ONE_TIME_QUEST_41,200041,LOC_DICE_ACHIEVE_QUEST_TITLE_TROOPS_BATTLE_GOLD,雇佣猫-金币,LOC_DICE_ACHIEVE_QUEST_DES_TROOPS_BATTLE_GOLD_1,精英,AchvDice,,,AttackOnSubLevel,1,104,,1,ITEM_DICE_ACHIEVE_TICKET,1,,,,,RARITY_TYPE_DICE_NORMAL,959,TroopsBattleGold,LOC_DICE_ACHIEVE_QUEST_TITLE_TROOPS_BATTLE_GOLD,
ACHIEVE_DICE_ONE_TIME_QUEST_42,200042,LOC_DICE_ACHIEVE_QUEST_TITLE_TROOPS_BATTLE_GOLD,雇佣猫-金币,LOC_DICE_ACHIEVE_QUEST_DES_TROOPS_BATTLE_GOLD_2,大师,AchvDice,,,AttackOnSubLevel,1,105,,1,ITEM_DICE_ACHIEVE_TICKET,1,,,,,RARITY_TYPE_DICE_NORMAL,958,TroopsBattleGold,LOC_DICE_ACHIEVE_QUEST_TITLE_TROOPS_BATTLE_GOLD,
ACHIEVE_DICE_ONE_TIME_QUEST_43,200043,LOC_DICE_ACHIEVE_QUEST_TITLE_TROOPS_BATTLE_GOLD,雇佣猫-金币,LOC_DICE_ACHIEVE_QUEST_DES_TROOPS_BATTLE_GOLD_3,噩梦,AchvDice,,,AttackOnSubLevel,1,106,,1,ITEM_DICE_ACHIEVE_TICKET,1,,,,,RARITY_TYPE_DICE_NORMAL,957,TroopsBattleGold,LOC_DICE_ACHIEVE_QUEST_TITLE_TROOPS_BATTLE_GOLD,
ACHIEVE_DICE_ONE_TIME_QUEST_44,200044,LOC_DICE_ACHIEVE_QUEST_TITLE_TROOPS_BATTLE_GOLD,雇佣猫-金币,LOC_DICE_ACHIEVE_QUEST_DES_TROOPS_BATTLE_GOLD_4,地狱,AchvDice,,,AttackOnSubLevel,1,107,,1,ITEM_DICE_ACHIEVE_TICKET,3,,,,,RARITY_TYPE_DICE_NORMAL,956,TroopsBattleGold,LOC_DICE_ACHIEVE_QUEST_TITLE_TROOPS_BATTLE_GOLD,
ACHIEVE_DICE_ONE_TIME_QUEST_45,200045,LOC_DICE_ACHIEVE_QUEST_TITLE_TROOPS_BATTLE_SOUL,雇佣猫-战魂,LOC_DICE_ACHIEVE_QUEST_DES_TROOPS_BATTLE_STONE_1,精英,AchvDice,,,AttackOnSubLevel,1,204,,1,ITEM_DICE_ACHIEVE_TICKET,1,,,,,RARITY_TYPE_DICE_NORMAL,955,TroopsBattleSoul,LOC_DICE_ACHIEVE_QUEST_TITLE_TROOPS_BATTLE_SOUL,
ACHIEVE_DICE_ONE_TIME_QUEST_46,200046,LOC_DICE_ACHIEVE_QUEST_TITLE_TROOPS_BATTLE_SOUL,雇佣猫-战魂,LOC_DICE_ACHIEVE_QUEST_DES_TROOPS_BATTLE_STONE_2,大师,AchvDice,,,AttackOnSubLevel,1,205,,1,ITEM_DICE_ACHIEVE_TICKET,1,,,,,RARITY_TYPE_DICE_NORMAL,954,TroopsBattleSoul,LOC_DICE_ACHIEVE_QUEST_TITLE_TROOPS_BATTLE_SOUL,
ACHIEVE_DICE_ONE_TIME_QUEST_47,200047,LOC_DICE_ACHIEVE_QUEST_TITLE_TROOPS_BATTLE_SOUL,雇佣猫-战魂,LOC_DICE_ACHIEVE_QUEST_DES_TROOPS_BATTLE_STONE_3,噩梦,AchvDice,,,AttackOnSubLevel,1,206,,1,ITEM_DICE_ACHIEVE_TICKET,1,,,,,RARITY_TYPE_DICE_NORMAL,953,TroopsBattleSoul,LOC_DICE_ACHIEVE_QUEST_TITLE_TROOPS_BATTLE_SOUL,
ACHIEVE_DICE_ONE_TIME_QUEST_48,200048,LOC_DICE_ACHIEVE_QUEST_TITLE_TROOPS_BATTLE_SOUL,雇佣猫-战魂,LOC_DICE_ACHIEVE_QUEST_DES_TROOPS_BATTLE_STONE_4,地狱,AchvDice,,,AttackOnSubLevel,1,207,,1,ITEM_DICE_ACHIEVE_TICKET,3,,,,,RARITY_TYPE_DICE_NORMAL,952,TroopsBattleSoul,LOC_DICE_ACHIEVE_QUEST_TITLE_TROOPS_BATTLE_SOUL,
ACHIEVE_DICE_ONE_TIME_QUEST_49,200049,LOC_DICE_ACHIEVE_QUEST_TITLE_TROOPS_BATTLE_STONE,雇佣猫-天赋果实,LOC_DICE_ACHIEVE_QUEST_DES_TROOPS_BATTLE_SOUL_1,精英,AchvDice,,,AttackOnSubLevel,1,304,,1,ITEM_DICE_ACHIEVE_TICKET,1,,,,,RARITY_TYPE_DICE_NORMAL,951,TroopsBattleStone,LOC_DICE_ACHIEVE_QUEST_TITLE_TROOPS_BATTLE_STONE,
ACHIEVE_DICE_ONE_TIME_QUEST_50,200050,LOC_DICE_ACHIEVE_QUEST_TITLE_TROOPS_BATTLE_STONE,雇佣猫-天赋果实,LOC_DICE_ACHIEVE_QUEST_DES_TROOPS_BATTLE_SOUL_2,大师,AchvDice,,,AttackOnSubLevel,1,305,,1,ITEM_DICE_ACHIEVE_TICKET,1,,,,,RARITY_TYPE_DICE_NORMAL,950,TroopsBattleStone,LOC_DICE_ACHIEVE_QUEST_TITLE_TROOPS_BATTLE_STONE,
ACHIEVE_DICE_ONE_TIME_QUEST_51,200051,LOC_DICE_ACHIEVE_QUEST_TITLE_TROOPS_BATTLE_STONE,雇佣猫-天赋果实,LOC_DICE_ACHIEVE_QUEST_DES_TROOPS_BATTLE_SOUL_3,噩梦,AchvDice,,,AttackOnSubLevel,1,306,,1,ITEM_DICE_ACHIEVE_TICKET,1,,,,,RARITY_TYPE_DICE_NORMAL,949,TroopsBattleStone,LOC_DICE_ACHIEVE_QUEST_TITLE_TROOPS_BATTLE_STONE,
ACHIEVE_DICE_ONE_TIME_QUEST_52,200052,LOC_DICE_ACHIEVE_QUEST_TITLE_TROOPS_BATTLE_STONE,雇佣猫-天赋果实,LOC_DICE_ACHIEVE_QUEST_DES_TROOPS_BATTLE_SOUL_4,地狱,AchvDice,,,AttackOnSubLevel,1,307,,1,ITEM_DICE_ACHIEVE_TICKET,3,,,,,RARITY_TYPE_DICE_NORMAL,948,TroopsBattleStone,LOC_DICE_ACHIEVE_QUEST_TITLE_TROOPS_BATTLE_STONE,
ACHIEVE_DICE_ONE_TIME_QUEST_53,200053,LOC_DICE_ACHIEVE_QUEST_TITLE_SPECIAL_BATTLE_RANK,投兵段位,LOC_DICE_ACHIEVE_QUEST_DES_SPECIAL_BATTLE_RANK_8,黄金3,AchvDice,,,SpecialBattleRank,1,8,,1,ITEM_DICE_ACHIEVE_TICKET,1,,,,,RARITY_TYPE_DICE_NORMAL,947,SpecialBattleRank,LOC_DICE_ACHIEVE_QUEST_TITLE_SPECIAL_BATTLE_RANK,
ACHIEVE_DICE_ONE_TIME_QUEST_54,200054,LOC_DICE_ACHIEVE_QUEST_TITLE_SPECIAL_BATTLE_RANK,投兵段位,LOC_DICE_ACHIEVE_QUEST_DES_SPECIAL_BATTLE_RANK_9,黄金2,AchvDice,,,SpecialBattleRank,1,9,,1,ITEM_DICE_ACHIEVE_TICKET,1,,,,,RARITY_TYPE_DICE_NORMAL,946,SpecialBattleRank,LOC_DICE_ACHIEVE_QUEST_TITLE_SPECIAL_BATTLE_RANK,
ACHIEVE_DICE_ONE_TIME_QUEST_55,200055,LOC_DICE_ACHIEVE_QUEST_TITLE_SPECIAL_BATTLE_RANK,投兵段位,LOC_DICE_ACHIEVE_QUEST_DES_SPECIAL_BATTLE_RANK_10,黄金1,AchvDice,,,SpecialBattleRank,1,10,,1,ITEM_DICE_ACHIEVE_TICKET,1,,,,,RARITY_TYPE_DICE_NORMAL,945,SpecialBattleRank,LOC_DICE_ACHIEVE_QUEST_TITLE_SPECIAL_BATTLE_RANK,
ACHIEVE_DICE_ONE_TIME_QUEST_56,200056,LOC_DICE_ACHIEVE_QUEST_TITLE_SPECIAL_BATTLE_RANK,投兵段位,LOC_DICE_ACHIEVE_QUEST_DES_SPECIAL_BATTLE_RANK_11,白金3,AchvDice,,,SpecialBattleRank,1,11,,1,ITEM_DICE_ACHIEVE_TICKET,1,,,,,RARITY_TYPE_DICE_NORMAL,944,SpecialBattleRank,LOC_DICE_ACHIEVE_QUEST_TITLE_SPECIAL_BATTLE_RANK,
ACHIEVE_DICE_ONE_TIME_QUEST_57,200057,LOC_DICE_ACHIEVE_QUEST_TITLE_SPECIAL_BATTLE_RANK,投兵段位,LOC_DICE_ACHIEVE_QUEST_DES_SPECIAL_BATTLE_RANK_12,白金2,AchvDice,,,SpecialBattleRank,1,12,,1,ITEM_DICE_ACHIEVE_TICKET,1,,,,,RARITY_TYPE_DICE_NORMAL,943,SpecialBattleRank,LOC_DICE_ACHIEVE_QUEST_TITLE_SPECIAL_BATTLE_RANK,
ACHIEVE_DICE_ONE_TIME_QUEST_58,200058,LOC_DICE_ACHIEVE_QUEST_TITLE_SPECIAL_BATTLE_RANK,投兵段位,LOC_DICE_ACHIEVE_QUEST_DES_SPECIAL_BATTLE_RANK_13,白金1,AchvDice,,,SpecialBattleRank,1,13,,1,ITEM_DICE_ACHIEVE_TICKET,1,,,,,RARITY_TYPE_DICE_NORMAL,942,SpecialBattleRank,LOC_DICE_ACHIEVE_QUEST_TITLE_SPECIAL_BATTLE_RANK,
ACHIEVE_DICE_ONE_TIME_QUEST_59,200059,LOC_DICE_ACHIEVE_QUEST_TITLE_SPECIAL_BATTLE_RANK,投兵段位,LOC_DICE_ACHIEVE_QUEST_DES_SPECIAL_BATTLE_RANK_14,钻石3,AchvDice,,,SpecialBattleRank,1,14,,1,ITEM_DICE_ACHIEVE_TICKET,3,,,,,RARITY_TYPE_DICE_NORMAL,941,SpecialBattleRank,LOC_DICE_ACHIEVE_QUEST_TITLE_SPECIAL_BATTLE_RANK,
ACHIEVE_DICE_ONE_TIME_QUEST_60,200060,LOC_DICE_ACHIEVE_QUEST_TITLE_CORPS_BATTLE_FLOOR,吉芬塔 ,LOC_DICE_ACHIEVE_QUEST_DES_CORPS_BATTLE_FLOOR,55层,AchvDice,,,CorpsBattlefloor,1,55,,1,ITEM_DICE_ACHIEVE_TICKET,1,,,,,RARITY_TYPE_DICE_NORMAL,940,CorpsBattlefloor,LOC_DICE_ACHIEVE_QUEST_TITLE_CORPS_BATTLE_FLOOR,
ACHIEVE_DICE_ONE_TIME_QUEST_61,200061,LOC_DICE_ACHIEVE_QUEST_TITLE_CORPS_BATTLE_FLOOR,吉芬塔 ,LOC_DICE_ACHIEVE_QUEST_DES_CORPS_BATTLE_FLOOR,60层,AchvDice,,,CorpsBattlefloor,1,60,,1,ITEM_DICE_ACHIEVE_TICKET,1,,,,,RARITY_TYPE_DICE_NORMAL,939,CorpsBattlefloor,LOC_DICE_ACHIEVE_QUEST_TITLE_CORPS_BATTLE_FLOOR,
ACHIEVE_DICE_ONE_TIME_QUEST_62,200062,LOC_DICE_ACHIEVE_QUEST_TITLE_CORPS_BATTLE_FLOOR,吉芬塔 ,LOC_DICE_ACHIEVE_QUEST_DES_CORPS_BATTLE_FLOOR,65层,AchvDice,,,CorpsBattlefloor,1,65,,1,ITEM_DICE_ACHIEVE_TICKET,1,,,,,RARITY_TYPE_DICE_NORMAL,938,CorpsBattlefloor,LOC_DICE_ACHIEVE_QUEST_TITLE_CORPS_BATTLE_FLOOR,
ACHIEVE_DICE_ONE_TIME_QUEST_63,200063,LOC_DICE_ACHIEVE_QUEST_TITLE_CORPS_BATTLE_FLOOR,吉芬塔 ,LOC_DICE_ACHIEVE_QUEST_DES_CORPS_BATTLE_FLOOR,70层,AchvDice,,,CorpsBattlefloor,1,70,,1,ITEM_DICE_ACHIEVE_TICKET,1,,,,,RARITY_TYPE_DICE_NORMAL,937,CorpsBattlefloor,LOC_DICE_ACHIEVE_QUEST_TITLE_CORPS_BATTLE_FLOOR,
ACHIEVE_DICE_ONE_TIME_QUEST_64,200064,LOC_DICE_ACHIEVE_QUEST_TITLE_CORPS_BATTLE_FLOOR,吉芬塔 ,LOC_DICE_ACHIEVE_QUEST_DES_CORPS_BATTLE_FLOOR,75层,AchvDice,,,CorpsBattlefloor,1,75,,1,ITEM_DICE_ACHIEVE_TICKET,1,,,,,RARITY_TYPE_DICE_NORMAL,936,CorpsBattlefloor,LOC_DICE_ACHIEVE_QUEST_TITLE_CORPS_BATTLE_FLOOR,
ACHIEVE_DICE_ONE_TIME_QUEST_65,200065,LOC_DICE_ACHIEVE_QUEST_TITLE_CORPS_BATTLE_FLOOR,吉芬塔 ,LOC_DICE_ACHIEVE_QUEST_DES_CORPS_BATTLE_FLOOR,80层,AchvDice,,,CorpsBattlefloor,1,80,,1,ITEM_DICE_ACHIEVE_TICKET,1,,,,,RARITY_TYPE_DICE_NORMAL,935,CorpsBattlefloor,LOC_DICE_ACHIEVE_QUEST_TITLE_CORPS_BATTLE_FLOOR,
ACHIEVE_DICE_ONE_TIME_QUEST_66,200066,LOC_DICE_ACHIEVE_QUEST_TITLE_CORPS_BATTLE_FLOOR,吉芬塔 ,LOC_DICE_ACHIEVE_QUEST_DES_CORPS_BATTLE_FLOOR,85层,AchvDice,,,CorpsBattlefloor,1,85,,1,ITEM_DICE_ACHIEVE_TICKET,1,,,,,RARITY_TYPE_DICE_NORMAL,934,CorpsBattlefloor,LOC_DICE_ACHIEVE_QUEST_TITLE_CORPS_BATTLE_FLOOR,
ACHIEVE_DICE_ONE_TIME_QUEST_67,200067,LOC_DICE_ACHIEVE_QUEST_TITLE_CORPS_BATTLE_FLOOR,吉芬塔 ,LOC_DICE_ACHIEVE_QUEST_DES_CORPS_BATTLE_FLOOR,90层,AchvDice,,,CorpsBattlefloor,1,90,,1,ITEM_DICE_ACHIEVE_TICKET,1,,,,,RARITY_TYPE_DICE_NORMAL,933,CorpsBattlefloor,LOC_DICE_ACHIEVE_QUEST_TITLE_CORPS_BATTLE_FLOOR,
ACHIEVE_DICE_ONE_TIME_QUEST_68,200068,LOC_DICE_ACHIEVE_QUEST_TITLE_CORPS_BATTLE_FLOOR,吉芬塔 ,LOC_DICE_ACHIEVE_QUEST_DES_CORPS_BATTLE_FLOOR,95层,AchvDice,,,CorpsBattlefloor,1,95,,1,ITEM_DICE_ACHIEVE_TICKET,1,,,,,RARITY_TYPE_DICE_NORMAL,932,CorpsBattlefloor,LOC_DICE_ACHIEVE_QUEST_TITLE_CORPS_BATTLE_FLOOR,
ACHIEVE_DICE_ONE_TIME_QUEST_69,200069,LOC_DICE_ACHIEVE_QUEST_TITLE_CORPS_BATTLE_FLOOR,吉芬塔 ,LOC_DICE_ACHIEVE_QUEST_DES_CORPS_BATTLE_FLOOR,100层,AchvDice,,,CorpsBattlefloor,1,100,,1,ITEM_DICE_ACHIEVE_TICKET,3,,,,,RARITY_TYPE_DICE_NORMAL,931,CorpsBattlefloor,LOC_DICE_ACHIEVE_QUEST_TITLE_CORPS_BATTLE_FLOOR,
