_ID,_VALUE,#GroupName:string,DropType:string,ItemID:id[],#ItemName:string[],ItemDropWeight:int[],ItemMinCount:int[],ItemMaxCount:int[],VipLimit:int[]
,,,,HERO_OWL_BARON,鹗枭男爵,1,1,1,0
,,,,HERO_DEVILING,恶魔波利,1,1,1,0
,,,,HERO_MINI_DEMON,狂暴小恶魔,1,1,1,0
,,,,HERO_GOLDEN_BUG,黄金虫,1,1,1,0
,,,,HERO_DELETER,七彩地龙,1,1,1,0
,,,,HERO_ANGELING,天使波利,1,1,1,0
DROP_RO_LOTTERY_CHOICE_3,220003,精选奖池-A组,Hero,HERO_PETIT,毕帝特地龙,3,1,1,0
,,,,HERO_VAGABOND_WOLF,流浪之狼,3,1,1,0
,,,,HERO_KOBOLD_LEADER,犬妖首领,3,1,1,0
,,,,HERO_CAT_O_NINE_TAIL,狂暴月夜猫,3,1,1,0
,,,,HERO_MINOROUS,米洛斯,3,1,1,0
,,,,HERO_GOBLIN_LEADER,哥布林首领,3,1,1,0
,,,,HERO_HIGH_ORC,兽人战士长,3,1,1,0
,,,,HERO_JAKK,南瓜先生,3,1,1,0
,,,,HERO_ANTONIO,邪恶老公公,3,1,1,0
,,,,HERO_SOHEE,鬼女,3,1,1,0
,,,,HERO_MASTERING,波利之王,3,1,1,0
,,,,HERO_MARC,马克,3,1,1,0
,,,,HERO_DEVIRUCHI,小恶魔,3,1,1,0
,,,,HERO_GHOSTRING,幽灵波利,3,1,1,0
,,,,HERO_WHISPER_BOSS,巨大白幽灵,3,1,1,0
,,,,HERO_GIORGILI,魔法师（女）乔吉莉,2,1,1,0
,,,,HERO_ISSUS,剑士（男）伊瑟斯,2,1,1,0
,,,,HERO_VANESSA,弓箭手（女）温妮莎,2,1,1,0
,,,,HERO_HAROLD,盗贼（男）哈罗德,2,1,1,0
,,,,HERO_HELENA,剑士（女）海伦娜,2,1,1,0
,,,,HERO_DALEME,服事黛儿蜜,2,1,1,0
DROP_RO_LOTTERY_CHOICE_4,220004,精选奖池-B组,Hero,HERO_MUMMY,木乃伊,3,1,1,0
,,,,HERO_KOBOLD_3,刺锤犬妖,3,1,1,0
,,,,HERO_NIGHTMARE,梦魇,3,1,1,0
,,,,HERO_GOBLIN_2,链锤哥布灵,3,1,1,0
,,,,HERO_RAYDRIC,幽灵剑士,3,1,1,0
,,,,HERO_BON_GUN,妖道,3,1,1,0
,,,,HERO_GOBLIN_1,刺刀哥布林,3,1,1,0
,,,,HERO_KOBOLD_ARCHER,犬妖弓箭手,3,1,1,0
,,,,HERO_OBEAUNE,人鱼,3,1,1,0
,,,,HERO_BARTLEY,初心者巴特莱,2,1,1,0
,,,,HERO_TYRRHENIA,初心者（女）塞尼亚,2,1,1,0
DROP_RO_LOTTERY_CHOICE_5,220005,精选奖池-蛋组,Hero,HERO_EGGYRA_SCISSORS,剪刀转转蛋,3,1,1,0
,,,,HERO_EGGYRA_ROCK,石头转转蛋,3,1,1,0
,,,,HERO_EGGYRA_PAPER,布转转蛋,3,1,1,0
,,,,HERO_EGGYRA_WHITE,白转转蛋,2,1,1,0
,,,,HERO_EGGYRA_BLACK,黑转转蛋,2,1,1,0
DROP_RO_LOTTERY_CHOICE_6,220006,精选奖池-精选组,Hero,HERO_MOONLIGHT,月夜猫,1,1,1,0
,,,,HERO_MISTRESS,蜂后,1,1,1,0
,,,,HERO_PHREEONI,皮里恩,1,1,1,0
DROP_RO_LOTTERY_POINT_1,230001,累计积分奖池-SS组,Hero,HERO_DARK_LORD,黑暗之王,3,1,1,0
,,,,HERO_BAPHOMET,巴风特,3,1,1,0
,,,,HERO_OSIRIS,俄塞里斯,3,1,1,0
,,,,HERO_EDDGA,虎王,3,1,1,0
,,,,HERO_PHREEONI,皮里恩,3,1,1,0
,,,,HERO_DRAKE,海盗之王,3,1,1,0
,,,,HERO_DOPPELGANGER,死灵,3,1,1,0
,,,,HERO_TURTLE_GENERAL,乌龟将军,3,1,1,0
,,,,HERO_ORK_HERO,兽人英雄,3,1,1,0
,,,,HERO_MOONLIGHT,月夜猫,3,1,1,0
,,,,HERO_GARM,卡仑,3,1,1,0
,,,,HERO_G_RANDGRIS,巴基力,3,1,1,0
,,,,HERO_TAO_GUNKA,塔奥群卡,3,1,1,0
,,,,HERO_MAYA,蚁后,3,1,1,0
,,,,HERO_MISTRESS,蜂后,3,1,1,0
,,,,HERO_SEYREN,骑士领主赛依连,2,1,1,0
,,,,HERO_SHECI,神射手迪文,2,1,1,0
,,,,HERO_G_EREMES,十字刺客艾勒梅斯,2,1,1,0
,,,,HERO_G_RANDEL,圣殿十字军兰达,2,1,1,0
,,,,HERO_MAGALETA,神官玛嘉雷特,2,1,1,0
,,,,HERO_G_KATRINN,超魔导师凯特莉娜,2,1,1,0
,,,,HERO_DARK_SNAKE_LORD,墨蛇君,3,1,1,0
,,,,HERO_KNIGHT_OF_WINDSTORM,冰暴骑士,3,1,1,0
,,,,HERO_DRACULA_BARON,德古拉男爵,3,1,1,0
,,,,HERO_HARWORD,神工匠霍华德,2,1,1,0
,,,,HERO_CELIA,智者西里亚,2,1,1,0
,,,,HERO_BACSOJIN,白素贞,3,1,1,0
,,,,HERO_VESPER,贝思波,3,1,1,0
,,,,HERO_GLOOMUNDERNIGHT,幽暗梦魇,3,1,1,0
,,,,HERO_LADY_TANEE,嗒妮小姐,3,1,1,0
,,,,HERO_LORD_OF_DEATH,死灵骑士,3,1,1,0
DROP_RO_LOTTERY_POINT_2,230002,累计积分奖池-S组,Hero,HERO_DARK_ILLUSION,迷幻之王,1,1,1,0
,,,,HERO_ATROCE,阿特罗斯,1,1,1,0
,,,,HERO_LEIB_OLMAI,狂暴大脚熊,1,1,1,0
,,,,HERO_GRYPHON,狮鹫,1,1,1,0
,,,,HERO_NIGHTMARE_TERROR,七彩梦魇,1,1,1,0
,,,,HERO_ORC_LORD,兽人酋长,1,1,1,0
,,,,HERO_WANDER_MAN,邪骸浪人,1,1,1,0
,,,,HERO_ALICE,爱丽丝女仆,1,1,1,0
,,,,HERO_LOLI_RURI,银月魔女,1,1,1,0
,,,,HERO_OWL_BARON,鹗枭男爵,1,1,1,0
,,,,HERO_DEVILING,恶魔波利,1,1,1,0
,,,,HERO_MINI_DEMON,狂暴小恶魔,1,1,1,0
,,,,HERO_GOLDEN_BUG,黄金虫,1,1,1,0
,,,,HERO_DELETER,七彩地龙,1,1,1,0
,,,,HERO_ANGELING,天使波利,1,1,1,0
DROP_RO_LOTTERY_POINT_3,230003,累计积分奖池-蛋组,Hero,HERO_EGGYRA_SCISSORS,剪刀转转蛋,3,1,1,0
,,,,HERO_EGGYRA_ROCK,石头转转蛋,3,1,1,0
,,,,HERO_EGGYRA_PAPER,布转转蛋,3,1,1,0
,,,,HERO_EGGYRA_WHITE,白转转蛋,2,1,1,0
,,,,HERO_EGGYRA_BLACK,黑转转蛋,2,1,1,0
DROP_RO_LOTTERY_FRIEND_1,240001,友情奖池-3阶宠物组,Scroll,SCROLL_CHARA_ATROCE_S,小阿特罗斯,1,1,1,0
,,,,SCROLL_CHARA_BAPHOMET_S,小巴风特,1,1,1,0
,,,,SCROLL_CHARA_PHREEONI_S,小皮里恩,1,1,1,0
,,,,SCROLL_CHARA_BIGFOOT,大脚熊,1,1,1,0
,,,,SCROLL_CHARA_WANDER_MAN_S,小邪骸浪人,1,1,1,0
,,,,SCROLL_CHARA_GRYPHON_S,小狮鹫,1,1,1,0
,,,,SCROLL_CHARA_EDDGA_S,小虎王,1,1,1,0
,,,,SCROLL_CHARA_ORC_LORD_S,小兽人酋长,1,1,1,0
,,,,SCROLL_CHARA_MISTRESS_S,小蜂后,1,1,1,0
,,,,SCROLL_CHARA_G_RANDGRIS_S,小巴基力,1,1,1,0
,,,,SCROLL_CHARA_GARM_S,小卡仑,1,1,1,0
,,,,SCROLL_CHARA_OWL_BARON_S,小男爵,1,1,1,0
,,,,SCROLL_CHARA_GLORIOUS,圣之光耀精华,1,1,1,0
,,,,SCROLL_CHARA_VORTEX,水之涡流精华,1,1,1,0
,,,,SCROLL_CHARA_REVERIE,风之魔幻精华,1,1,1,0
,,,,SCROLL_CHARA_PROFOUND,暗之深邃精华,1,1,1,0
,,,,SCROLL_CHARA_SHOCK,地之冲击精华,1,1,1,0
,,,,SCROLL_CHARA_FLAME,火之炙热精华,1,1,1,0
DROP_RO_LOTTERY_FRIEND_2,240002,友情奖池-2阶宠物组,Scroll,SCROLL_CHARA_MUKA,摩卡,1,1,1,0
,,,,SCROLL_CHARA_WHISPER,白幽灵,1,1,1,0
,,,,SCROLL_CHARA_GOBLIN_ARCHER,弓箭哥布灵,1,1,1,0
,,,,SCROLL_CHARA_MUNAK,僵尸,1,1,1,0
,,,,SCROLL_CHARA_ORK_WARRIOR,兽人战士,1,1,1,0
,,,,SCROLL_CHARA_ORC_BABY,兽人婴儿,1,1,1,0
,,,,SCROLL_CHARA_BLOOD_BUTTERFLY,血蝴蝶,1,1,1,0
,,,,SCROLL_CHARA_JAKK_S,小南瓜先生,1,1,1,0
,,,,SCROLL_CHARA_DESERT_WOLF,沙漠之狼,1,1,1,0
,,,,SCROLL_CHARA_NINE_TAIL,九尾狐,1,1,1,0
,,,,SCROLL_CHARA_EGGYRA,转转蛋,1,1,1,0
,,,,SCROLL_CHARA_MD_MARSE,深海鱿鱼,1,1,1,0
DROP_RO_LOTTERY_FRIEND_3,240003,友情奖池-1阶宠物组,Scroll,SCROLL_CHARA_WILOW,树精,1,1,1,0
,,,,SCROLL_CHARA_SAVAGE,野猪,1,1,1,0
,,,,SCROLL_CHARA_PICKY,小鸡,1,1,1,0
,,,,SCROLL_CHARA_SPORE,魔菇,1,1,1,0
,,,,SCROLL_CHARA_LUNATIC,疯兔,1,1,1,0
,,,,SCROLL_CHARA_PORING,波利,1,1,1,0
,,,,SCROLL_CHARA_YOYO,溜溜猴,1,1,1,0
DROP_RO_LOTTERY_FRIEND_4,240004,友情奖池-roz组,Item,ITEM_BATTLE_SOUL,魔物之魂,1,1000,1000,0
,,,,ITEM_BATTLE_SOUL,魔物之魂,1,3000,3000,0
,,,,ITEM_BATTLE_SOUL,魔物之魂,1,5000,5000,0
DROP_RO_LOTTERY_FRIEND_5,240005,友情奖池-zeny组,Item,ITEM_GOLD,Zeny,6,10000,10000,0
,,,,ITEM_GOLD,Zeny,3,20000,20000,0
,,,,ITEM_GOLD,Zeny,1,30000,30000,0
DROP_RO_LOTTERY_FRIEND_6,240006,友情奖池-天赋果实组,Item,ITEM_PET_EVOLVE_STONE,爱之果实,1,200,200,0
DROP_RO_LOTTERY_FRIEND_7,240007,友情奖池-3阶宠碎片,Item,ITEM_SCROLL_EMBLEM_ATROCE_S,小阿特罗斯卷轴碎片,1,1,2,0
,,,,ITEM_SCROLL_EMBLEM_BAPHOMET_S,小巴风特卷轴碎片,1,1,2,0
,,,,ITEM_SCROLL_EMBLEM_PHREEONI_S,小皮里恩卷轴碎片,1,1,2,0
,,,,ITEM_SCROLL_EMBLEM_BIGFOOT,大脚熊卷轴碎片,1,1,2,0
,,,,ITEM_SCROLL_EMBLEM_WANDER_MAN_S,小邪骸浪人卷轴碎片,1,1,2,0
,,,,ITEM_SCROLL_EMBLEM_GRYPHON_S,小狮鹫卷轴碎片,1,1,2,0
,,,,ITEM_SCROLL_EMBLEM_EDDGA_S,小虎王卷轴碎片,1,1,2,0
,,,,ITEM_SCROLL_EMBLEM_ORC_LORD_S,小兽人酋长卷轴碎片,1,1,2,0
,,,,ITEM_SCROLL_EMBLEM_MISTRESS_S,小蜂后卷轴碎片,1,1,2,0
,,,,ITEM_SCROLL_EMBLEM_G_RANDGRIS_S,小巴基力卷轴碎片,1,1,2,0
,,,,ITEM_SCROLL_EMBLEM_GARM_S,小卡仑卷轴碎片,1,1,2,0
,,,,ITEM_SCROLL_EMBLEM_OWL_BARON_S,小男爵卷轴碎片,1,1,2,0
,,,,ITEM_SCROLL_EMBLEM_GLORIOUS,圣之光耀精华碎片,1,1,2,0
,,,,ITEM_SCROLL_EMBLEM_VORTEX,水之涡流精华碎片,1,1,2,0
,,,,ITEM_SCROLL_EMBLEM_REVERIE,风之魔幻精华碎片,1,1,2,0
,,,,ITEM_SCROLL_EMBLEM_PROFOUND,暗之深邃精华碎片,1,1,2,0
,,,,ITEM_SCROLL_EMBLEM_SHOCK,地之冲击精华碎片,1,1,2,0
,,,,ITEM_SCROLL_EMBLEM_FLAME,火之炙热精华碎片,1,1,2,0
DROP_RO_LOTTERY_FRIEND_8,240008,友情奖池-2阶宠碎片,Item,ITEM_SCROLL_EMBLEM_MUKA,摩卡卷轴碎片,1,1,3,0
,,,,ITEM_SCROLL_EMBLEM_WHISPER,白幽灵卷轴碎片,1,1,3,0
,,,,ITEM_SCROLL_EMBLEM_GOBLIN_ARCHER,弓箭哥布灵卷轴碎片,1,1,3,0
,,,,ITEM_SCROLL_EMBLEM_MUNAK,僵尸卷轴碎片,1,1,3,0
,,,,ITEM_SCROLL_EMBLEM_ORK_WARRIOR,兽人战士卷轴碎片,1,1,3,0
,,,,ITEM_SCROLL_EMBLEM_ORC_BABY,兽人婴儿卷轴碎片,1,1,3,0
,,,,ITEM_SCROLL_EMBLEM_BLOOD_BUTTERFLY,血蝴蝶卷轴碎片,1,1,3,0
,,,,ITEM_SCROLL_EMBLEM_JAKK_S,小南瓜先生卷轴碎片,1,1,3,0
,,,,ITEM_SCROLL_EMBLEM_DESERT_WOLF,沙漠之狼卷轴碎片,1,1,3,0
,,,,ITEM_SCROLL_EMBLEM_NINE_TAIL,九尾狐卷轴碎片,1,1,3,0
,,,,ITEM_SCROLL_EMBLEM_EGGYRA,转转蛋卷轴碎片,1,1,3,0
,,,,ITEM_SCROLL_EMBLEM_MD_MARSE,深海鱿鱼卷轴碎片,1,1,3,0
DROP_RO_LOTTERY_FRIEND_9,240009,友情奖池-1阶宠碎片,Item,ITEM_SCROLL_EMBLEM_WILOW,树精卷轴碎片,1,2,4,0
,,,,ITEM_SCROLL_EMBLEM_SAVAGE,野猪卷轴碎片,1,2,4,0
,,,,ITEM_SCROLL_EMBLEM_PICKY,小鸡卷轴碎片,1,2,4,0
,,,,ITEM_SCROLL_EMBLEM_SPORE,魔菇卷轴碎片,1,2,4,0
,,,,ITEM_SCROLL_EMBLEM_LUNATIC,疯兔卷轴碎片,1,2,4,0
,,,,ITEM_SCROLL_EMBLEM_PORING,波利卷轴碎片,1,2,4,0
,,,,ITEM_SCROLL_EMBLEM_YOYO,溜溜猴卷轴碎片,1,2,4,0
DROP_RO_LOTTERY_FRIEND_10,240010,友情奖池-万能橙,Item,ITEM_ESSENCE_GENERAL_LEGENDARY,传说万能精华碎片,1,1,1,0
DROP_RO_LOTTERY_FRIEND_11,240011,友情奖池-万能紫,Item,ITEM_ESSENCE_GENERAL_EPIC,史诗万能精华碎片,1,1,1,0
DROP_RO_LOTTERY_FRIEND_12,240012,友情奖池-万能蓝,Item,ITEM_ESSENCE_GENERAL_SUPERRARE,稀有万能精华碎片,1,1,1,0
DROP_RO_LOTTERY_SS_MONSTER_1,290001,前期必出SS魔物,Hero,HERO_DARK_LORD,黑暗之王,3,1,1,0
,,,,HERO_BAPHOMET,巴风特,3,1,1,0
,,,,HERO_OSIRIS,俄塞里斯,3,1,1,0
,,,,HERO_EDDGA,虎王,3,1,1,0
,,,,HERO_PHREEONI,皮里恩,3,1,1,0
,,,,HERO_DRAKE,海盗之王,3,1,1,0
,,,,HERO_DOPPELGANGER,死灵,3,1,1,0
,,,,HERO_TURTLE_GENERAL,乌龟将军,3,1,1,0
,,,,HERO_ORK_HERO,兽人英雄,3,1,1,0
,,,,HERO_MOONLIGHT,月夜猫,3,1,1,0
,,,,HERO_GARM,卡仑,3,1,1,0
,,,,HERO_G_RANDGRIS,巴基力,3,1,1,0
,,,,HERO_TAO_GUNKA,塔奥群卡,3,1,1,0
,,,,HERO_MAYA,蚁后,3,1,1,0
,,,,HERO_MISTRESS,蜂后,3,1,1,0
,,,,HERO_SEYREN,骑士领主赛依连,2,1,1,0
,,,,HERO_SHECI,神射手迪文,2,1,1,0
,,,,HERO_G_EREMES,十字刺客艾勒梅斯,2,1,1,0
,,,,HERO_G_RANDEL,圣殿十字军兰达,2,1,1,0
,,,,HERO_MAGALETA,神官玛嘉雷特,2,1,1,0
,,,,HERO_G_KATRINN,超魔导师凯特莉娜,2,1,1,0
DROP_RO_LOTTERY_SS_PET_1,290002,前期必出SS宠物,Scroll,SCROLL_CHARA_ATROCE_S,小阿特罗斯,1,1,1,0
,,,,SCROLL_CHARA_BAPHOMET_S,小巴风特,1,1,1,0
,,,,SCROLL_CHARA_PHREEONI_S,小皮里恩,1,1,1,0
,,,,SCROLL_CHARA_BIGFOOT,大脚熊,1,1,1,0
,,,,SCROLL_CHARA_WANDER_MAN_S,小邪骸浪人,1,1,1,0
,,,,SCROLL_CHARA_GRYPHON_S,小狮鹫,1,1,1,0
,,,,SCROLL_CHARA_EDDGA_S,小虎王,1,1,1,0
,,,,SCROLL_CHARA_ORC_LORD_S,小兽人酋长,1,1,1,0
,,,,SCROLL_CHARA_MISTRESS_S,小蜂后,1,1,1,0
,,,,SCROLL_CHARA_G_RANDGRIS_S,小巴基力,1,1,1,0
,,,,SCROLL_CHARA_GARM_S,小卡仑,1,1,1,0
,,,,SCROLL_CHARA_OWL_BARON_S,小男爵,1,1,1,0
DROP_GUIDE_MONSTR_1,900001,引导掉落魔物,Hero,HERO_DEVIRUCHI,小恶魔,1,1,1,0
DROP_GUIDE_PET_1,910001,引导掉落宠物,Scroll,SCROLL_CHARA_YOYO,水之护盾精华,1,1,1,0
DROP_GUIDE_PET_2,910002,引导掉落宠物,Scroll,SCROLL_CHARA_PICKY,火之兽性精华,1,1,1,0
DROP_GUIDE_PET_3,910003,引导掉落道具,Item,ITEM_GOLD,道具,1,100,100,0
DROP_GUIDE_PET_4,910004,引导掉落道具,Item,ITEM_ESSENCE_GENERAL_SUPERRARE,道具,1,1,1,0
DROP_GUIDE_PET_5,910005,引导掉落道具,Item,ITEM_GOLD,道具,1,100,100,0
DROP_GUIDE_PET_6,910006,引导掉落道具,Item,ITEM_BATTLE_SOUL,道具,1,100,100,0
DROP_GUIDE_PET_7,910007,引导掉落道具,Item,ITEM_ESSENCE_GENERAL_SUPERRARE,道具,1,1,1,0
DROP_GUIDE_PET_8,910008,引导掉落道具,Item,ITEM_GOLD,道具,1,100,100,0
DROP_GUIDE_PET_9,910009,引导掉落道具,Item,ITEM_BATTLE_SOUL,道具,1,100,100,0
DROP_GUIDE_PET_10,910010,引导掉落道具,Item,ITEM_ESSENCE_GENERAL_SUPERRARE,道具,1,1,1,0
DROP_GUIDE_COMBINE_MONSTER,910011,引导合成魔物,Item,ITEM_EMBLEM_SOHEE,道具,1,1,1,0
DROP_GUIDE_COMBINE_PET,910012,引导合成宠物精华,Item,ITEM_SCROLL_EMBLEM_SPORE,道具,1,1,1,0
DROP_GUARDIAN_OF_GOD_300001,300001,周一四B级碎片,Item,ITEM_MONSTER_SPLINTER_SCISSORS_1,剪刀阵营B碎片,1,5,5,0
DROP_GUARDIAN_OF_GOD_300002,300002,周一四B级碎片,Item,ITEM_MONSTER_SPLINTER_SCISSORS_1,剪刀阵营B碎片,1,10,10,0
DROP_GUARDIAN_OF_GOD_300003,300003,周一四B级碎片,Item,ITEM_MONSTER_SPLINTER_SCISSORS_1,剪刀阵营B碎片,1,15,15,0
DROP_GUARDIAN_OF_GOD_300004,300004,周一四B级碎片,Item,ITEM_MONSTER_SPLINTER_SCISSORS_1,剪刀阵营B碎片,1,20,20,0
DROP_GUARDIAN_OF_GOD_300005,300005,周一四B级碎片,Item,ITEM_MONSTER_SPLINTER_SCISSORS_1,剪刀阵营B碎片,1,25,25,0
DROP_GUARDIAN_OF_GOD_300006,300006,周一四B级碎片,Item,ITEM_MONSTER_SPLINTER_SCISSORS_1,剪刀阵营B碎片,1,30,30,0
DROP_GUARDIAN_OF_GOD_300007,300007,周一四A级碎片,Item,ITEM_MONSTER_SPLINTER_SCISSORS_2,剪刀阵营A碎片,1,5,5,0
DROP_GUARDIAN_OF_GOD_300008,300008,周一四A级碎片,Item,ITEM_MONSTER_SPLINTER_SCISSORS_2,剪刀阵营A碎片,1,8,8,0
DROP_GUARDIAN_OF_GOD_300009,300009,周一四A级碎片,Item,ITEM_MONSTER_SPLINTER_SCISSORS_2,剪刀阵营A碎片,1,10,10,0
DROP_GUARDIAN_OF_GOD_300010,300010,周一四A级碎片,Item,ITEM_MONSTER_SPLINTER_SCISSORS_2,剪刀阵营A碎片,1,12,12,0
DROP_GUARDIAN_OF_GOD_300011,300011,周一四A级碎片,Item,ITEM_MONSTER_SPLINTER_SCISSORS_2,剪刀阵营A碎片,1,15,15,0
DROP_GUARDIAN_OF_GOD_300012,300012,周一四A级碎片,Item,ITEM_MONSTER_SPLINTER_SCISSORS_2,剪刀阵营A碎片,1,20,20,0
DROP_GUARDIAN_OF_GOD_300013,300013,周一四转转蛋,Item,ITEM_EMBLEM_EGGYRA_SCISSORS,剪刀阵营转转蛋,1,5,5,0
DROP_GUARDIAN_OF_GOD_300014,300014,周一四转转蛋,Item,ITEM_EMBLEM_EGGYRA_SCISSORS,剪刀阵营转转蛋,1,10,10,0
DROP_GUARDIAN_OF_GOD_300015,300015,周一四转转蛋,Item,ITEM_EMBLEM_EGGYRA_SCISSORS,剪刀阵营转转蛋,1,15,15,0
DROP_GUARDIAN_OF_GOD_300016,300016,周一四转转蛋,Item,ITEM_EMBLEM_EGGYRA_SCISSORS,剪刀阵营转转蛋,1,20,20,0
DROP_GUARDIAN_OF_GOD_300017,300017,周一四转转蛋,Item,ITEM_EMBLEM_EGGYRA_SCISSORS,剪刀阵营转转蛋,1,25,25,0
DROP_GUARDIAN_OF_GOD_300018,300018,周一四转转蛋,Item,ITEM_EMBLEM_EGGYRA_SCISSORS,剪刀阵营转转蛋,1,30,30,0
DROP_GUARDIAN_OF_GOD_300019,300019,周一四转转蛋,Item,ITEM_EMBLEM_EGGYRA_SCISSORS,剪刀阵营转转蛋,1,35,35,0
DROP_GUARDIAN_OF_GOD_300020,300020,周一四转转蛋,Item,ITEM_EMBLEM_EGGYRA_SCISSORS,剪刀阵营转转蛋,1,40,40,0
DROP_GUARDIAN_OF_GOD_310001,310001,周二五B级碎片,Item,ITEM_MONSTER_SPLINTER_ROCK_1,石头阵营B碎片,1,5,5,0
DROP_GUARDIAN_OF_GOD_310002,310002,周二五B级碎片,Item,ITEM_MONSTER_SPLINTER_ROCK_1,石头阵营B碎片,1,10,10,0
DROP_GUARDIAN_OF_GOD_310003,310003,周二五B级碎片,Item,ITEM_MONSTER_SPLINTER_ROCK_1,石头阵营B碎片,1,15,15,0
DROP_GUARDIAN_OF_GOD_310004,310004,周二五B级碎片,Item,ITEM_MONSTER_SPLINTER_ROCK_1,石头阵营B碎片,1,20,20,0
DROP_GUARDIAN_OF_GOD_310005,310005,周二五B级碎片,Item,ITEM_MONSTER_SPLINTER_ROCK_1,石头阵营B碎片,1,25,25,0
DROP_GUARDIAN_OF_GOD_310006,310006,周二五B级碎片,Item,ITEM_MONSTER_SPLINTER_ROCK_1,石头阵营B碎片,1,30,30,0
DROP_GUARDIAN_OF_GOD_310007,310007,周二五A级碎片,Item,ITEM_MONSTER_SPLINTER_ROCK_2,石头阵营A碎片,1,5,5,0
DROP_GUARDIAN_OF_GOD_310008,310008,周二五A级碎片,Item,ITEM_MONSTER_SPLINTER_ROCK_2,石头阵营A碎片,1,8,8,0
DROP_GUARDIAN_OF_GOD_310009,310009,周二五A级碎片,Item,ITEM_MONSTER_SPLINTER_ROCK_2,石头阵营A碎片,1,10,10,0
DROP_GUARDIAN_OF_GOD_310010,310010,周二五A级碎片,Item,ITEM_MONSTER_SPLINTER_ROCK_2,石头阵营A碎片,1,12,12,0
DROP_GUARDIAN_OF_GOD_310011,310011,周二五A级碎片,Item,ITEM_MONSTER_SPLINTER_ROCK_2,石头阵营A碎片,1,15,15,0
DROP_GUARDIAN_OF_GOD_310012,310012,周二五A级碎片,Item,ITEM_MONSTER_SPLINTER_ROCK_2,石头阵营A碎片,1,20,20,0
DROP_GUARDIAN_OF_GOD_310013,310013,周二五转转蛋,Item,ITEM_EMBLEM_EGGYRA_ROCK,石头阵营转转蛋,1,5,5,0
DROP_GUARDIAN_OF_GOD_310014,310014,周二五转转蛋,Item,ITEM_EMBLEM_EGGYRA_ROCK,石头阵营转转蛋,1,10,10,0
DROP_GUARDIAN_OF_GOD_310015,310015,周二五转转蛋,Item,ITEM_EMBLEM_EGGYRA_ROCK,石头阵营转转蛋,1,15,15,0
DROP_GUARDIAN_OF_GOD_310016,310016,周二五转转蛋,Item,ITEM_EMBLEM_EGGYRA_ROCK,石头阵营转转蛋,1,20,20,0
DROP_GUARDIAN_OF_GOD_310017,310017,周二五转转蛋,Item,ITEM_EMBLEM_EGGYRA_ROCK,石头阵营转转蛋,1,25,25,0
DROP_GUARDIAN_OF_GOD_310018,310018,周二五转转蛋,Item,ITEM_EMBLEM_EGGYRA_ROCK,石头阵营转转蛋,1,30,30,0
DROP_GUARDIAN_OF_GOD_310019,310019,周二五转转蛋,Item,ITEM_EMBLEM_EGGYRA_ROCK,石头阵营转转蛋,1,35,35,0
DROP_GUARDIAN_OF_GOD_310020,310020,周二五转转蛋,Item,ITEM_EMBLEM_EGGYRA_ROCK,石头阵营转转蛋,1,40,40,0
DROP_GUARDIAN_OF_GOD_320001,320001,周三六B级碎片,Item,ITEM_MONSTER_SPLINTER_PAPER_1,布阵营B碎片,1,5,5,0
DROP_GUARDIAN_OF_GOD_320002,320002,周三六B级碎片,Item,ITEM_MONSTER_SPLINTER_PAPER_1,布阵营B碎片,1,10,10,0
DROP_GUARDIAN_OF_GOD_320003,320003,周三六B级碎片,Item,ITEM_MONSTER_SPLINTER_PAPER_1,布阵营B碎片,1,15,15,0
DROP_GUARDIAN_OF_GOD_320004,320004,周三六B级碎片,Item,ITEM_MONSTER_SPLINTER_PAPER_1,布阵营B碎片,1,20,20,0
DROP_GUARDIAN_OF_GOD_320005,320005,周三六B级碎片,Item,ITEM_MONSTER_SPLINTER_PAPER_1,布阵营B碎片,1,25,25,0
DROP_GUARDIAN_OF_GOD_320006,320006,周三六B级碎片,Item,ITEM_MONSTER_SPLINTER_PAPER_1,布阵营B碎片,1,30,30,0
DROP_GUARDIAN_OF_GOD_320007,320007,周三六A级碎片,Item,ITEM_MONSTER_SPLINTER_PAPER_2,布阵营A碎片,1,5,5,0
DROP_GUARDIAN_OF_GOD_320008,320008,周三六A级碎片,Item,ITEM_MONSTER_SPLINTER_PAPER_2,布阵营A碎片,1,8,8,0
DROP_GUARDIAN_OF_GOD_320009,320009,周三六A级碎片,Item,ITEM_MONSTER_SPLINTER_PAPER_2,布阵营A碎片,1,10,10,0
DROP_GUARDIAN_OF_GOD_320010,320010,周三六A级碎片,Item,ITEM_MONSTER_SPLINTER_PAPER_2,布阵营A碎片,1,12,12,0
DROP_GUARDIAN_OF_GOD_320011,320011,周三六A级碎片,Item,ITEM_MONSTER_SPLINTER_PAPER_2,布阵营A碎片,1,15,15,0
DROP_GUARDIAN_OF_GOD_320012,320012,周三六A级碎片,Item,ITEM_MONSTER_SPLINTER_PAPER_2,布阵营A碎片,1,20,20,0
DROP_GUARDIAN_OF_GOD_320013,320013,周三六转转蛋,Item,ITEM_EMBLEM_EGGYRA_PAPER,布阵营转转蛋,1,5,5,0
DROP_GUARDIAN_OF_GOD_320014,320014,周三六转转蛋,Item,ITEM_EMBLEM_EGGYRA_PAPER,布阵营转转蛋,1,10,10,0
