_ID,_VALUE,LibType:string[],#LibComment:string,Reward:id[],LibSecond:int,LibNum:int[],Weight:int[],Follow:id[],FollowRate:int[]
DUNGEON_LIB_EFFECTLIB_BATTLE_END_020,30108,Effect,黑阵营物攻和魔攻提高,DUNGEON_EFFECT_POSTWAR_BLACK_ATK_MATK_2,1,1,10,None,0
DUNGEON_LIB_EFFECTLIB_BATTLE_END_021,30109,Effect,白阵营物攻和魔攻提高,DUNGEON_EFFECT_POSTWAR_WHITE_ATK_MATK_1,1,1,10,None,0
DUNGEON_LIB_EFFECTLIB_BATTLE_END_022,30110,Effect,白阵营物攻和魔攻提高,DUNGEON_EFFECT_POSTWAR_WHITE_ATK_MATK_2,1,1,10,None,0
DUNGEON_LIB_EFFECTLIB_BATTLE_END_023,30111,Effect,剪刀阵营物伤和魔伤提高,DUNGEON_EFFECT_POSTWAR_SCISSORS_PHYSDMG_MAGICDMG_1,1,1,10,None,0
DUNGEON_LIB_EFFECTLIB_BATTLE_END_024,30112,Effect,剪刀阵营物伤和魔伤提高,DUNGEON_EFFECT_POSTWAR_SCISSORS_PHYSDMG_MAGICDMG_2,1,1,10,None,0
DUNGEON_LIB_EFFECTLIB_BATTLE_END_025,30113,Effect,布阵营物伤和魔伤提高,DUNGEON_EFFECT_POSTWAR_CLOTH_PHYSDMG_MAGICDMG_1,1,1,10,None,0
DUNGEON_LIB_EFFECTLIB_BATTLE_END_026,30114,Effect,布阵营物伤和魔伤提高,DUNGEON_EFFECT_POSTWAR_CLOTH_PHYSDMG_MAGICDMG_2,1,1,10,None,0
DUNGEON_LIB_EFFECTLIB_BATTLE_END_027,30115,Effect,石头阵营物伤和魔伤提高,DUNGEON_EFFECT_POSTWAR_STONE_PHYSDMG_MAGICDMG_1,1,1,10,None,0
DUNGEON_LIB_EFFECTLIB_BATTLE_END_028,30116,Effect,石头阵营物伤和魔伤提高,DUNGEON_EFFECT_POSTWAR_STONE_PHYSDMG_MAGICDMG_2,1,1,10,None,0
DUNGEON_LIB_EFFECTLIB_BATTLE_END_029,30117,Effect,黑阵营物伤和魔伤提高,DUNGEON_EFFECT_POSTWAR_BLACK_PHYSDMG_MAGICDMG_1,1,1,10,None,0
DUNGEON_LIB_EFFECTLIB_BATTLE_END_030,30118,Effect,黑阵营物伤和魔伤提高,DUNGEON_EFFECT_POSTWAR_BLACK_PHYSDMG_MAGICDMG_2,1,1,10,None,0
DUNGEON_LIB_EFFECTLIB_BATTLE_END_031,30119,Effect,白阵营物伤和魔伤提高,DUNGEON_EFFECT_POSTWAR_WHITE_PHYSDMG_MAGICDMG_1,1,1,10,None,0
DUNGEON_LIB_EFFECTLIB_BATTLE_END_032,30120,Effect,白阵营物伤和魔伤提高,DUNGEON_EFFECT_POSTWAR_WHITE_PHYSDMG_MAGICDMG_2,1,1,10,None,0
DUNGEON_LIB_EFFECTLIB_BATTLE_END_033,30121,Effect,剪刀阵营物理减伤提高,DUNGEON_EFFECT_POSTWAR_SCISSORS_INCOMINGPHYSDMGREDUCE_1,1,1,10,None,0
DUNGEON_LIB_EFFECTLIB_BATTLE_END_034,30122,Effect,剪刀阵营物理减伤提高,DUNGEON_EFFECT_POSTWAR_SCISSORS_INCOMINGPHYSDMGREDUCE_2,1,1,10,None,0
DUNGEON_LIB_EFFECTLIB_BATTLE_END_035,30123,Effect,布阵营物理减伤提高,DUNGEON_EFFECT_POSTWAR_CLOTH_INCOMINGPHYSDMGREDUCE_1,1,1,10,None,0
DUNGEON_LIB_EFFECTLIB_BATTLE_END_036,30124,Effect,布阵营物理减伤提高,DUNGEON_EFFECT_POSTWAR_CLOTH_INCOMINGPHYSDMGREDUCE_2,1,1,10,None,0
DUNGEON_LIB_EFFECTLIB_BATTLE_END_037,30125,Effect,石头阵营物理减伤提高,DUNGEON_EFFECT_POSTWAR_STONE_INCOMINGPHYSDMGREDUCE_1,1,1,10,None,0
DUNGEON_LIB_EFFECTLIB_BATTLE_END_038,30126,Effect,石头阵营物理减伤提高,DUNGEON_EFFECT_POSTWAR_STONE_INCOMINGPHYSDMGREDUCE_2,1,1,10,None,0
DUNGEON_LIB_EFFECTLIB_BATTLE_END_039,30127,Effect,黑阵营物理减伤提高,DUNGEON_EFFECT_POSTWAR_BLACK_INCOMINGPHYSDMGREDUCE_1,1,1,10,None,0
DUNGEON_LIB_EFFECTLIB_BATTLE_END_040,30128,Effect,黑阵营物理减伤提高,DUNGEON_EFFECT_POSTWAR_BLACK_INCOMINGPHYSDMGREDUCE_2,1,1,10,None,0
DUNGEON_LIB_EFFECTLIB_BATTLE_END_041,30129,Effect,白阵营物理减伤提高,DUNGEON_EFFECT_POSTWAR_WHITE_INCOMINGPHYSDMGREDUCE_1,1,1,10,None,0
DUNGEON_LIB_EFFECTLIB_BATTLE_END_042,30130,Effect,白阵营物理减伤提高,DUNGEON_EFFECT_POSTWAR_WHITE_INCOMINGPHYSDMGREDUCE_2,1,1,10,None,0
DUNGEON_LIB_EFFECTLIB_BATTLE_END_043,30131,Effect,剪刀阵营魔法减伤提高,DUNGEON_EFFECT_POSTWAR_SCISSORS_INCOMINGMAGICDMGREDUCE_1,1,1,10,None,0
DUNGEON_LIB_EFFECTLIB_BATTLE_END_044,30132,Effect,剪刀阵营魔法减伤提高,DUNGEON_EFFECT_POSTWAR_SCISSORS_INCOMINGMAGICDMGREDUCE_2,1,1,10,None,0
DUNGEON_LIB_EFFECTLIB_BATTLE_END_045,30133,Effect,布阵营魔法减伤提高,DUNGEON_EFFECT_POSTWAR_CLOTH_INCOMINGMAGICDMGREDUCE_1,1,1,10,None,0
DUNGEON_LIB_EFFECTLIB_BATTLE_END_046,30134,Effect,布阵营魔法减伤提高,DUNGEON_EFFECT_POSTWAR_CLOTH_INCOMINGMAGICDMGREDUCE_2,1,1,10,None,0
DUNGEON_LIB_EFFECTLIB_BATTLE_END_047,30135,Effect,石头阵营魔法减伤提高,DUNGEON_EFFECT_POSTWAR_STONE_INCOMINGMAGICDMGREDUCE_1,1,1,10,None,0
DUNGEON_LIB_EFFECTLIB_BATTLE_END_048,30136,Effect,石头阵营魔法减伤提高,DUNGEON_EFFECT_POSTWAR_STONE_INCOMINGMAGICDMGREDUCE_2,1,1,10,None,0
DUNGEON_LIB_EFFECTLIB_BATTLE_END_049,30137,Effect,黑阵营魔法减伤提高,DUNGEON_EFFECT_POSTWAR_BLACK_INCOMINGMAGICDMGREDUCE_1,1,1,10,None,0
DUNGEON_LIB_EFFECTLIB_BATTLE_END_050,30138,Effect,黑阵营魔法减伤提高,DUNGEON_EFFECT_POSTWAR_BLACK_INCOMINGMAGICDMGREDUCE_2,1,1,10,None,0
DUNGEON_LIB_EFFECTLIB_BATTLE_END_051,30139,Effect,白阵营魔法减伤提高,DUNGEON_EFFECT_POSTWAR_WHITE_INCOMINGMAGICDMGREDUCE_1,1,1,10,None,0
DUNGEON_LIB_EFFECTLIB_BATTLE_END_052,30140,Effect,白阵营魔法减伤提高,DUNGEON_EFFECT_POSTWAR_WHITE_INCOMINGMAGICDMGREDUCE_2,1,1,10,None,0
DUNGEON_LIB_EFFECTLIB_BATTLE_END_053,30141,Effect,剪刀阵营技能伤害提高,DUNGEON_EFFECT_POSTWAR_SCISSORS_SKILLDMG_1,1,1,10,None,0
DUNGEON_LIB_EFFECTLIB_BATTLE_END_054,30142,Effect,剪刀阵营技能伤害提高,DUNGEON_EFFECT_POSTWAR_SCISSORS_SKILLDMG_2,1,1,10,None,0
DUNGEON_LIB_EFFECTLIB_BATTLE_END_055,30143,Effect,布阵营技能伤害提高,DUNGEON_EFFECT_POSTWAR_CLOTH_SKILLDMG_1,1,1,10,None,0
DUNGEON_LIB_EFFECTLIB_BATTLE_END_056,30144,Effect,布阵营技能伤害提高,DUNGEON_EFFECT_POSTWAR_CLOTH_SKILLDMG_2,1,1,10,None,0
DUNGEON_LIB_EFFECTLIB_BATTLE_END_057,30145,Effect,石头阵营技能伤害提高,DUNGEON_EFFECT_POSTWAR_STONE_SKILLDMG_1,1,1,10,None,0
DUNGEON_LIB_EFFECTLIB_BATTLE_END_058,30146,Effect,石头阵营技能伤害提高,DUNGEON_EFFECT_POSTWAR_STONE_SKILLDMG_2,1,1,10,None,0
DUNGEON_LIB_EFFECTLIB_BATTLE_END_059,30147,Effect,黑阵营技能伤害提高,DUNGEON_EFFECT_POSTWAR_BLACK_SKILLDMG_1,1,1,10,None,0
DUNGEON_LIB_EFFECTLIB_BATTLE_END_060,30148,Effect,黑阵营技能伤害提高,DUNGEON_EFFECT_POSTWAR_BLACK_SKILLDMG_2,1,1,10,None,0
DUNGEON_LIB_EFFECTLIB_BATTLE_END_061,30149,Effect,白阵营技能伤害提高,DUNGEON_EFFECT_POSTWAR_WHITE_SKILLDMG_1,1,1,10,None,0
DUNGEON_LIB_EFFECTLIB_BATTLE_END_062,30150,Effect,白阵营技能伤害提高,DUNGEON_EFFECT_POSTWAR_WHITE_SKILLDMG_2,1,1,10,None,0
DUNGEON_LIB_EFFECTLIB_BATTLE_END_063,30151,Effect,全体暴击伤害提高,DUNGEON_EFFECT_POSTWAR_ALL_CRTDMG_1,1,1,10,None,0
DUNGEON_LIB_EFFECTLIB_BATTLE_END_064,30152,Effect,全体物理穿透提高,DUNGEON_EFFECT_POSTWAR_ALL_DEFREDUCTION_1,1,1,10,None,0
DUNGEON_LIB_EFFECTLIB_BATTLE_END_065,30153,Effect,全体魔法穿透提高,DUNGEON_EFFECT_POSTWAR_ALL_MDEFREDUCTION_1,1,1,10,None,0
DUNGEON_LIB_EFFECTLIB_BATTLE_END_066,30154,Effect,全体攻击速度提高,DUNGEON_EFFECT_POSTWAR_ALL_ATKSPD_1,1,1,10,None,0
DUNGEON_LIB_EFFECTLIB_BATTLE_END_067,30155,Effect,全体物攻提高,DUNGEON_EFFECT_POSTWAR_ALL_ATK_1,1,1,10,None,0
DUNGEON_LIB_EFFECTLIB_BATTLE_END_068,30156,Effect,全体魔攻提高,DUNGEON_EFFECT_POSTWAR_ALL_MATK_1,1,1,10,None,0
DUNGEON_LIB_EFFECTLIB_BATTLE_END_069,30157,Effect,全体物伤提高,DUNGEON_EFFECT_POSTWAR_ALL_PHYSDMG_1,1,1,10,None,0
DUNGEON_LIB_EFFECTLIB_BATTLE_END_070,30158,Effect,全体魔伤提高,DUNGEON_EFFECT_POSTWAR_ALL_MAGICDMG_1,1,1,10,None,0
DUNGEON_LIB_EFFECTLIB_BATTLE_END_071,30159,Effect,全体物理减伤和魔法减伤,DUNGEON_EFFECT_POSTWAR_ALL_INCOMINGDMGREDUCE_2,1,1,10,None,0
DUNGEON_LIB_EFFECTLIB_BATTLE_END_072,30160,Effect,全体技能伤害提高,DUNGEON_EFFECT_POSTWAR_ALL_SKILL_HURT_DECLINE_2,1,1,10,None,0
DUNGEON_LIB_EFFECTLIB_BATTLE_END_073,30161,Effect,全体暴击率提高,DUNGEON_EFFECT_POSTWAR_ALL_CRT_2,1,1,10,None,0
DUNGEON_LIB_EFFECTLIB_BATTLE_END_074,30162,Effect,打开地块效果,DUNGEON_EFFECT_ITEM_HPREDUCE_4,1,1,10,None,0
DUNGEON_LIB_EFFECTLIB_ABILITY_GROUP_001,30163,Effect,敌人怪物能力随机库-扣血,DUNGEON_EFFECT_ABILITY_001,1,1,10,None,0
,,Effect,无法使用道具,DUNGEON_EFFECT_ABILITY_002,,1,10,None,0
,,Effect,加血,DUNGEON_EFFECT_ABILITY_003,,1,10,None,0
,,Effect,SP恢复加快,DUNGEON_EFFECT_ABILITY_004,,1,10,None,0
DUNGEON_LIB_EFFECTLIB_ABILITY_GROUP_002,30164,Effect,每死亡1个伙伴生命提升2%,DUNGEON_EFFECT_ABILITY_011,1,1,10,None,0
,,Effect,每3回合自动翻开随机1格,DUNGEON_EFFECT_ABILITY_012,,1,10,None,0
DUNGEON_LIB_EFFECTLIB_ABILITY_GROUP_003,30165,Effect,BOSS每回合治疗恢复1%血,DUNGEON_EFFECT_ABILITY_013,1,1,10,None,0
,,Effect,每死亡1个同伴扣15%,DUNGEON_EFFECT_ABILITY_014,,1,10,None,0
DUNGEON_LIB_EFFECTLIB_ABILITY_GROUP_004,30200,Effect,每回合治疗恢复1%血,DUNGEON_EFFECT_ABILITY_013,3,1,10,None,0
,,Effect,每回合扣玩家血,DUNGEON_EFFECT_ABILITY_001,,1,10,None,0
,,Effect,每死亡1个伙伴生命提升2%,DUNGEON_EFFECT_ABILITY_011,,1,10,None,0
DUNGEON_LIB_EFFECTLIB_ABILITY_GROUP_005,30201,Effect,解除减益,DUNGEON_EFFECT_RELIEVE_DEBUFF_1,2,1,10,None,0
,,Effect,免疫减益,DUNGEON_EFFECT_IMMUNE_DEBUFF_1,,1,10,None,0
DUNGEON_LIB_EFFECTLIB_BATTLE_EVENT_GROUP_001,30166,Effect,事件正面随机库-敌人技能恢复变慢,DUNGEON_EFFECT_EVENT_POSITIVE_DECLINE_SKILL_RECOVERY_1,1,1,1,None,0
,,Effect,战斗中敌人SP点获取变慢,DUNGEON_EFFECT_EVENT_POSITIVE_DECLINE_SP_OBTAIN_DECLINE_1,,1,1,None,0
,,Effect,战斗中敌人物理攻击下降,DUNGEON_EFFECT_EVENT_POSITIVE_DECLINE_ATK_1,,1,2,None,0
,,Effect,战斗中敌人魔法攻击下降,DUNGEON_EFFECT_EVENT_POSITIVE_DECLINE_MATK_1,,1,2,None,0
,,Effect,战斗中敌人物理防御下降,DUNGEON_EFFECT_EVENT_POSITIVE_DECLINE_DEF_1,,1,3,None,0
,,Effect,战斗中敌人魔法防御下降,DUNGEON_EFFECT_EVENT_POSITIVE_DECLINE_MDEF_1,,1,3,None,0
,,Effect,战斗中敌人物理伤害下降,DUNGEON_EFFECT_EVENT_POSITIVE_DECLINE_PHYSDMG_1,,1,2,None,0
,,Effect,战斗中敌人魔法伤害下降,DUNGEON_EFFECT_EVENT_POSITIVE_DECLINE_MAGICDMG_1,,1,2,None,0
,,Effect,战斗中敌人物理减伤下降,DUNGEON_EFFECT_EVENT_POSITIVE_DECLINE_INCOMINGPHYSDMGREDUCE_1,,1,3,None,0
,,Effect,战斗中敌人魔法减伤下降,DUNGEON_EFFECT_EVENT_POSITIVE_DECLINE_INCOMINGMAGICDMGREDUCE_1,,1,3,None,0
,,Effect,战斗中敌人受到伤害增加,DUNGEON_EFFECT_EVENT_POSITIVE_DECLINE_INCOMINGDMGREDUCE_1,,1,2,None,0
,,Effect,战斗中敌人暴击率下降,DUNGEON_EFFECT_EVENT_POSITIVE_DECLINE_CRT_1,,1,2,None,0
,,Effect,战斗中敌人暴击伤害下降,DUNGEON_EFFECT_EVENT_POSITIVE_DECLINE_CRTDMG_1,,1,1,None,0
,,Effect,战斗中敌人治疗效果下降,DUNGEON_EFFECT_EVENT_POSITIVE_DECLINE_HEALINGEFFECT_1,,1,1,None,0
,,Effect,战斗中敌人技能伤害下降,DUNGEON_EFFECT_EVENT_POSITIVE_DECLINE_SKILLDMG_1,,1,2,None,0
,,Effect,战斗中物理攻击提升,DUNGEON_EFFECT_EVENT_POSITIVE_UP_ATK_1,,1,2,None,0
,,Effect,战斗中魔法攻击提升,DUNGEON_EFFECT_EVENT_POSITIVE_UP_MATK_1,,1,2,None,0
,,Effect,战斗中物理防御提升,DUNGEON_EFFECT_EVENT_POSITIVE_UP_DEF_1,,1,3,None,0
,,Effect,战斗中魔法防御提升,DUNGEON_EFFECT_EVENT_POSITIVE_UP_MDEF_1,,1,3,None,0
,,Effect,战斗中物理伤害提升,DUNGEON_EFFECT_EVENT_POSITIVE_UP_PHYSDMG_1,,1,2,None,0
,,Effect,战斗中魔法伤害提升,DUNGEON_EFFECT_EVENT_POSITIVE_UP_MAGICDMG_1,,1,2,None,0
,,Effect,战斗中物理减伤提升,DUNGEON_EFFECT_EVENT_POSITIVE_UP_INCOMINGPHYSDMGREDUCE_1,,1,3,None,0
,,Effect,战斗中魔法减伤提升,DUNGEON_EFFECT_EVENT_POSITIVE_UP_INCOMINGMAGICDMGREDUCE_1,,1,3,None,0
,,Effect,战斗中受到伤害减少,DUNGEON_EFFECT_EVENT_POSITIVE_UP_INCOMINGDMGREDUCE_1,,1,2,None,0
,,Effect,战斗中暴击率提升,DUNGEON_EFFECT_EVENT_POSITIVE_UP_CRT_1,,1,2,None,0
,,Effect,战斗中暴击伤害提升,DUNGEON_EFFECT_EVENT_POSITIVE_UP_CRTDMG_1,,1,1,None,0
,,Effect,战斗中治疗效果提升,DUNGEON_EFFECT_EVENT_POSITIVE_UP_HEALINGEFFECT_1,,1,1,None,0
,,Effect,战斗中技能伤害提升,DUNGEON_EFFECT_EVENT_POSITIVE_UP_SKILLDMG_1,,1,2,None,0
DUNGEON_LIB_EFFECTLIB_BATTLE_EVENT_GROUP_002,30167,Effect,事件负面随机库-技能恢复变慢,DUNGEON_EFFECT_EVENT_NEGATIVE_DECLINE_SKILL_RECOVERY_1,1,1,1,None,0
,,Effect,战斗中SP点获取变慢,DUNGEON_EFFECT_EVENT_NEGATIVE_DECLINE_SP_OBTAIN_DECLINE_1,,1,1,None,0
,,Effect,战斗中物理攻击下降,DUNGEON_EFFECT_EVENT_NEGATIVE_DECLINE_ATK_1,,1,2,None,0
,,Effect,战斗中魔法攻击下降,DUNGEON_EFFECT_EVENT_NEGATIVE_DECLINE_MATK_1,,1,2,None,0
,,Effect,战斗中物理防御下降,DUNGEON_EFFECT_EVENT_NEGATIVE_DECLINE_DEF_1,,1,3,None,0
,,Effect,战斗中魔法防御下降,DUNGEON_EFFECT_EVENT_NEGATIVE_DECLINE_MDEF_1,,1,3,None,0
,,Effect,战斗中物理伤害下降,DUNGEON_EFFECT_EVENT_NEGATIVE_DECLINE_PHYSDMG_1,,1,2,None,0
,,Effect,战斗中魔法伤害下降,DUNGEON_EFFECT_EVENT_NEGATIVE_DECLINE_MAGICDMG_1,,1,2,None,0
,,Effect,战斗中物理减伤下降,DUNGEON_EFFECT_EVENT_NEGATIVE_DECLINE_INCOMINGPHYSDMGREDUCE_1,,1,3,None,0
,,Effect,战斗中魔法减伤下降,DUNGEON_EFFECT_EVENT_NEGATIVE_DECLINE_INCOMINGMAGICDMGREDUCE_1,,1,3,None,0
,,Effect,战斗中受到伤害增加,DUNGEON_EFFECT_EVENT_NEGATIVE_DECLINE_INCOMINGDMGREDUCE_1,,1,2,None,0
,,Effect,战斗中暴击率下降,DUNGEON_EFFECT_EVENT_NEGATIVE_DECLINE_CRT_1,,1,2,None,0
,,Effect,战斗中暴击伤害下降,DUNGEON_EFFECT_EVENT_NEGATIVE_DECLINE_CRTDMG_1,,1,1,None,0
,,Effect,战斗中治疗效果下降,DUNGEON_EFFECT_EVENT_NEGATIVE_DECLINE_HEALINGEFFECT_1,,1,1,None,0
,,Effect,战斗中技能伤害下降,DUNGEON_EFFECT_EVENT_NEGATIVE_DECLINE_SKILLDMG_1,,1,2,None,0
,,Effect,战斗中敌人物理攻击提升,DUNGEON_EFFECT_EVENT_NEGATIVE_UP_ATK_1,,1,2,None,0
,,Effect,战斗中敌人魔法攻击提升,DUNGEON_EFFECT_EVENT_NEGATIVE_UP_MATK_1,,1,2,None,0
,,Effect,战斗中敌人物理防御提升,DUNGEON_EFFECT_EVENT_NEGATIVE_UP_DEF_1,,1,3,None,0
,,Effect,战斗中敌人魔法防御提升,DUNGEON_EFFECT_EVENT_NEGATIVE_UP_MDEF_1,,1,3,None,0
,,Effect,战斗中敌人物理伤害提升,DUNGEON_EFFECT_EVENT_NEGATIVE_UP_PHYSDMG_1,,1,2,None,0
,,Effect,战斗中敌人魔法伤害提升,DUNGEON_EFFECT_EVENT_NEGATIVE_UP_MAGICDMG_1,,1,2,None,0
,,Effect,战斗中敌人物理减伤提升,DUNGEON_EFFECT_EVENT_NEGATIVE_UP_INCOMINGPHYSDMGREDUCE_1,,1,3,None,0
,,Effect,战斗中敌人魔法减伤提升,DUNGEON_EFFECT_EVENT_NEGATIVE_UP_INCOMINGMAGICDMGREDUCE_1,,1,3,None,0
,,Effect,战斗中敌人受到伤害减少,DUNGEON_EFFECT_EVENT_NEGATIVE_UP_INCOMINGDMGREDUCE_1,,1,2,None,0
,,Effect,战斗中敌人暴击率提升,DUNGEON_EFFECT_EVENT_NEGATIVE_UP_CRT_1,,1,2,None,0
,,Effect,战斗中敌人暴击伤害提升,DUNGEON_EFFECT_EVENT_NEGATIVE_UP_CRTDMG_1,,1,1,None,0
,,Effect,战斗中敌人治疗效果提升,DUNGEON_EFFECT_EVENT_NEGATIVE_UP_HEALINGEFFECT_1,,1,1,None,0
,,Effect,战斗中敌人技能伤害提升,DUNGEON_EFFECT_EVENT_NEGATIVE_UP_SKILLDMG_1,,1,2,None,0
DUNGEON_LIB_EFFECTLIB_BATTLE_EVENT_GROUP_003,30168,Effect,事件全部随机库-技能恢复变慢,DUNGEON_EFFECT_EVENT_NEGATIVE_DECLINE_SKILL_RECOVERY_1,1,1,1,None,0
,,Effect,战斗中SP点获取变慢,DUNGEON_EFFECT_EVENT_NEGATIVE_DECLINE_SP_OBTAIN_DECLINE_1,,1,1,None,0
,,Effect,战斗中物理攻击下降,DUNGEON_EFFECT_EVENT_NEGATIVE_DECLINE_ATK_1,,1,2,None,0
,,Effect,战斗中魔法攻击下降,DUNGEON_EFFECT_EVENT_NEGATIVE_DECLINE_MATK_1,,1,2,None,0
,,Effect,战斗中物理防御下降,DUNGEON_EFFECT_EVENT_NEGATIVE_DECLINE_DEF_1,,1,3,None,0
,,Effect,战斗中魔法防御下降,DUNGEON_EFFECT_EVENT_NEGATIVE_DECLINE_MDEF_1,,1,3,None,0
,,Effect,战斗中物理伤害下降,DUNGEON_EFFECT_EVENT_NEGATIVE_DECLINE_PHYSDMG_1,,1,2,None,0
,,Effect,战斗中魔法伤害下降,DUNGEON_EFFECT_EVENT_NEGATIVE_DECLINE_MAGICDMG_1,,1,2,None,0
,,Effect,战斗中物理减伤下降,DUNGEON_EFFECT_EVENT_NEGATIVE_DECLINE_INCOMINGPHYSDMGREDUCE_1,,1,3,None,0
,,Effect,战斗中魔法减伤下降,DUNGEON_EFFECT_EVENT_NEGATIVE_DECLINE_INCOMINGMAGICDMGREDUCE_1,,1,3,None,0
,,Effect,战斗中受到伤害增加,DUNGEON_EFFECT_EVENT_NEGATIVE_DECLINE_INCOMINGDMGREDUCE_1,,1,2,None,0
,,Effect,战斗中暴击率下降,DUNGEON_EFFECT_EVENT_NEGATIVE_DECLINE_CRT_1,,1,2,None,0
,,Effect,战斗中暴击伤害下降,DUNGEON_EFFECT_EVENT_NEGATIVE_DECLINE_CRTDMG_1,,1,1,None,0
,,Effect,战斗中治疗效果下降,DUNGEON_EFFECT_EVENT_NEGATIVE_DECLINE_HEALINGEFFECT_1,,1,1,None,0
,,Effect,战斗中技能伤害下降,DUNGEON_EFFECT_EVENT_NEGATIVE_DECLINE_SKILLDMG_1,,1,2,None,0
,,Effect,战斗中敌人物理攻击提升,DUNGEON_EFFECT_EVENT_NEGATIVE_UP_ATK_1,,1,2,None,0
,,Effect,战斗中敌人魔法攻击提升,DUNGEON_EFFECT_EVENT_NEGATIVE_UP_MATK_1,,1,2,None,0
,,Effect,战斗中敌人物理防御提升,DUNGEON_EFFECT_EVENT_NEGATIVE_UP_DEF_1,,1,3,None,0
,,Effect,战斗中敌人魔法防御提升,DUNGEON_EFFECT_EVENT_NEGATIVE_UP_MDEF_1,,1,3,None,0
,,Effect,战斗中敌人物理伤害提升,DUNGEON_EFFECT_EVENT_NEGATIVE_UP_PHYSDMG_1,,1,2,None,0
,,Effect,战斗中敌人魔法伤害提升,DUNGEON_EFFECT_EVENT_NEGATIVE_UP_MAGICDMG_1,,1,2,None,0
,,Effect,战斗中敌人物理减伤提升,DUNGEON_EFFECT_EVENT_NEGATIVE_UP_INCOMINGPHYSDMGREDUCE_1,,1,3,None,0
,,Effect,战斗中敌人魔法减伤提升,DUNGEON_EFFECT_EVENT_NEGATIVE_UP_INCOMINGMAGICDMGREDUCE_1,,1,3,None,0
,,Effect,战斗中敌人受到伤害减少,DUNGEON_EFFECT_EVENT_NEGATIVE_UP_INCOMINGDMGREDUCE_1,,1,2,None,0
,,Effect,战斗中敌人暴击率提升,DUNGEON_EFFECT_EVENT_NEGATIVE_UP_CRT_1,,1,2,None,0
,,Effect,战斗中敌人暴击伤害提升,DUNGEON_EFFECT_EVENT_NEGATIVE_UP_CRTDMG_1,,1,1,None,0
,,Effect,战斗中敌人治疗效果提升,DUNGEON_EFFECT_EVENT_NEGATIVE_UP_HEALINGEFFECT_1,,1,1,None,0
,,Effect,战斗中敌人技能伤害提升,DUNGEON_EFFECT_EVENT_NEGATIVE_UP_SKILLDMG_1,,1,2,None,0
,,Effect,战斗中敌人技能恢复变慢,DUNGEON_EFFECT_EVENT_POSITIVE_DECLINE_SKILL_RECOVERY_1,,1,1,None,0
,,Effect,战斗中敌人SP点获取变慢,DUNGEON_EFFECT_EVENT_POSITIVE_DECLINE_SP_OBTAIN_DECLINE_1,,1,1,None,0
,,Effect,战斗中敌人物理攻击下降,DUNGEON_EFFECT_EVENT_POSITIVE_DECLINE_ATK_1,,1,2,None,0
,,Effect,战斗中敌人魔法攻击下降,DUNGEON_EFFECT_EVENT_POSITIVE_DECLINE_MATK_1,,1,2,None,0
,,Effect,战斗中敌人物理防御下降,DUNGEON_EFFECT_EVENT_POSITIVE_DECLINE_DEF_1,,1,3,None,0
,,Effect,战斗中敌人魔法防御下降,DUNGEON_EFFECT_EVENT_POSITIVE_DECLINE_MDEF_1,,1,3,None,0
,,Effect,战斗中敌人物理伤害下降,DUNGEON_EFFECT_EVENT_POSITIVE_DECLINE_PHYSDMG_1,,1,2,None,0
,,Effect,战斗中敌人魔法伤害下降,DUNGEON_EFFECT_EVENT_POSITIVE_DECLINE_MAGICDMG_1,,1,2,None,0
,,Effect,战斗中敌人物理减伤下降,DUNGEON_EFFECT_EVENT_POSITIVE_DECLINE_INCOMINGPHYSDMGREDUCE_1,,1,3,None,0
,,Effect,战斗中敌人魔法减伤下降,DUNGEON_EFFECT_EVENT_POSITIVE_DECLINE_INCOMINGMAGICDMGREDUCE_1,,1,3,None,0
,,Effect,战斗中敌人受到伤害增加,DUNGEON_EFFECT_EVENT_POSITIVE_DECLINE_INCOMINGDMGREDUCE_1,,1,2,None,0
,,Effect,战斗中敌人暴击率下降,DUNGEON_EFFECT_EVENT_POSITIVE_DECLINE_CRT_1,,1,2,None,0
,,Effect,战斗中敌人暴击伤害下降,DUNGEON_EFFECT_EVENT_POSITIVE_DECLINE_CRTDMG_1,,1,1,None,0
,,Effect,战斗中敌人治疗效果下降,DUNGEON_EFFECT_EVENT_POSITIVE_DECLINE_HEALINGEFFECT_1,,1,1,None,0
,,Effect,战斗中敌人技能伤害下降,DUNGEON_EFFECT_EVENT_POSITIVE_DECLINE_SKILLDMG_1,,1,2,None,0
,,Effect,战斗中物理攻击提升,DUNGEON_EFFECT_EVENT_POSITIVE_UP_ATK_1,,1,2,None,0
,,Effect,战斗中魔法攻击提升,DUNGEON_EFFECT_EVENT_POSITIVE_UP_MATK_1,,1,2,None,0
,,Effect,战斗中物理防御提升,DUNGEON_EFFECT_EVENT_POSITIVE_UP_DEF_1,,1,3,None,0
,,Effect,战斗中魔法防御提升,DUNGEON_EFFECT_EVENT_POSITIVE_UP_MDEF_1,,1,3,None,0
,,Effect,战斗中物理伤害提升,DUNGEON_EFFECT_EVENT_POSITIVE_UP_PHYSDMG_1,,1,2,None,0
,,Effect,战斗中魔法伤害提升,DUNGEON_EFFECT_EVENT_POSITIVE_UP_MAGICDMG_1,,1,2,None,0
,,Effect,战斗中物理减伤提升,DUNGEON_EFFECT_EVENT_POSITIVE_UP_INCOMINGPHYSDMGREDUCE_1,,1,3,None,0
