_ID,_VALUE,#ManualTips:string,ManualMapInfo:string[][],PortalEventLib:id[],PortalLayer:int[],PortalTarget:id[],ManualEnemyMonsterLib:id[],ManualEnemySpecialEffectLib:id[],ManualEnemyMVP:bool[],ManualKeyInfo:int[],ManualItemLib:id[],ManualEventLib:id[],ManualDefaultOpenInfo:string[][],ManualEnemyMonsterNum:int[],ManualEnemyMonsterNumMVP:int[],MonsterAttrLevel:int[],MonsterStar:int[],MonsterHpRate:int[],MonsterAttackRate:int[],ScrollStar:int[],ScrollHpRate:int[],ScrollAttackRate:int[],UsedMonsterAttrLevel:int[],UsedMonsterStar:int[],UsedMonsterHpRate:int[],UsedMonsterAttackRate:int[],UsedScrollStar:int[],UsedScrollHpRate:int[],UsedScrollAttackRate:int[]
,,,,,,,DUNGEON_LIB_DESERT_MONSTER_GROUP_004,None,FALSE,0,DUNGEON_LIB_ITEMLIB_GROUP_001,,,5,5,300,10,3400,540,10,1700,240,220,11,4810,760,9,2400,340
,,,,,,,,,,,DUNGEON_LIB_ITEMLIB_GROUP_001,,,5,5,300,10,3400,540,10,1700,240,220,11,4810,760,9,2400,340
,,,,,,,,,,,DUNGEON_LIB_ITEMLIB_GROUP_001,,,5,5,300,10,3400,540,10,1700,240,220,11,4810,760,9,2400,340
,,,,,,,,,,,DUNGEON_LIB_ITEMLIB_GROUP_001,,,5,5,300,10,3400,540,10,1700,240,220,11,4810,760,9,2400,340
DUNGEON_MAGICFOREST_MANUAL_GENERATE_TEMPLATE_ORDINARY_001,15001,迷幻森林上普通手动第5层,I#E#B#N#M,,,,DUNGEON_LIB_MAGICFOREST2_BOSS_DESERT_01,DUNGEON_LIB_EFFECT_THEME_MAGICFOREST_ABILITY_INFERNAL_BOSS_001,TRUE,1,DUNGEON_LIB_ITEMLIB_GROUP_001,DUNGEON_LIB_EVENT_THEME_MAGICFOREST_DOCTOR_OWL_02,F|F|F|T|T,5,1,90,5,200,100,4,160,100,200,10,320,160,8,250,160
,,,N#M#B#N#N,,,,DUNGEON_LIB_DESERT_MONSTER_GROUP_001,None,FALSE,0,DUNGEON_LIB_ITEMLIB_GROUP_001,DUNGEON_LIB_EVENTLIB_GLACIER_GROUP_001,F|F|F|T|T,5,5,90,5,200,100,4,160,100,200,10,320,160,8,250,160
,,,E#G#M#E#G,,,,DUNGEON_LIB_DESERT_MONSTER_GROUP_001,None,FALSE,0,DUNGEON_LIB_ITEMLIB_GROUP_001,DUNGEON_LIB_EVENTLIB_GLACIER_GROUP_001,F|F|F|F|F,5,5,90,5,200,100,3,160,100,200,10,320,160,8,250,160
,,,M#B#B#B#B,,,,DUNGEON_LIB_DESERT_MONSTER_GROUP_001,None,FALSE,0,,,F|F|F|F|F,5,5,90,5,200,100,3,160,100,200,10,320,160,8,250,160
,,,N#G#M#N#O,,,,DUNGEON_LIB_DESERT_MONSTER_GROUP_001,None,FALSE,0,,,F|F|F|F|F,5,5,90,5,200,100,3,160,100,200,10,320,160,8,250,160
DUNGEON_MAGICFOREST_MANUAL_GENERATE_TEMPLATE_ORDINARY_002,15002,迷幻森林上普通手动第10层,M#N#N#B#N#M,,,,DUNGEON_LIB_DESERT_MONSTER_GROUP_002,None,FALSE,0,DUNGEON_LIB_ITEMLIB_GROUP_001,DUNGEON_LIB_EVENTLIB_GLACIER_GROUP_001,F|F|F|F|F|T,5,5,115,5,550,120,5,350,100,220,11,870,190,9,550,160
,,,N#B#E#M#G#N,,,,DUNGEON_LIB_MAGICFOREST2_BOSS_DESERT_02,DUNGEON_LIB_EFFECT_THEME_MAGICFOREST_ABILITY_INFERNAL_BOSS_002,TRUE,1,DUNGEON_LIB_ITEMLIB_GROUP_001,DUNGEON_LIB_EVENTLIB_GLACIER_GROUP_001,F|F|F|T|F|F,5,1,115,5,550,120,5,350,100,220,11,870,190,9,550,160
,,,N#B#G#B#M#B,,,,DUNGEON_LIB_DESERT_MONSTER_GROUP_002,None,FALSE,0,DUNGEON_LIB_ITEMLIB_GROUP_001,DUNGEON_LIB_EVENT_THEME_MAGICFOREST_DOCTOR_OWL_02,F|F|F|F|T|F,5,5,115,5,550,120,5,350,100,220,11,870,190,9,550,160
,,,G#B#O#G#E#N,,,,DUNGEON_LIB_DESERT_MONSTER_GROUP_002,None,FALSE,0,DUNGEON_LIB_ITEMLIB_GROUP_001,,F|F|F|F|F|F,5,5,115,5,550,120,5,350,100,220,11,870,190,9,550,160
,,,N#E#B#B#B#N,,,,DUNGEON_LIB_DESERT_MONSTER_GROUP_002,None,FALSE,0,DUNGEON_LIB_ITEMLIB_GROUP_001,,F|F|F|F|F|F,5,5,115,5,550,120,5,350,100,220,11,870,190,9,550,160
,,,I#N#G#N#N#M,,,,,,,,,,F|F|F|F|F|F,5,5,115,5,550,120,5,350,100,220,11,870,190,9,550,160
DUNGEON_MAGICFOREST_MANUAL_GENERATE_TEMPLATE_ORDINARY_003,15003,迷幻森林上普通手动第15层,M#N#N#N#N#M,,,,DUNGEON_LIB_DESERT_MONSTER_GROUP_003,None,FALSE,0,DUNGEON_LIB_ITEMLIB_GROUP_001,DUNGEON_LIB_EVENT_THEME_MAGICFOREST_DOCTOR_OWL_02,T|F|F|F|F|T,5,5,140,7,1250,200,6,650,110,240,12,1980,320,9,1030,170
,,,G#B#G#G#B#G,,,,DUNGEON_LIB_DESERT_MONSTER_GROUP_003,None,FALSE,0,DUNGEON_LIB_ITEMLIB_GROUP_001,DUNGEON_LIB_EVENTLIB_GLACIER_GROUP_001,F|F|F|F|F|F,5,5,140,7,1250,200,6,650,110,240,12,1980,320,9,1030,170
,,,N#E#B#B#O#N,,,,DUNGEON_LIB_MAGICFOREST2_BOSS_DESERT_03,DUNGEON_LIB_EFFECT_THEME_MAGICFOREST_ABILITY_INFERNAL_BOSS_003,TRUE,1,DUNGEON_LIB_ITEMLIB_GROUP_001,DUNGEON_LIB_EVENTLIB_GLACIER_GROUP_001,F|F|F|F|F|F,5,1,140,7,1250,200,6,650,110,240,12,1980,320,9,1030,170
,,,N#I#B#B#M#N,,,,DUNGEON_LIB_DESERT_MONSTER_GROUP_003,None,FALSE,0,DUNGEON_LIB_ITEMLIB_GROUP_001,,F|F|F|F|F|F,5,5,140,7,1250,200,6,650,110,240,12,1980,320,9,1030,170
,,,G#B#E#E#B#G,,,,DUNGEON_LIB_DESERT_MONSTER_GROUP_003,None,FALSE,0,DUNGEON_LIB_ITEMLIB_GROUP_001,,F|F|F|F|F|F,5,5,140,7,1250,200,6,650,110,240,12,1980,320,9,1030,170
,,,M#N#N#N#N#M,,,,,,,,DUNGEON_LIB_ITEMLIB_GROUP_001,,T|F|F|F|F|T,5,5,140,7,1250,200,6,650,110,240,12,1980,320,9,1030,170
DUNGEON_MAGICFOREST_MANUAL_GENERATE_TEMPLATE_ORDINARY_004,15004,迷幻森林上普通手动第20层,O#B#N#M#G#E#I,,,,DUNGEON_LIB_DESERT_MONSTER_GROUP_004,None,FALSE,0,DUNGEON_LIB_ITEMLIB_GROUP_001,DUNGEON_LIB_EVENT_THEME_MAGICFOREST_DOCTOR_OWL_02,F|F|F|F|F|F|F,5,5,180,8,2040,340,8,1020,170,260,13,3230,540,10,1610,270
,,,M#B#N#B#N#B#N,,,,DUNGEON_LIB_MAGICFOREST2_BOSS_DESERT_04,DUNGEON_LIB_EFFECT_THEME_MAGICFOREST_ABILITY_INFERNAL_BOSS_004,TRUE,1,DUNGEON_LIB_ITEMLIB_GROUP_001,DUNGEON_LIB_EVENTLIB_GLACIER_GROUP_001,F|F|F|F|F|F|F,5,1,180,8,2040,340,8,1020,170,260,13,3230,540,10,1610,270
,,,G#B#G#B#G#B#G,,,,DUNGEON_LIB_DESERT_MONSTER_GROUP_004,None,FALSE,0,DUNGEON_LIB_ITEMLIB_GROUP_001,DUNGEON_LIB_EVENTLIB_GLACIER_GROUP_001,F|F|F|F|F|F|F,5,5,180,8,2040,340,8,1020,170,260,13,3230,540,10,1610,270
,,,N#B#M#B#M#B#M,,,,DUNGEON_LIB_DESERT_MONSTER_GROUP_004,None,FALSE,0,DUNGEON_LIB_ITEMLIB_GROUP_001,DUNGEON_LIB_EVENTLIB_GLACIER_GROUP_001,F|F|F|F|F|F|F,5,5,180,8,2040,340,8,1020,170,260,13,3230,540,10,1610,270
,,,E#B#E#B#E#B#E,,,,DUNGEON_LIB_DESERT_MONSTER_GROUP_004,None,FALSE,0,DUNGEON_LIB_ITEMLIB_GROUP_001,DUNGEON_LIB_EVENTLIB_GLACIER_GROUP_001,F|F|F|F|F|F|F,5,5,180,8,2040,340,8,1020,170,260,13,3230,540,10,1610,270
,,,N#B#N#B#N#B#N,,,,DUNGEON_LIB_DESERT_MONSTER_GROUP_004,None,FALSE,0,DUNGEON_LIB_ITEMLIB_GROUP_001,,F|F|F|F|F|F|F,5,5,180,8,2040,340,8,1020,170,260,13,3230,540,10,1610,270
,,,N#M#G#B#N#M#N,,,,DUNGEON_LIB_DESERT_MONSTER_GROUP_004,None,FALSE,0,,,F|F|F|F|F|F|F,5,5,180,8,2040,340,8,1020,170,260,13,3230,540,10,1610,270
DUNGEON_MAGICFOREST_MANUAL_GENERATE_TEMPLATE_INFERNAL_001,16001,迷幻森林上地狱手动第5层,I#E#B#N#M,,,,DUNGEON_LIB_MAGICFOREST2_BOSS_DESERT_05,DUNGEON_LIB_EFFECT_THEME_MAGICFOREST_ABILITY_INFERNAL_BOSS_005,TRUE,1,DUNGEON_LIB_ITEMLIB_GROUP_001,DUNGEON_LIB_EVENT_THEME_MAGICFOREST_DOCTOR_OWL_02,F|F|F|T|T,5,1,180,9,510,200,9,260,100,200,10,810,320,8,410,160
,,,N#M#B#N#N,,,,DUNGEON_LIB_DESERT_MONSTER_GROUP_001,None,FALSE,0,DUNGEON_LIB_ITEMLIB_GROUP_001,DUNGEON_LIB_EVENTLIB_GLACIER_GROUP_001,F|F|F|T|T,5,5,180,9,510,200,9,260,100,200,10,810,320,8,410,160
,,,E#G#M#E#G,,,,DUNGEON_LIB_DESERT_MONSTER_GROUP_001,None,FALSE,0,DUNGEON_LIB_ITEMLIB_GROUP_001,DUNGEON_LIB_EVENTLIB_GLACIER_GROUP_001,F|F|F|F|F,5,5,180,9,510,200,9,260,100,200,10,810,320,8,410,160
,,,M#B#B#B#B,,,,DUNGEON_LIB_DESERT_MONSTER_GROUP_001,None,FALSE,0,,,F|F|F|F|F,5,5,180,9,510,200,9,260,100,200,10,810,320,8,410,160
,,,N#G#M#N#O,,,,DUNGEON_LIB_DESERT_MONSTER_GROUP_001,None,FALSE,0,,,F|F|F|F|F,5,5,180,9,510,200,9,260,100,200,10,810,320,8,410,160
DUNGEON_MAGICFOREST_MANUAL_GENERATE_TEMPLATE_INFERNAL_002,16002,迷幻森林上地狱手动第10层,M#N#N#B#N#M,,,,DUNGEON_LIB_DESERT_MONSTER_GROUP_002,None,FALSE,0,DUNGEON_LIB_ITEMLIB_GROUP_001,DUNGEON_LIB_EVENTLIB_GLACIER_GROUP_001,F|F|F|F|F|T,5,5,205,10,1130,240,10,580,100,220,11,1790,380,9,920,160
,,,N#B#E#M#G#N,,,,DUNGEON_LIB_MAGICFOREST2_BOSS_DESERT_06,DUNGEON_LIB_EFFECT_THEME_MAGICFOREST_ABILITY_INFERNAL_BOSS_006,TRUE,1,DUNGEON_LIB_ITEMLIB_GROUP_001,DUNGEON_LIB_EVENTLIB_GLACIER_GROUP_001,F|F|F|T|F|F,5,1,205,10,1130,240,10,580,100,220,11,1790,380,9,920,160
,,,N#B#G#B#M#B,,,,DUNGEON_LIB_DESERT_MONSTER_GROUP_002,None,FALSE,0,DUNGEON_LIB_ITEMLIB_GROUP_001,DUNGEON_LIB_EVENT_THEME_MAGICFOREST_DOCTOR_OWL_02,F|F|F|F|T|F,5,5,205,10,1130,240,10,580,100,220,11,1790,380,9,920,160
,,,G#B#O#G#E#N,,,,DUNGEON_LIB_DESERT_MONSTER_GROUP_002,None,FALSE,0,DUNGEON_LIB_ITEMLIB_GROUP_001,,F|F|F|F|F|F,5,5,205,10,1130,240,10,580,100,220,11,1790,380,9,920,160
,,,N#E#B#B#B#N,,,,DUNGEON_LIB_DESERT_MONSTER_GROUP_002,None,FALSE,0,DUNGEON_LIB_ITEMLIB_GROUP_001,,F|F|F|F|F|F,5,5,205,10,1130,240,10,580,100,220,11,1790,380,9,920,160
,,,I#N#G#N#N#M,,,,,,,,,,F|F|F|F|F|F,5,5,205,10,1130,240,10,580,100,220,11,1790,380,9,920,160
DUNGEON_MAGICFOREST_MANUAL_GENERATE_TEMPLATE_INFERNAL_003,16003,迷幻森林上地狱手动第15层,M#N#N#N#N#M,,,,DUNGEON_LIB_DESERT_MONSTER_GROUP_003,None,FALSE,0,DUNGEON_LIB_ITEMLIB_GROUP_001,DUNGEON_LIB_EVENT_THEME_MAGICFOREST_DOCTOR_OWL_02,T|F|F|F|F|T,5,5,235,10,2180,340,10,1100,160,240,12,3450,540,9,1740,250
,,,G#B#G#G#B#G,,,,DUNGEON_LIB_DESERT_MONSTER_GROUP_003,None,FALSE,0,DUNGEON_LIB_ITEMLIB_GROUP_001,DUNGEON_LIB_EVENTLIB_GLACIER_GROUP_001,F|F|F|F|F|F,5,5,235,10,2180,340,10,1100,160,240,12,3450,540,9,1740,250
,,,N#E#B#B#O#N,,,,DUNGEON_LIB_MAGICFOREST2_BOSS_DESERT_07,DUNGEON_LIB_EFFECT_THEME_MAGICFOREST_ABILITY_INFERNAL_BOSS_007,TRUE,1,DUNGEON_LIB_ITEMLIB_GROUP_001,DUNGEON_LIB_EVENTLIB_GLACIER_GROUP_001,F|F|F|F|F|F,5,1,235,10,2180,340,10,1100,160,240,12,3450,540,9,1740,250
,,,N#I#B#B#M#N,,,,DUNGEON_LIB_DESERT_MONSTER_GROUP_003,None,FALSE,0,DUNGEON_LIB_ITEMLIB_GROUP_001,,F|F|F|F|F|F,5,5,235,10,2180,340,10,1100,160,240,12,3450,540,9,1740,250
,,,G#B#E#E#B#G,,,,DUNGEON_LIB_DESERT_MONSTER_GROUP_003,None,FALSE,0,DUNGEON_LIB_ITEMLIB_GROUP_001,,F|F|F|F|F|F,5,5,235,10,2180,340,10,1100,160,240,12,3450,540,9,1740,250
,,,M#N#N#N#N#M,,,,,,,,DUNGEON_LIB_ITEMLIB_GROUP_001,,T|F|F|F|F|T,5,5,235,10,2180,340,10,1100,160,240,12,3450,540,9,1740,250
DUNGEON_MAGICFOREST_MANUAL_GENERATE_TEMPLATE_INFERNAL_004,16004,迷幻森林上地狱手动第20层,O#B#N#M#G#E#I,,,,DUNGEON_LIB_DESERT_MONSTER_GROUP_004,None,FALSE,0,DUNGEON_LIB_ITEMLIB_GROUP_001,DUNGEON_LIB_EVENT_THEME_MAGICFOREST_DOCTOR_OWL_02,F|F|F|F|F|F|F,5,5,300,10,3400,540,10,1700,240,260,13,5380,850,10,2690,380
,,,M#B#N#B#N#B#N,,,,DUNGEON_LIB_MAGICFOREST2_BOSS_DESERT_08,DUNGEON_LIB_EFFECT_THEME_MAGICFOREST_ABILITY_INFERNAL_BOSS_008,TRUE,1,DUNGEON_LIB_ITEMLIB_GROUP_001,DUNGEON_LIB_EVENTLIB_GLACIER_GROUP_001,F|F|F|F|F|F|F,5,1,300,10,3400,540,10,1700,240,260,13,5380,850,10,2690,380
,,,G#B#G#B#G#B#G,,,,DUNGEON_LIB_DESERT_MONSTER_GROUP_004,None,FALSE,0,DUNGEON_LIB_ITEMLIB_GROUP_001,DUNGEON_LIB_EVENTLIB_GLACIER_GROUP_001,F|F|F|F|F|F|F,5,5,300,10,3400,540,10,1700,240,260,13,5380,850,10,2690,380
,,,N#B#M#B#M#B#M,,,,DUNGEON_LIB_DESERT_MONSTER_GROUP_004,None,FALSE,0,DUNGEON_LIB_ITEMLIB_GROUP_001,DUNGEON_LIB_EVENTLIB_GLACIER_GROUP_001,F|F|F|F|F|F|F,5,5,300,10,3400,540,10,1700,240,260,13,5380,850,10,2690,380
,,,E#B#E#B#E#B#E,,,,DUNGEON_LIB_DESERT_MONSTER_GROUP_004,None,FALSE,0,DUNGEON_LIB_ITEMLIB_GROUP_001,DUNGEON_LIB_EVENTLIB_GLACIER_GROUP_001,F|F|F|F|F|F|F,5,5,300,10,3400,540,10,1700,240,260,13,5380,850,10,2690,380
,,,N#B#N#B#N#B#N,,,,DUNGEON_LIB_DESERT_MONSTER_GROUP_004,None,FALSE,0,DUNGEON_LIB_ITEMLIB_GROUP_001,,F|F|F|F|F|F|F,5,5,300,10,3400,540,10,1700,240,260,13,5380,850,10,2690,380
,,,N#M#G#B#N#M#N,,,,DUNGEON_LIB_DESERT_MONSTER_GROUP_004,None,FALSE,0,,,F|F|F|F|F|F|F,5,5,300,10,3400,540,10,1700,240,260,13,5380,850,10,2690,380
DUNGEON_MAGICFOREST_2_MANUAL_GENERATE_TEMPLATE_ORDINARY_001,17001,迷幻森林下普通手动第5层,E#B#I#N#G,,,,DUNGEON_LIB_DESERT_MONSTER_GROUP_001,None,FALSE,0,DUNGEON_LIB_ITEMLIB_GROUP_001,DUNGEON_LIB_EVENTLIB_GLACIER_GROUP_001,F|F|F|F|F,5,5,90,5,240,100,4,200,100,220,11,420,170,9,350,170
,,,N#G#B#E#N,,,,DUNGEON_LIB_DESERT_MONSTER_GROUP_001,None,FALSE,0,DUNGEON_LIB_ITEMLIB_027,DUNGEON_LIB_EVENT_THEME_MAGICFOREST_DOCTOR_OWL_03,F|F|F|F|F,5,5,90,5,240,100,4,200,100,220,11,420,170,9,350,170
,,,M#N#E#N#M,,,,DUNGEON_LIB_MAGICFOREST_2_BOSS_DESERT_01,DUNGEON_LIB_EFFECT_THEME_MAGICFOREST_2_ABILITY_BOSS_001,TRUE,1,DUNGEON_LIB_ITEMLIB_GROUP_001,DUNGEON_LIB_EVENTLIB_GLACIER_GROUP_001,F|F|F|F|F,5,1,90,5,240,100,3,200,100,220,11,420,170,9,350,170
,,,N#B#B#O#N,,,,,,,,DUNGEON_LIB_ITEMLIB_GROUP_001,,F|F|F|F|F,5,5,90,5,240,100,3,200,100,220,11,420,170,9,350,170
,,,G#N#M#B#G,,,,,,,,,,F|F|T|F|F,5,5,90,5,240,100,3,200,100,220,11,420,170,9,350,170
DUNGEON_MAGICFOREST_2_MANUAL_GENERATE_TEMPLATE_ORDINARY_002,17002,迷幻森林下普通手动第10层,N#E#N#G#E#N,,,,DUNGEON_LIB_DESERT_MONSTER_GROUP_002,None,FALSE,0,DUNGEON_LIB_ITEMLIB_GROUP_001,DUNGEON_LIB_EVENTLIB_GLACIER_GROUP_001,F|F|F|F|F|F,5,5,115,5,670,140,5,420,100,240,12,1160,240,9,730,170
,,,M#B#B#G#B#M,,,,DUNGEON_LIB_DESERT_MONSTER_GROUP_002,None,FALSE,0,DUNGEON_LIB_ITEMLIB_027,DUNGEON_LIB_EVENTLIB_GLACIER_GROUP_001,F|F|F|F|F|F,5,5,115,5,670,140,5,420,100,240,12,1160,240,9,730,170
,,,G#N#O#B#N#G,,,,DUNGEON_LIB_DESERT_MONSTER_GROUP_002,None,FALSE,0,DUNGEON_LIB_ITEMLIB_GROUP_001,DUNGEON_LIB_EVENTLIB_GLACIER_GROUP_001,F|F|F|F|F|F,5,5,115,5,670,140,5,420,100,240,12,1160,240,9,730,170
,,,M#E#N#E#M#N,,,,DUNGEON_LIB_DESERT_MONSTER_GROUP_002,None,FALSE,0,DUNGEON_LIB_ITEMLIB_GROUP_001,DUNGEON_LIB_EVENT_THEME_MAGICFOREST_DOCTOR_OWL_03,F|F|F|F|F|F,5,5,115,5,670,140,5,420,100,240,12,1160,240,9,730,170
,,,N#G#G#B#N#N,,,,DUNGEON_LIB_MAGICFOREST_2_BOSS_DESERT_02,DUNGEON_LIB_EFFECT_THEME_MAGICFOREST_2_ABILITY_BOSS_002,TRUE,1,DUNGEON_LIB_ITEMLIB_GROUP_001,,F|F|F|F|F|F,5,5,115,5,670,140,5,420,100,240,12,1160,240,9,730,170
,,,N#N#M#B#N#I,,,,,,,,DUNGEON_LIB_ITEMLIB_GROUP_001,,F|F|T|F|F|F,5,5,115,5,670,140,5,420,100,240,12,1160,240,9,730,170
DUNGEON_MAGICFOREST_2_MANUAL_GENERATE_TEMPLATE_ORDINARY_003,17003,迷幻森林下普通手动第15层,N#M#N#N#M#N,,,,DUNGEON_LIB_DESERT_MONSTER_GROUP_003,None,FALSE,0,DUNGEON_LIB_ITEMLIB_GROUP_001,DUNGEON_LIB_EVENTLIB_GLACIER_GROUP_001,F|F|F|F|F|F,5,5,140,7,1530,240,6,790,130,260,13,2650,420,10,1370,230
,,,E#B#N#B#B#G,,,,DUNGEON_LIB_DESERT_MONSTER_GROUP_003,None,FALSE,0,DUNGEON_LIB_ITEMLIB_027,DUNGEON_LIB_EVENTLIB_GLACIER_GROUP_001,F|F|F|F|F|F,5,5,140,7,1530,240,6,790,130,260,13,2650,420,10,1370,230
,,,N#B#M#N#E#N,,,,DUNGEON_LIB_DESERT_MONSTER_GROUP_003,None,FALSE,0,DUNGEON_LIB_ITEMLIB_GROUP_001,DUNGEON_LIB_EVENTLIB_GLACIER_GROUP_001,F|F|F|F|F|F,5,5,140,7,1530,240,6,790,130,260,13,2650,420,10,1370,230
,,,E#E#B#B#B#M,,,,DUNGEON_LIB_DESERT_MONSTER_GROUP_003,None,FALSE,0,DUNGEON_LIB_ITEMLIB_GROUP_001,DUNGEON_LIB_EVENT_THEME_MAGICFOREST_DOCTOR_OWL_03,F|F|F|F|F|F,5,5,140,7,1530,240,6,790,130,260,13,2650,420,10,1370,230
,,,N#B#M#N#N#N,,,,DUNGEON_LIB_MAGICFOREST_2_BOSS_DESERT_03,DUNGEON_LIB_EFFECT_THEME_MAGICFOREST_2_ABILITY_BOSS_003,TRUE,1,DUNGEON_LIB_ITEMLIB_GROUP_001,DUNGEON_LIB_EVENTLIB_GLACIER_GROUP_001,F|F|T|F|F|F,5,5,140,7,1530,240,6,790,130,260,13,2650,420,10,1370,230
,,,I#B#O#N#N#E,,,,,,,,,,F|F|F|F|F|F,5,5,140,7,1530,240,6,790,130,260,13,2650,420,10,1370,230
DUNGEON_MAGICFOREST_2_MANUAL_GENERATE_TEMPLATE_ORDINARY_004,17004,迷幻森林下普通手动第20层,M#B#E#O#E#B#M,,,,DUNGEON_LIB_DESERT_MONSTER_GROUP_004,DUNGEON_LIB_EFFECT_THEME_MAGICFOREST_2_ABILITY_001,FALSE,0,DUNGEON_LIB_ITEMLIB_GROUP_001,DUNGEON_LIB_EVENT_THEME_MAGICFOREST_DOCTOR_OWL_03,T|F|F|F|F|F|T,5,3,180,8,2500,420,8,1250,210,280,14,4330,730,11,2170,360
,,,N#B#G#I#G#B#N,,,,DUNGEON_LIB_DESERT_MONSTER_GROUP_004,DUNGEON_LIB_EFFECT_THEME_MAGICFOREST_2_ABILITY_001,FALSE,0,DUNGEON_LIB_ITEMLIB_GROUP_001,DUNGEON_LIB_EVENTLIB_GLACIER_GROUP_001,F|F|F|F|F|F|F,5,3,180,8,2500,420,8,1250,210,280,14,4330,730,11,2170,360
,,,N#B#B#N#B#B#N,,,,DUNGEON_LIB_DESERT_MONSTER_GROUP_004,None,FALSE,0,DUNGEON_LIB_ITEMLIB_027,DUNGEON_LIB_EVENTLIB_GLACIER_GROUP_001,F|F|F|F|F|F|F,5,5,180,8,2500,420,8,1250,210,280,14,4330,730,11,2170,360
,,,E#M#N#G#N#M#E,,,,DUNGEON_LIB_DESERT_MONSTER_GROUP_004,None,FALSE,0,DUNGEON_LIB_ITEMLIB_GROUP_001,DUNGEON_LIB_EVENTLIB_GLACIER_GROUP_001,F|F|F|F|F|F|F,5,5,180,8,2500,420,8,1250,210,280,14,4330,730,11,2170,360
,,,N#B#B#M#B#B#N,,,,DUNGEON_LIB_DESERT_MONSTER_GROUP_004,None,FALSE,0,DUNGEON_LIB_ITEMLIB_GROUP_001,DUNGEON_LIB_EVENTLIB_GLACIER_GROUP_001,F|F|F|F|F|F|F,5,5,180,8,2500,420,8,1250,210,280,14,4330,730,11,2170,360
,,,N#B#G#G#G#B#N,,,,DUNGEON_LIB_DESERT_MONSTER_GROUP_004,DUNGEON_LIB_EFFECT_THEME_MAGICFOREST_2_ABILITY_001,FALSE,0,DUNGEON_LIB_ITEMLIB_GROUP_001,DUNGEON_LIB_EVENTLIB_GLACIER_GROUP_001,F|F|F|F|F|F|F,5,5,180,8,2500,420,8,1250,210,280,14,4330,730,11,2170,360
,,,M#B#E#M#E#B#M,,,,DUNGEON_LIB_MAGICFOREST_2_BOSS_DESERT_04,DUNGEON_LIB_EFFECT_THEME_MAGICFOREST_2_ABILITY_BOSS_004,TRUE,1,,,T|F|F|F|F|F|T,5,3,180,8,2500,420,8,1250,210,280,14,4330,730,11,2170,360
,,,,,,,DUNGEON_LIB_DESERT_MONSTER_GROUP_004,DUNGEON_LIB_EFFECT_THEME_MAGICFOREST_2_ABILITY_001,FALSE,0,,,,5,3,180,8,2500,420,8,1250,210,280,14,4330,730,11,2170,360
DUNGEON_MAGICFOREST_2_MANUAL_GENERATE_TEMPLATE_INFERNAL_001,18001,迷幻森林下地狱手动第5层,E#B#I#N#G,,,,DUNGEON_LIB_DESERT_MONSTER_GROUP_001,None,FALSE,0,DUNGEON_LIB_ITEMLIB_GROUP_001,DUNGEON_LIB_EVENTLIB_GLACIER_GROUP_001,F|F|F|F|F,5,5,180,9,620,250,9,320,110,220,11,1070,430,9,550,190
,,,N#G#B#E#N,,,,DUNGEON_LIB_DESERT_MONSTER_GROUP_001,None,FALSE,0,DUNGEON_LIB_ITEMLIB_027,DUNGEON_LIB_EVENT_THEME_MAGICFOREST_DOCTOR_OWL_03,F|F|F|F|F,5,5,180,9,620,250,9,320,110,220,11,1070,430,9,550,190
,,,M#N#E#N#M,,,,DUNGEON_LIB_MAGICFOREST_2_BOSS_DESERT_05,DUNGEON_LIB_EFFECT_THEME_MAGICFOREST_2_ABILITY_BOSS_001,TRUE,1,DUNGEON_LIB_ITEMLIB_GROUP_001,DUNGEON_LIB_EVENTLIB_GLACIER_GROUP_001,F|F|F|F|F,5,1,180,9,620,250,9,320,110,220,11,1070,430,9,550,190
,,,N#B#B#O#N,,,,,,,,DUNGEON_LIB_ITEMLIB_GROUP_001,,F|F|F|F|F,5,5,180,9,620,250,9,320,110,220,11,1070,430,9,550,190
,,,G#N#M#B#G,,,,,,,,,,F|F|T|F|F,5,5,180,9,620,250,9,320,110,220,11,1070,430,9,550,190
DUNGEON_MAGICFOREST_2_MANUAL_GENERATE_TEMPLATE_INFERNAL_002,18002,迷幻森林下地狱手动第10层,N#E#N#G#E#N,,,,DUNGEON_LIB_DESERT_MONSTER_GROUP_002,None,FALSE,0,DUNGEON_LIB_ITEMLIB_GROUP_001,DUNGEON_LIB_EVENTLIB_GLACIER_GROUP_001,F|F|F|F|F|F,5,5,205,10,1390,290,10,710,120,240,12,2410,500,9,1230,210
,,,M#B#B#G#B#M,,,,DUNGEON_LIB_DESERT_MONSTER_GROUP_002,None,FALSE,0,DUNGEON_LIB_ITEMLIB_027,DUNGEON_LIB_EVENTLIB_GLACIER_GROUP_001,F|F|F|F|F|F,5,5,205,10,1390,290,10,710,120,240,12,2410,500,9,1230,210
,,,G#N#O#B#N#G,,,,DUNGEON_LIB_DESERT_MONSTER_GROUP_002,None,FALSE,0,DUNGEON_LIB_ITEMLIB_GROUP_001,DUNGEON_LIB_EVENTLIB_GLACIER_GROUP_001,F|F|F|F|F|F,5,5,205,10,1390,290,10,710,120,240,12,2410,500,9,1230,210
