_ID,_VALUE,ExclusiveHero:id,StrengthenConsume:id,ExclusiveLv:int[],AttributeType:string[][],AttributeNum:int[][],PassiveBuff:id[],PassiveBuffLevel:int[],PassiveBuffDes:loc[],PassiveBuffPreviewDes:loc[]
,,,,22,HP#Armor#MagicDef,21600#216#270,EXCLUSIVEEQUIP_MAGIC_WAND,3,LOC_EXCLUSIVE_EQUIPMENT_G_KATRINN_DES_3,LOC_EXCLUSIVE_EQUIPMENT_G_KATRINN_PREVIEW_DES_3
,,,,23,HP#Armor#MagicDef,24000#240#300,EXCLUSIVEEQUIP_MAGIC_WAND,3,LOC_EXCLUSIVE_EQUIPMENT_G_KATRINN_DES_3,LOC_EXCLUSIVE_EQUIPMENT_G_KATRINN_PREVIEW_DES_3
,,,,24,HP#Armor#MagicDef,26400#264#330,EXCLUSIVEEQUIP_MAGIC_WAND,3,LOC_EXCLUSIVE_EQUIPMENT_G_KATRINN_DES_3,LOC_EXCLUSIVE_EQUIPMENT_G_KATRINN_PREVIEW_DES_3
,,,,25,HP#Armor#MagicDef,28800#288#360,EXCLUSIVEEQUIP_MAGIC_WAND,3,LOC_EXCLUSIVE_EQUIPMENT_G_KATRINN_DES_3,LOC_EXCLUSIVE_EQUIPMENT_G_KATRINN_PREVIEW_DES_3
,,,,26,HP#Armor#MagicDef,31200#312#390,EXCLUSIVEEQUIP_MAGIC_WAND,3,LOC_EXCLUSIVE_EQUIPMENT_G_KATRINN_DES_3,LOC_EXCLUSIVE_EQUIPMENT_G_KATRINN_PREVIEW_DES_3
,,,,27,HP#Armor#MagicDef,33600#336#420,EXCLUSIVEEQUIP_MAGIC_WAND,3,LOC_EXCLUSIVE_EQUIPMENT_G_KATRINN_DES_3,LOC_EXCLUSIVE_EQUIPMENT_G_KATRINN_PREVIEW_DES_3
,,,,28,HP#Armor#MagicDef,36800#368#460,EXCLUSIVEEQUIP_MAGIC_WAND,3,LOC_EXCLUSIVE_EQUIPMENT_G_KATRINN_DES_3,LOC_EXCLUSIVE_EQUIPMENT_G_KATRINN_PREVIEW_DES_3
,,,,29,HP#Armor#MagicDef,40000#400#500,EXCLUSIVEEQUIP_MAGIC_WAND,3,LOC_EXCLUSIVE_EQUIPMENT_G_KATRINN_DES_3,LOC_EXCLUSIVE_EQUIPMENT_G_KATRINN_PREVIEW_DES_3
,,,,30,HP#Armor#MagicDef,40000#400#500,EXCLUSIVEEQUIP_MAGIC_WAND,4,LOC_EXCLUSIVE_EQUIPMENT_G_KATRINN_DES_4,LOC_EXCLUSIVE_EQUIPMENT_G_KATRINN_PREVIEW_DES_4
EXCLUSIVE_EQUIPMENT_ATTRIBUTE_8,8,HERO_DARK_LORD,EXCLUSIVE_EQUIPMENT_STRENGTHEN_1,0,HP#Armor#MagicDef,4000#40#50,EXCLUSIVEEQUIP_DARK_CAPE,1,LOC_EXCLUSIVE_EQUIPMENT_DARK_LORD_DES_1,LOC_EXCLUSIVE_EQUIPMENT_DARK_LORD_PREVIEW_DES_1
,,,,1,HP#Armor#MagicDef,4400#44#55,EXCLUSIVEEQUIP_DARK_CAPE,1,LOC_EXCLUSIVE_EQUIPMENT_DARK_LORD_DES_1,LOC_EXCLUSIVE_EQUIPMENT_DARK_LORD_PREVIEW_DES_1
,,,,2,HP#Armor#MagicDef,4800#48#60,EXCLUSIVEEQUIP_DARK_CAPE,1,LOC_EXCLUSIVE_EQUIPMENT_DARK_LORD_DES_1,LOC_EXCLUSIVE_EQUIPMENT_DARK_LORD_PREVIEW_DES_1
,,,,3,HP#Armor#MagicDef,5200#52#65,EXCLUSIVEEQUIP_DARK_CAPE,1,LOC_EXCLUSIVE_EQUIPMENT_DARK_LORD_DES_1,LOC_EXCLUSIVE_EQUIPMENT_DARK_LORD_PREVIEW_DES_1
,,,,4,HP#Armor#MagicDef,5600#56#70,EXCLUSIVEEQUIP_DARK_CAPE,1,LOC_EXCLUSIVE_EQUIPMENT_DARK_LORD_DES_1,LOC_EXCLUSIVE_EQUIPMENT_DARK_LORD_PREVIEW_DES_1
,,,,5,HP#Armor#MagicDef,6000#60#75,EXCLUSIVEEQUIP_DARK_CAPE,1,LOC_EXCLUSIVE_EQUIPMENT_DARK_LORD_DES_1,LOC_EXCLUSIVE_EQUIPMENT_DARK_LORD_PREVIEW_DES_1
,,,,6,HP#Armor#MagicDef,6400#64#80,EXCLUSIVEEQUIP_DARK_CAPE,1,LOC_EXCLUSIVE_EQUIPMENT_DARK_LORD_DES_1,LOC_EXCLUSIVE_EQUIPMENT_DARK_LORD_PREVIEW_DES_1
,,,,7,HP#Armor#MagicDef,6800#68#85,EXCLUSIVEEQUIP_DARK_CAPE,1,LOC_EXCLUSIVE_EQUIPMENT_DARK_LORD_DES_1,LOC_EXCLUSIVE_EQUIPMENT_DARK_LORD_PREVIEW_DES_1
,,,,8,HP#Armor#MagicDef,7200#72#90,EXCLUSIVEEQUIP_DARK_CAPE,1,LOC_EXCLUSIVE_EQUIPMENT_DARK_LORD_DES_1,LOC_EXCLUSIVE_EQUIPMENT_DARK_LORD_PREVIEW_DES_1
,,,,9,HP#Armor#MagicDef,8000#80#100,EXCLUSIVEEQUIP_DARK_CAPE,1,LOC_EXCLUSIVE_EQUIPMENT_DARK_LORD_DES_1,LOC_EXCLUSIVE_EQUIPMENT_DARK_LORD_PREVIEW_DES_1
,,,,10,HP#Armor#MagicDef,8000#80#100,EXCLUSIVEEQUIP_DARK_CAPE,2,LOC_EXCLUSIVE_EQUIPMENT_DARK_LORD_DES_2,LOC_EXCLUSIVE_EQUIPMENT_DARK_LORD_PREVIEW_DES_2
,,,,11,HP#Armor#MagicDef,8800#88#110,EXCLUSIVEEQUIP_DARK_CAPE,2,LOC_EXCLUSIVE_EQUIPMENT_DARK_LORD_DES_2,LOC_EXCLUSIVE_EQUIPMENT_DARK_LORD_PREVIEW_DES_2
,,,,12,HP#Armor#MagicDef,9600#96#120,EXCLUSIVEEQUIP_DARK_CAPE,2,LOC_EXCLUSIVE_EQUIPMENT_DARK_LORD_DES_2,LOC_EXCLUSIVE_EQUIPMENT_DARK_LORD_PREVIEW_DES_2
,,,,13,HP#Armor#MagicDef,10400#104#130,EXCLUSIVEEQUIP_DARK_CAPE,2,LOC_EXCLUSIVE_EQUIPMENT_DARK_LORD_DES_2,LOC_EXCLUSIVE_EQUIPMENT_DARK_LORD_PREVIEW_DES_2
,,,,14,HP#Armor#MagicDef,11200#112#140,EXCLUSIVEEQUIP_DARK_CAPE,2,LOC_EXCLUSIVE_EQUIPMENT_DARK_LORD_DES_2,LOC_EXCLUSIVE_EQUIPMENT_DARK_LORD_PREVIEW_DES_2
,,,,15,HP#Armor#MagicDef,12000#120#150,EXCLUSIVEEQUIP_DARK_CAPE,2,LOC_EXCLUSIVE_EQUIPMENT_DARK_LORD_DES_2,LOC_EXCLUSIVE_EQUIPMENT_DARK_LORD_PREVIEW_DES_2
,,,,16,HP#Armor#MagicDef,12800#128#160,EXCLUSIVEEQUIP_DARK_CAPE,2,LOC_EXCLUSIVE_EQUIPMENT_DARK_LORD_DES_2,LOC_EXCLUSIVE_EQUIPMENT_DARK_LORD_PREVIEW_DES_2
,,,,17,HP#Armor#MagicDef,14400#144#180,EXCLUSIVEEQUIP_DARK_CAPE,2,LOC_EXCLUSIVE_EQUIPMENT_DARK_LORD_DES_2,LOC_EXCLUSIVE_EQUIPMENT_DARK_LORD_PREVIEW_DES_2
,,,,18,HP#Armor#MagicDef,16000#160#200,EXCLUSIVEEQUIP_DARK_CAPE,2,LOC_EXCLUSIVE_EQUIPMENT_DARK_LORD_DES_2,LOC_EXCLUSIVE_EQUIPMENT_DARK_LORD_PREVIEW_DES_2
,,,,19,HP#Armor#MagicDef,17600#176#220,EXCLUSIVEEQUIP_DARK_CAPE,2,LOC_EXCLUSIVE_EQUIPMENT_DARK_LORD_DES_2,LOC_EXCLUSIVE_EQUIPMENT_DARK_LORD_PREVIEW_DES_2
,,,,20,HP#Armor#MagicDef,17600#176#220,EXCLUSIVEEQUIP_DARK_CAPE,3,LOC_EXCLUSIVE_EQUIPMENT_DARK_LORD_DES_3,LOC_EXCLUSIVE_EQUIPMENT_DARK_LORD_PREVIEW_DES_3
,,,,21,HP#Armor#MagicDef,19200#192#240,EXCLUSIVEEQUIP_DARK_CAPE,3,LOC_EXCLUSIVE_EQUIPMENT_DARK_LORD_DES_3,LOC_EXCLUSIVE_EQUIPMENT_DARK_LORD_PREVIEW_DES_3
,,,,22,HP#Armor#MagicDef,21600#216#270,EXCLUSIVEEQUIP_DARK_CAPE,3,LOC_EXCLUSIVE_EQUIPMENT_DARK_LORD_DES_3,LOC_EXCLUSIVE_EQUIPMENT_DARK_LORD_PREVIEW_DES_3
,,,,23,HP#Armor#MagicDef,24000#240#300,EXCLUSIVEEQUIP_DARK_CAPE,3,LOC_EXCLUSIVE_EQUIPMENT_DARK_LORD_DES_3,LOC_EXCLUSIVE_EQUIPMENT_DARK_LORD_PREVIEW_DES_3
,,,,24,HP#Armor#MagicDef,26400#264#330,EXCLUSIVEEQUIP_DARK_CAPE,3,LOC_EXCLUSIVE_EQUIPMENT_DARK_LORD_DES_3,LOC_EXCLUSIVE_EQUIPMENT_DARK_LORD_PREVIEW_DES_3
,,,,25,HP#Armor#MagicDef,28800#288#360,EXCLUSIVEEQUIP_DARK_CAPE,3,LOC_EXCLUSIVE_EQUIPMENT_DARK_LORD_DES_3,LOC_EXCLUSIVE_EQUIPMENT_DARK_LORD_PREVIEW_DES_3
,,,,26,HP#Armor#MagicDef,31200#312#390,EXCLUSIVEEQUIP_DARK_CAPE,3,LOC_EXCLUSIVE_EQUIPMENT_DARK_LORD_DES_3,LOC_EXCLUSIVE_EQUIPMENT_DARK_LORD_PREVIEW_DES_3
,,,,27,HP#Armor#MagicDef,33600#336#420,EXCLUSIVEEQUIP_DARK_CAPE,3,LOC_EXCLUSIVE_EQUIPMENT_DARK_LORD_DES_3,LOC_EXCLUSIVE_EQUIPMENT_DARK_LORD_PREVIEW_DES_3
,,,,28,HP#Armor#MagicDef,36800#368#460,EXCLUSIVEEQUIP_DARK_CAPE,3,LOC_EXCLUSIVE_EQUIPMENT_DARK_LORD_DES_3,LOC_EXCLUSIVE_EQUIPMENT_DARK_LORD_PREVIEW_DES_3
,,,,29,HP#Armor#MagicDef,40000#400#500,EXCLUSIVEEQUIP_DARK_CAPE,3,LOC_EXCLUSIVE_EQUIPMENT_DARK_LORD_DES_3,LOC_EXCLUSIVE_EQUIPMENT_DARK_LORD_PREVIEW_DES_3
,,,,30,HP#Armor#MagicDef,40000#400#500,EXCLUSIVEEQUIP_DARK_CAPE,4,LOC_EXCLUSIVE_EQUIPMENT_DARK_LORD_DES_4,LOC_EXCLUSIVE_EQUIPMENT_DARK_LORD_PREVIEW_DES_4
EXCLUSIVE_EQUIPMENT_ATTRIBUTE_9,9,HERO_G_RANDGRIS,EXCLUSIVE_EQUIPMENT_STRENGTHEN_1,0,HP#Armor#MagicDef,5000#50#40,EXCLUSIVEEQUIP_ANGEL_WINGS,1,LOC_EXCLUSIVE_EQUIPMENT_G_RANDGRIS_DES_1,LOC_EXCLUSIVE_EQUIPMENT_G_RANDGRIS_PREVIEW_DES_1
,,,,1,HP#Armor#MagicDef,5500#55#44,EXCLUSIVEEQUIP_ANGEL_WINGS,1,LOC_EXCLUSIVE_EQUIPMENT_G_RANDGRIS_DES_1,LOC_EXCLUSIVE_EQUIPMENT_G_RANDGRIS_PREVIEW_DES_1
,,,,2,HP#Armor#MagicDef,6000#60#48,EXCLUSIVEEQUIP_ANGEL_WINGS,1,LOC_EXCLUSIVE_EQUIPMENT_G_RANDGRIS_DES_1,LOC_EXCLUSIVE_EQUIPMENT_G_RANDGRIS_PREVIEW_DES_1
,,,,3,HP#Armor#MagicDef,6500#65#52,EXCLUSIVEEQUIP_ANGEL_WINGS,1,LOC_EXCLUSIVE_EQUIPMENT_G_RANDGRIS_DES_1,LOC_EXCLUSIVE_EQUIPMENT_G_RANDGRIS_PREVIEW_DES_1
,,,,4,HP#Armor#MagicDef,7000#70#56,EXCLUSIVEEQUIP_ANGEL_WINGS,1,LOC_EXCLUSIVE_EQUIPMENT_G_RANDGRIS_DES_1,LOC_EXCLUSIVE_EQUIPMENT_G_RANDGRIS_PREVIEW_DES_1
,,,,5,HP#Armor#MagicDef,7500#75#60,EXCLUSIVEEQUIP_ANGEL_WINGS,1,LOC_EXCLUSIVE_EQUIPMENT_G_RANDGRIS_DES_1,LOC_EXCLUSIVE_EQUIPMENT_G_RANDGRIS_PREVIEW_DES_1
,,,,6,HP#Armor#MagicDef,8000#80#64,EXCLUSIVEEQUIP_ANGEL_WINGS,1,LOC_EXCLUSIVE_EQUIPMENT_G_RANDGRIS_DES_1,LOC_EXCLUSIVE_EQUIPMENT_G_RANDGRIS_PREVIEW_DES_1
,,,,7,HP#Armor#MagicDef,8500#85#68,EXCLUSIVEEQUIP_ANGEL_WINGS,1,LOC_EXCLUSIVE_EQUIPMENT_G_RANDGRIS_DES_1,LOC_EXCLUSIVE_EQUIPMENT_G_RANDGRIS_PREVIEW_DES_1
,,,,8,HP#Armor#MagicDef,9000#90#72,EXCLUSIVEEQUIP_ANGEL_WINGS,1,LOC_EXCLUSIVE_EQUIPMENT_G_RANDGRIS_DES_1,LOC_EXCLUSIVE_EQUIPMENT_G_RANDGRIS_PREVIEW_DES_1
,,,,9,HP#Armor#MagicDef,10000#100#80,EXCLUSIVEEQUIP_ANGEL_WINGS,1,LOC_EXCLUSIVE_EQUIPMENT_G_RANDGRIS_DES_1,LOC_EXCLUSIVE_EQUIPMENT_G_RANDGRIS_PREVIEW_DES_1
,,,,10,HP#Armor#MagicDef,10000#100#80,EXCLUSIVEEQUIP_ANGEL_WINGS,2,LOC_EXCLUSIVE_EQUIPMENT_G_RANDGRIS_DES_2,LOC_EXCLUSIVE_EQUIPMENT_G_RANDGRIS_PREVIEW_DES_2
,,,,11,HP#Armor#MagicDef,11000#110#88,EXCLUSIVEEQUIP_ANGEL_WINGS,2,LOC_EXCLUSIVE_EQUIPMENT_G_RANDGRIS_DES_2,LOC_EXCLUSIVE_EQUIPMENT_G_RANDGRIS_PREVIEW_DES_2
,,,,12,HP#Armor#MagicDef,12000#120#96,EXCLUSIVEEQUIP_ANGEL_WINGS,2,LOC_EXCLUSIVE_EQUIPMENT_G_RANDGRIS_DES_2,LOC_EXCLUSIVE_EQUIPMENT_G_RANDGRIS_PREVIEW_DES_2
,,,,13,HP#Armor#MagicDef,13000#130#104,EXCLUSIVEEQUIP_ANGEL_WINGS,2,LOC_EXCLUSIVE_EQUIPMENT_G_RANDGRIS_DES_2,LOC_EXCLUSIVE_EQUIPMENT_G_RANDGRIS_PREVIEW_DES_2
,,,,14,HP#Armor#MagicDef,14000#140#112,EXCLUSIVEEQUIP_ANGEL_WINGS,2,LOC_EXCLUSIVE_EQUIPMENT_G_RANDGRIS_DES_2,LOC_EXCLUSIVE_EQUIPMENT_G_RANDGRIS_PREVIEW_DES_2
,,,,15,HP#Armor#MagicDef,15000#150#120,EXCLUSIVEEQUIP_ANGEL_WINGS,2,LOC_EXCLUSIVE_EQUIPMENT_G_RANDGRIS_DES_2,LOC_EXCLUSIVE_EQUIPMENT_G_RANDGRIS_PREVIEW_DES_2
,,,,16,HP#Armor#MagicDef,16000#160#128,EXCLUSIVEEQUIP_ANGEL_WINGS,2,LOC_EXCLUSIVE_EQUIPMENT_G_RANDGRIS_DES_2,LOC_EXCLUSIVE_EQUIPMENT_G_RANDGRIS_PREVIEW_DES_2
,,,,17,HP#Armor#MagicDef,18000#180#144,EXCLUSIVEEQUIP_ANGEL_WINGS,2,LOC_EXCLUSIVE_EQUIPMENT_G_RANDGRIS_DES_2,LOC_EXCLUSIVE_EQUIPMENT_G_RANDGRIS_PREVIEW_DES_2
,,,,18,HP#Armor#MagicDef,20000#200#160,EXCLUSIVEEQUIP_ANGEL_WINGS,2,LOC_EXCLUSIVE_EQUIPMENT_G_RANDGRIS_DES_2,LOC_EXCLUSIVE_EQUIPMENT_G_RANDGRIS_PREVIEW_DES_2
,,,,19,HP#Armor#MagicDef,22000#220#176,EXCLUSIVEEQUIP_ANGEL_WINGS,2,LOC_EXCLUSIVE_EQUIPMENT_G_RANDGRIS_DES_2,LOC_EXCLUSIVE_EQUIPMENT_G_RANDGRIS_PREVIEW_DES_2
,,,,20,HP#Armor#MagicDef,22000#220#176,EXCLUSIVEEQUIP_ANGEL_WINGS,3,LOC_EXCLUSIVE_EQUIPMENT_G_RANDGRIS_DES_3,LOC_EXCLUSIVE_EQUIPMENT_G_RANDGRIS_PREVIEW_DES_3
,,,,21,HP#Armor#MagicDef,24000#240#192,EXCLUSIVEEQUIP_ANGEL_WINGS,3,LOC_EXCLUSIVE_EQUIPMENT_G_RANDGRIS_DES_3,LOC_EXCLUSIVE_EQUIPMENT_G_RANDGRIS_PREVIEW_DES_3
,,,,22,HP#Armor#MagicDef,27000#270#216,EXCLUSIVEEQUIP_ANGEL_WINGS,3,LOC_EXCLUSIVE_EQUIPMENT_G_RANDGRIS_DES_3,LOC_EXCLUSIVE_EQUIPMENT_G_RANDGRIS_PREVIEW_DES_3
,,,,23,HP#Armor#MagicDef,30000#300#240,EXCLUSIVEEQUIP_ANGEL_WINGS,3,LOC_EXCLUSIVE_EQUIPMENT_G_RANDGRIS_DES_3,LOC_EXCLUSIVE_EQUIPMENT_G_RANDGRIS_PREVIEW_DES_3
,,,,24,HP#Armor#MagicDef,33000#330#264,EXCLUSIVEEQUIP_ANGEL_WINGS,3,LOC_EXCLUSIVE_EQUIPMENT_G_RANDGRIS_DES_3,LOC_EXCLUSIVE_EQUIPMENT_G_RANDGRIS_PREVIEW_DES_3
,,,,25,HP#Armor#MagicDef,36000#360#288,EXCLUSIVEEQUIP_ANGEL_WINGS,3,LOC_EXCLUSIVE_EQUIPMENT_G_RANDGRIS_DES_3,LOC_EXCLUSIVE_EQUIPMENT_G_RANDGRIS_PREVIEW_DES_3
,,,,26,HP#Armor#MagicDef,39000#390#312,EXCLUSIVEEQUIP_ANGEL_WINGS,3,LOC_EXCLUSIVE_EQUIPMENT_G_RANDGRIS_DES_3,LOC_EXCLUSIVE_EQUIPMENT_G_RANDGRIS_PREVIEW_DES_3
,,,,27,HP#Armor#MagicDef,42000#420#336,EXCLUSIVEEQUIP_ANGEL_WINGS,3,LOC_EXCLUSIVE_EQUIPMENT_G_RANDGRIS_DES_3,LOC_EXCLUSIVE_EQUIPMENT_G_RANDGRIS_PREVIEW_DES_3
,,,,28,HP#Armor#MagicDef,46000#460#368,EXCLUSIVEEQUIP_ANGEL_WINGS,3,LOC_EXCLUSIVE_EQUIPMENT_G_RANDGRIS_DES_3,LOC_EXCLUSIVE_EQUIPMENT_G_RANDGRIS_PREVIEW_DES_3
,,,,29,HP#Armor#MagicDef,50000#500#400,EXCLUSIVEEQUIP_ANGEL_WINGS,3,LOC_EXCLUSIVE_EQUIPMENT_G_RANDGRIS_DES_3,LOC_EXCLUSIVE_EQUIPMENT_G_RANDGRIS_PREVIEW_DES_3
,,,,30,HP#Armor#MagicDef,50000#500#400,EXCLUSIVEEQUIP_ANGEL_WINGS,4,LOC_EXCLUSIVE_EQUIPMENT_G_RANDGRIS_DES_4,LOC_EXCLUSIVE_EQUIPMENT_G_RANDGRIS_PREVIEW_DES_4
EXCLUSIVE_EQUIPMENT_ATTRIBUTE_10,10,HERO_SEYREN,EXCLUSIVE_EQUIPMENT_STRENGTHEN_1,0,HP#Armor#MagicDef,5000#50#40,EXCLUSIVEEQUIP_LORD_SWORD,1,LOC_EXCLUSIVE_EQUIPMENT_SEYREN_DES_1,LOC_EXCLUSIVE_EQUIPMENT_SEYREN_PREVIEW_DES_1
,,,,1,HP#Armor#MagicDef,5500#55#44,EXCLUSIVEEQUIP_LORD_SWORD,1,LOC_EXCLUSIVE_EQUIPMENT_SEYREN_DES_1,LOC_EXCLUSIVE_EQUIPMENT_SEYREN_PREVIEW_DES_1
,,,,2,HP#Armor#MagicDef,6000#60#48,EXCLUSIVEEQUIP_LORD_SWORD,1,LOC_EXCLUSIVE_EQUIPMENT_SEYREN_DES_1,LOC_EXCLUSIVE_EQUIPMENT_SEYREN_PREVIEW_DES_1
,,,,3,HP#Armor#MagicDef,6500#65#52,EXCLUSIVEEQUIP_LORD_SWORD,1,LOC_EXCLUSIVE_EQUIPMENT_SEYREN_DES_1,LOC_EXCLUSIVE_EQUIPMENT_SEYREN_PREVIEW_DES_1
,,,,4,HP#Armor#MagicDef,7000#70#56,EXCLUSIVEEQUIP_LORD_SWORD,1,LOC_EXCLUSIVE_EQUIPMENT_SEYREN_DES_1,LOC_EXCLUSIVE_EQUIPMENT_SEYREN_PREVIEW_DES_1
,,,,5,HP#Armor#MagicDef,7500#75#60,EXCLUSIVEEQUIP_LORD_SWORD,1,LOC_EXCLUSIVE_EQUIPMENT_SEYREN_DES_1,LOC_EXCLUSIVE_EQUIPMENT_SEYREN_PREVIEW_DES_1
,,,,6,HP#Armor#MagicDef,8000#80#64,EXCLUSIVEEQUIP_LORD_SWORD,1,LOC_EXCLUSIVE_EQUIPMENT_SEYREN_DES_1,LOC_EXCLUSIVE_EQUIPMENT_SEYREN_PREVIEW_DES_1
,,,,7,HP#Armor#MagicDef,8500#85#68,EXCLUSIVEEQUIP_LORD_SWORD,1,LOC_EXCLUSIVE_EQUIPMENT_SEYREN_DES_1,LOC_EXCLUSIVE_EQUIPMENT_SEYREN_PREVIEW_DES_1
,,,,8,HP#Armor#MagicDef,9000#90#72,EXCLUSIVEEQUIP_LORD_SWORD,1,LOC_EXCLUSIVE_EQUIPMENT_SEYREN_DES_1,LOC_EXCLUSIVE_EQUIPMENT_SEYREN_PREVIEW_DES_1
,,,,9,HP#Armor#MagicDef,10000#100#80,EXCLUSIVEEQUIP_LORD_SWORD,1,LOC_EXCLUSIVE_EQUIPMENT_SEYREN_DES_1,LOC_EXCLUSIVE_EQUIPMENT_SEYREN_PREVIEW_DES_1
,,,,10,HP#Armor#MagicDef,10000#100#80,EXCLUSIVEEQUIP_LORD_SWORD,2,LOC_EXCLUSIVE_EQUIPMENT_SEYREN_DES_2,LOC_EXCLUSIVE_EQUIPMENT_SEYREN_PREVIEW_DES_2
,,,,11,HP#Armor#MagicDef,11000#110#88,EXCLUSIVEEQUIP_LORD_SWORD,2,LOC_EXCLUSIVE_EQUIPMENT_SEYREN_DES_2,LOC_EXCLUSIVE_EQUIPMENT_SEYREN_PREVIEW_DES_2
,,,,12,HP#Armor#MagicDef,12000#120#96,EXCLUSIVEEQUIP_LORD_SWORD,2,LOC_EXCLUSIVE_EQUIPMENT_SEYREN_DES_2,LOC_EXCLUSIVE_EQUIPMENT_SEYREN_PREVIEW_DES_2
,,,,13,HP#Armor#MagicDef,13000#130#104,EXCLUSIVEEQUIP_LORD_SWORD,2,LOC_EXCLUSIVE_EQUIPMENT_SEYREN_DES_2,LOC_EXCLUSIVE_EQUIPMENT_SEYREN_PREVIEW_DES_2
,,,,14,HP#Armor#MagicDef,14000#140#112,EXCLUSIVEEQUIP_LORD_SWORD,2,LOC_EXCLUSIVE_EQUIPMENT_SEYREN_DES_2,LOC_EXCLUSIVE_EQUIPMENT_SEYREN_PREVIEW_DES_2
,,,,15,HP#Armor#MagicDef,15000#150#120,EXCLUSIVEEQUIP_LORD_SWORD,2,LOC_EXCLUSIVE_EQUIPMENT_SEYREN_DES_2,LOC_EXCLUSIVE_EQUIPMENT_SEYREN_PREVIEW_DES_2
,,,,16,HP#Armor#MagicDef,16000#160#128,EXCLUSIVEEQUIP_LORD_SWORD,2,LOC_EXCLUSIVE_EQUIPMENT_SEYREN_DES_2,LOC_EXCLUSIVE_EQUIPMENT_SEYREN_PREVIEW_DES_2
,,,,17,HP#Armor#MagicDef,18000#180#144,EXCLUSIVEEQUIP_LORD_SWORD,2,LOC_EXCLUSIVE_EQUIPMENT_SEYREN_DES_2,LOC_EXCLUSIVE_EQUIPMENT_SEYREN_PREVIEW_DES_2
,,,,18,HP#Armor#MagicDef,20000#200#160,EXCLUSIVEEQUIP_LORD_SWORD,2,LOC_EXCLUSIVE_EQUIPMENT_SEYREN_DES_2,LOC_EXCLUSIVE_EQUIPMENT_SEYREN_PREVIEW_DES_2
,,,,19,HP#Armor#MagicDef,22000#220#176,EXCLUSIVEEQUIP_LORD_SWORD,2,LOC_EXCLUSIVE_EQUIPMENT_SEYREN_DES_2,LOC_EXCLUSIVE_EQUIPMENT_SEYREN_PREVIEW_DES_2
,,,,20,HP#Armor#MagicDef,22000#220#176,EXCLUSIVEEQUIP_LORD_SWORD,3,LOC_EXCLUSIVE_EQUIPMENT_SEYREN_DES_3,LOC_EXCLUSIVE_EQUIPMENT_SEYREN_PREVIEW_DES_3
,,,,21,HP#Armor#MagicDef,24000#240#192,EXCLUSIVEEQUIP_LORD_SWORD,3,LOC_EXCLUSIVE_EQUIPMENT_SEYREN_DES_3,LOC_EXCLUSIVE_EQUIPMENT_SEYREN_PREVIEW_DES_3
,,,,22,HP#Armor#MagicDef,27000#270#216,EXCLUSIVEEQUIP_LORD_SWORD,3,LOC_EXCLUSIVE_EQUIPMENT_SEYREN_DES_3,LOC_EXCLUSIVE_EQUIPMENT_SEYREN_PREVIEW_DES_3
,,,,23,HP#Armor#MagicDef,30000#300#240,EXCLUSIVEEQUIP_LORD_SWORD,3,LOC_EXCLUSIVE_EQUIPMENT_SEYREN_DES_3,LOC_EXCLUSIVE_EQUIPMENT_SEYREN_PREVIEW_DES_3
,,,,24,HP#Armor#MagicDef,33000#330#264,EXCLUSIVEEQUIP_LORD_SWORD,3,LOC_EXCLUSIVE_EQUIPMENT_SEYREN_DES_3,LOC_EXCLUSIVE_EQUIPMENT_SEYREN_PREVIEW_DES_3
,,,,25,HP#Armor#MagicDef,36000#360#288,EXCLUSIVEEQUIP_LORD_SWORD,3,LOC_EXCLUSIVE_EQUIPMENT_SEYREN_DES_3,LOC_EXCLUSIVE_EQUIPMENT_SEYREN_PREVIEW_DES_3
,,,,26,HP#Armor#MagicDef,39000#390#312,EXCLUSIVEEQUIP_LORD_SWORD,3,LOC_EXCLUSIVE_EQUIPMENT_SEYREN_DES_3,LOC_EXCLUSIVE_EQUIPMENT_SEYREN_PREVIEW_DES_3
,,,,27,HP#Armor#MagicDef,42000#420#336,EXCLUSIVEEQUIP_LORD_SWORD,3,LOC_EXCLUSIVE_EQUIPMENT_SEYREN_DES_3,LOC_EXCLUSIVE_EQUIPMENT_SEYREN_PREVIEW_DES_3
,,,,28,HP#Armor#MagicDef,46000#460#368,EXCLUSIVEEQUIP_LORD_SWORD,3,LOC_EXCLUSIVE_EQUIPMENT_SEYREN_DES_3,LOC_EXCLUSIVE_EQUIPMENT_SEYREN_PREVIEW_DES_3
,,,,29,HP#Armor#MagicDef,50000#500#400,EXCLUSIVEEQUIP_LORD_SWORD,3,LOC_EXCLUSIVE_EQUIPMENT_SEYREN_DES_3,LOC_EXCLUSIVE_EQUIPMENT_SEYREN_PREVIEW_DES_3
,,,,30,HP#Armor#MagicDef,50000#500#400,EXCLUSIVEEQUIP_LORD_SWORD,4,LOC_EXCLUSIVE_EQUIPMENT_SEYREN_DES_4,LOC_EXCLUSIVE_EQUIPMENT_SEYREN_PREVIEW_DES_4
EXCLUSIVE_EQUIPMENT_ATTRIBUTE_11,11,HERO_OSIRIS,EXCLUSIVE_EQUIPMENT_STRENGTHEN_1,0,HP#Armor#MagicDef,5000#50#40,EXCLUSIVEEQUIP_PHARAOHS_CROW,1,LOC_EXCLUSIVE_EQUIPMENT_OSIRIS_DES_1,LOC_EXCLUSIVE_EQUIPMENT_OSIRIS_PREVIEW_DES_1
