_INDEX,Id:string,ProductId:string,IdNum:int,Type:string,PriceTier:int,Hide:bool,DisplayOrder:int,Name:string,GMOrderId:int,NameKey:loc,Gem:int,VipExp:int,FirstBonusGem:int,DefaultBonusGem:int,IsPromotion:bool,AvailableChannelId:int{},Tag:string,Platform:string,CNY:int,USD:int,TWD:int,HKD:int,MOP:int,KRW:int,THB:int,PHP:int,SGD:int,IDR:int,MYR:int
177,CRYSTAL_PRICE_Bag_3,com.gravity.rod.bag3,1003,bag,3,FALSE,0,打折礼包3,3,LOC_CRYSTALPRICE_NAME_DISCOUNT_BAG_03,0,720,0,0,FALSE,707,googleplay_taiwan,android,6800,999,33000,7800,6800,1200000,29900,49900,1498,14900000,3990
178,CRYSTAL_PRICE_Bag_4,com.gravity.rod.bag4,1004,bag,4,FALSE,0,打折礼包4,6,LOC_CRYSTALPRICE_NAME_DISCOUNT_BAG_04,0,1800,0,0,FALSE,707,googleplay_taiwan,android,16300,2499,83000,19800,16300,3100000,74900,125000,3498,35900000,10490
179,CRYSTAL_PRICE_Bag_5,com.gravity.rod.bag5,1005,bag,5,FALSE,0,打折礼包5,7,LOC_CRYSTALPRICE_NAME_DISCOUNT_BAG_05,0,3600,0,0,FALSE,707,googleplay_taiwan,android,32800,4999,169000,39800,32800,6500000,160000,249000,6898,73900000,19990
180,CRYSTAL_PRICE_Bag_6,com.gravity.rod.bag6,1006,bag,6,FALSE,0,打折礼包6,8,LOC_CRYSTALPRICE_NAME_DISCOUNT_BAG_06,0,5040,0,0,FALSE,707,googleplay_taiwan,android,44800,6999,229000,54800,44800,8900000,210000,349000,9898,99900000,29990
181,CRYSTAL_PRICE_Bag_7,com.gravity.rod.bag7,1007,bag,7,FALSE,0,打折礼包7,9,LOC_CRYSTALPRICE_NAME_DISCOUNT_BAG_07,0,7200,0,0,FALSE,707,googleplay_taiwan,android,64800,9999,329000,78800,64800,11900000,300000,499000,14898,149900000,39990
182,CRYSTAL_PRICE_Bag_0899,com.gravity.rod.bag0899,899,bag,899,FALSE,0,打折礼包899,3,LOC_CRYSTALPRICE_NAME_DISCOUNT_BAG_01,0,650,0,0,FALSE,707,googleplay_taiwan,android,6000,899,29000,6800,6000,1100000,27900,44900,1298,12900000,3790
183,CRYSTAL_PRICE_Bag_1499,com.gravity.rod.bag1499,1499,bag,1499,FALSE,0,打折礼包1499,4,LOC_CRYSTALPRICE_NAME_DISCOUNT_BAG_01,0,1080,0,0,FALSE,707,googleplay_taiwan,android,9800,1499,49000,11800,9800,1900000,44900,74900,2198,21900000,5990
184,CRYSTAL_PRICE_Bag_1999,com.gravity.rod.bag1999,1999,bag,1999,FALSE,0,打折礼包1999,5,LOC_CRYSTALPRICE_NAME_DISCOUNT_BAG_01,0,1440,0,0,FALSE,707,googleplay_taiwan,android,12800,1999,67000,15800,12800,2500000,59900,99900,2898,29900000,7990
185,CRYSTAL_PRICE_Bag_2699,com.gravity.rod.bag2699,2699,bag,2699,FALSE,0,打折礼包2699,8,LOC_CRYSTALPRICE_NAME_DISCOUNT_BAG_01,0,1950,0,0,FALSE,707,googleplay_taiwan,android,17800,2699,89000,20800,17800,3300000,82900,135000,3898,38900000,11490
186,CRYSTAL_PRICE_Bag_4499,com.gravity.rod.bag4499,4499,bag,4499,FALSE,0,打折礼包4499,9,LOC_CRYSTALPRICE_NAME_DISCOUNT_BAG_01,0,3240,0,0,FALSE,707,googleplay_taiwan,android,28300,4499,149000,35800,28300,5500000,140000,225000,6398,65900000,18490
187,CRYSTAL_PRICE_Bag_5999,com.gravity.rod.bag5999,5999,bag,5999,FALSE,0,打折礼包5999,11,LOC_CRYSTALPRICE_NAME_DISCOUNT_BAG_01,0,4320,0,0,FALSE,707,googleplay_taiwan,android,38800,5999,199000,44800,38800,7500000,180000,299000,8898,89900000,24990
188,CRYSTAL_PRICE_Bag_7999,com.gravity.rod.bag7999,7999,bag,7999,FALSE,0,打折礼包7999,13,LOC_CRYSTALPRICE_NAME_DISCOUNT_BAG_01,0,5760,0,0,FALSE,707,googleplay_taiwan,android,51800,7999,269000,61800,51800,9900000,250000,399000,10898,119900000,34990
189,CRYSTAL_PRICE_PT,com.gravity.rod.tp,200,passport,200,FALSE,0,通行证,200,LOC_CRYSTALPRICE_NAME_PASSPORT,0,1296,0,0,FALSE,707,googleplay_taiwan,android,11800,1799,59000,13800,11800,2200000,54900,89900,2598,26900000,7490
190,CRYSTAL_PRICE_MC,com.gravity.rod.mc.discount,100,mc,100,FALSE,2,月卡,100,LOC_CRYSTALPRICE_NAME_CRYSTAL_PRICE_MC,500,500,0,0,TRUE,707,googleplay_taiwan,android,2500,399,13000,2800,2500,490000,11900,19900,598,5900000,1690
191,CRYSTAL_PRICE_MC_PRO,com.gravity.rod.supermc,101,supermc,101,FALSE,1,至尊月卡,101,LOC_CRYSTALPRICE_NAME_CRYSTAL_PRICE_MC_PRO,720,720,0,0,TRUE,707,googleplay_taiwan,android,6800,999,33000,7800,6800,1200000,29900,49900,1498,14900000,3990
192,CRYSTAL_PRICE_Tier_1,com.gravity.rot.ios.gp1,1,crystal,1,TRUE,3,一小捧钻石,1,LOC_CRYSTALPRICE_NAME_CRYSTAL_PRICE_Tier_1,72,72,72,0,FALSE,711,appstore_korea,ios,600,99,3300,800,600,120000,2900,4900,148,1500000,390
193,CRYSTAL_PRICE_Tier_2,com.gravity.rot.ios.gp2,2,crystal,2,FALSE,4,一小堆钻石,2,LOC_CRYSTALPRICE_NAME_CRYSTAL_PRICE_Tier_2,360,360,360,15,FALSE,711,appstore_korea,ios,3000,499,17000,3800,3000,590000,14900,24900,698,7500000,1990
194,CRYSTAL_PRICE_Tier_3,com.gravity.rot.ios.gp3,3,crystal,3,FALSE,5,一大堆钻石,3,LOC_CRYSTALPRICE_NAME_CRYSTAL_PRICE_Tier_3,720,720,720,60,FALSE,711,appstore_korea,ios,6800,999,33000,7800,6800,1200000,29900,49900,1498,14900000,3990
195,CRYSTAL_PRICE_Tier_4,com.gravity.rot.ios.gp4,4,crystal,4,FALSE,6,一小袋钻石,4,LOC_CRYSTALPRICE_NAME_CRYSTAL_PRICE_Tier_4,1800,1800,1800,145,FALSE,711,appstore_korea,ios,16300,2499,83000,19800,16300,3100000,74900,125000,3498,35900000,10490
196,CRYSTAL_PRICE_Tier_5,com.gravity.rot.ios.gp5,5,crystal,5,FALSE,7,一大袋钻石,5,LOC_CRYSTALPRICE_NAME_CRYSTAL_PRICE_Tier_5,3600,3600,3600,600,FALSE,711,appstore_korea,ios,32800,4999,169000,39800,32800,6500000,160000,249000,6898,73900000,19990
197,CRYSTAL_PRICE_Tier_6,com.gravity.rot.ios.gp6,6,crystal,6,FALSE,8,一小箱钻石,6,LOC_CRYSTALPRICE_NAME_CRYSTAL_PRICE_Tier_6,5040,5040,5040,1260,TRUE,711,appstore_korea,ios,44800,6999,229000,54800,44800,8900000,210000,349000,9898,99900000,29990
198,CRYSTAL_PRICE_Tier_7,com.gravity.rot.ios.gp7,7,crystal,7,FALSE,9,一大箱钻石,7,LOC_CRYSTALPRICE_NAME_CRYSTAL_PRICE_Tier_7,7200,7200,7200,2700,TRUE,711,appstore_korea,ios,64800,9999,329000,78800,64800,11900000,300000,499000,14898,149900000,39990
199,CRYSTAL_PRICE_Bag_1,com.gravity.rot.ios.bag1,1001,bag,1,FALSE,0,打折礼包1,1,LOC_CRYSTALPRICE_NAME_DISCOUNT_BAG_01,0,72,0,0,FALSE,711,appstore_korea,ios,600,99,3300,800,600,120000,2900,4900,148,1500000,390
200,CRYSTAL_PRICE_Bag_2,com.gravity.rot.ios.bag2,1002,bag,2,FALSE,0,打折礼包2,2,LOC_CRYSTALPRICE_NAME_DISCOUNT_BAG_02,0,360,0,0,FALSE,711,appstore_korea,ios,3000,499,17000,3800,3000,590000,14900,24900,698,7500000,1990
201,CRYSTAL_PRICE_Bag_3,com.gravity.rot.ios.bag3,1003,bag,3,FALSE,0,打折礼包3,4,LOC_CRYSTALPRICE_NAME_DISCOUNT_BAG_03,0,720,0,0,FALSE,711,appstore_korea,ios,6800,999,33000,7800,6800,1200000,29900,49900,1498,14900000,3990
202,CRYSTAL_PRICE_Bag_4,com.gravity.rot.ios.bag4,1004,bag,4,FALSE,0,打折礼包4,7,LOC_CRYSTALPRICE_NAME_DISCOUNT_BAG_04,0,1800,0,0,FALSE,711,appstore_korea,ios,16300,2499,83000,19800,16300,3100000,74900,125000,3498,35900000,10490
203,CRYSTAL_PRICE_Bag_5,com.gravity.rot.ios.bag5,1005,bag,5,FALSE,0,打折礼包5,10,LOC_CRYSTALPRICE_NAME_DISCOUNT_BAG_05,0,3600,0,0,FALSE,711,appstore_korea,ios,32800,4999,169000,39800,32800,6500000,160000,249000,6898,73900000,19990
204,CRYSTAL_PRICE_Bag_6,com.gravity.rot.ios.bag6,1006,bag,6,FALSE,0,打折礼包6,12,LOC_CRYSTALPRICE_NAME_DISCOUNT_BAG_06,0,5040,0,0,FALSE,711,appstore_korea,ios,44800,6999,229000,54800,44800,8900000,210000,349000,9898,99900000,29990
205,CRYSTAL_PRICE_Bag_7,com.gravity.rot.ios.bag7,1007,bag,7,FALSE,0,打折礼包7,14,LOC_CRYSTALPRICE_NAME_DISCOUNT_BAG_07,0,7200,0,0,FALSE,711,appstore_korea,ios,64800,9999,329000,78800,64800,11900000,300000,499000,14898,149900000,39990
206,CRYSTAL_PRICE_Bag_0899,com.gravity.rot.ios.bag0899,899,bag,899,FALSE,0,打折礼包899,3,LOC_DAILYQUEST_NAME_DAILY_QUEST_UPGRADE_HERO,0,650,0,0,FALSE,711,appstore_korea,ios,6000,899,29000,6800,6000,1100000,27900,44900,1298,12900000,3790
207,CRYSTAL_PRICE_Bag_1499,com.gravity.rot.ios.bag1499,1499,bag,1499,FALSE,0,打折礼包1499,5,LOC_DAILYQUEST_NAME_DAILY_QUEST_NORMAL_MISSION,0,1080,0,0,FALSE,711,appstore_korea,ios,9800,1499,49000,11800,9800,1900000,44900,74900,2198,21900000,5990
208,CRYSTAL_PRICE_Bag_1999,com.gravity.rot.ios.bag1999,1999,bag,1999,FALSE,0,打折礼包1999,6,LOC_DAILYQUEST_NAME_DAILY_QUEST_ELITE_MISSION,0,1440,0,0,FALSE,711,appstore_korea,ios,12800,1999,67000,15800,12800,2500000,59900,99900,2898,29900000,7990
209,CRYSTAL_PRICE_Bag_2699,com.gravity.rot.ios.bag2699,2699,bag,2699,FALSE,0,打折礼包2699,8,LOC_DAILYQUEST_NAME_DAILY_QUEST_UPGRADE_EQUIPMENT,0,1950,0,0,FALSE,711,appstore_korea,ios,17800,2699,89000,20800,17800,3300000,82900,135000,3898,38900000,11490
210,CRYSTAL_PRICE_Bag_4499,com.gravity.rot.ios.bag4499,4499,bag,4499,FALSE,0,打折礼包4499,9,LOC_DAILYQUEST_NAME_DAILY_QUEST_CORPS_BATTLE,0,3240,0,0,FALSE,711,appstore_korea,ios,28300,4499,149000,35800,28300,5500000,140000,225000,6398,65900000,18490
211,CRYSTAL_PRICE_Bag_5999,com.gravity.rot.ios.bag5999,5999,bag,5999,FALSE,0,打折礼包5999,11,LOC_DAILYQUEST_NAME_DAILY_QUEST_TROOPS_BATTLE_1,0,4320,0,0,FALSE,711,appstore_korea,ios,38800,5999,199000,44800,38800,7500000,180000,299000,8898,89900000,24990
212,CRYSTAL_PRICE_Bag_7999,com.gravity.rot.ios.bag7999,7999,bag,7999,FALSE,0,打折礼包7999,13,LOC_DAILYQUEST_NAME_DAILY_QUEST_TROOPS_BATTLE_2,0,5760,0,0,FALSE,711,appstore_korea,ios,51800,7999,269000,61800,51800,9900000,250000,399000,10898,119900000,34990
213,CRYSTAL_PRICE_PT,com.gravity.rot.ios.tp,200,passport,200,FALSE,0,通行证,200,LOC_CRYSTALPRICE_NAME_PASSPORT,0,1296,0,0,FALSE,711,appstore_korea,ios,11800,1799,59000,13800,11800,2200000,54900,89900,2598,26900000,7490
214,CRYSTAL_PRICE_MC,com.gravity.rot.ios.mc.korea,100,mc,100,FALSE,2,月卡,100,LOC_CRYSTALPRICE_NAME_CRYSTAL_PRICE_MC,500,500,0,0,TRUE,711,appstore_korea,ios,4500,699,23000,5300,4500,890000,19900,34900,998,9900000,2990
215,CRYSTAL_PRICE_MC_PRO,com.gravity.rot.ios.supermc,101,supermc,101,FALSE,1,至尊月卡,101,LOC_CRYSTALPRICE_NAME_CRYSTAL_PRICE_MC_PRO,720,720,0,0,TRUE,711,appstore_korea,ios,6800,999,33000,7800,6800,1200000,29900,49900,1498,14900000,3990
216,CRYSTAL_PRICE_Tier_1,com.gravity.rot.aos.gp1,1,crystal,1,TRUE,3,一小捧钻石,1,LOC_CRYSTALPRICE_NAME_CRYSTAL_PRICE_Tier_1,72,72,72,0,FALSE,712,googleplay_korea,android,600,99,3300,800,600,120000,2900,4900,148,1500000,390
217,CRYSTAL_PRICE_Tier_2,com.gravity.rot.aos.gp2,2,crystal,2,FALSE,4,一小堆钻石,2,LOC_CRYSTALPRICE_NAME_CRYSTAL_PRICE_Tier_2,360,360,360,15,FALSE,712,googleplay_korea,android,3000,499,17000,3800,3000,590000,14900,24900,698,7500000,1990
218,CRYSTAL_PRICE_Tier_3,com.gravity.rot.aos.gp3,3,crystal,3,FALSE,5,一大堆钻石,3,LOC_CRYSTALPRICE_NAME_CRYSTAL_PRICE_Tier_3,720,720,720,60,FALSE,712,googleplay_korea,android,6800,999,33000,7800,6800,1200000,29900,49900,1498,14900000,3990
219,CRYSTAL_PRICE_Tier_4,com.gravity.rot.aos.gp4,4,crystal,4,FALSE,6,一小袋钻石,4,LOC_CRYSTALPRICE_NAME_CRYSTAL_PRICE_Tier_4,1800,1800,1800,145,FALSE,712,googleplay_korea,android,16300,2499,83000,19800,16300,3100000,74900,125000,3498,35900000,10490
220,CRYSTAL_PRICE_Tier_5,com.gravity.rot.aos.gp5,5,crystal,5,FALSE,7,一大袋钻石,5,LOC_CRYSTALPRICE_NAME_CRYSTAL_PRICE_Tier_5,3600,3600,3600,600,FALSE,712,googleplay_korea,android,32800,4999,169000,39800,32800,6500000,160000,249000,6898,73900000,19990
221,CRYSTAL_PRICE_Tier_6,com.gravity.rot.aos.gp6,6,crystal,6,FALSE,8,一小箱钻石,6,LOC_CRYSTALPRICE_NAME_CRYSTAL_PRICE_Tier_6,5040,5040,5040,1260,TRUE,712,googleplay_korea,android,44800,6999,229000,54800,44800,8900000,210000,349000,9898,99900000,29990
222,CRYSTAL_PRICE_Tier_7,com.gravity.rot.aos.gp7,7,crystal,7,FALSE,9,一大箱钻石,7,LOC_CRYSTALPRICE_NAME_CRYSTAL_PRICE_Tier_7,7200,7200,7200,2700,TRUE,712,googleplay_korea,android,64800,9999,329000,78800,64800,11900000,300000,499000,14898,149900000,39990
223,CRYSTAL_PRICE_Bag_1,com.gravity.rot.aos.bag1,1001,bag,1,FALSE,0,打折礼包1,1,LOC_CRYSTALPRICE_NAME_DISCOUNT_BAG_01,0,72,0,0,FALSE,712,googleplay_korea,android,600,99,3300,800,600,120000,2900,4900,148,1500000,390
224,CRYSTAL_PRICE_Bag_2,com.gravity.rot.aos.bag2,1002,bag,2,FALSE,0,打折礼包2,2,LOC_CRYSTALPRICE_NAME_DISCOUNT_BAG_02,0,360,0,0,FALSE,712,googleplay_korea,android,3000,499,17000,3800,3000,590000,14900,24900,698,7500000,1990
225,CRYSTAL_PRICE_Bag_3,com.gravity.rot.aos.bag3,1003,bag,3,FALSE,0,打折礼包3,3,LOC_CRYSTALPRICE_NAME_DISCOUNT_BAG_03,0,720,0,0,FALSE,712,googleplay_korea,android,6800,999,33000,7800,6800,1200000,29900,49900,1498,14900000,3990
226,CRYSTAL_PRICE_Bag_4,com.gravity.rot.aos.bag4,1004,bag,4,FALSE,0,打折礼包4,6,LOC_CRYSTALPRICE_NAME_DISCOUNT_BAG_04,0,1800,0,0,FALSE,712,googleplay_korea,android,16300,2499,83000,19800,16300,3100000,74900,125000,3498,35900000,10490
227,CRYSTAL_PRICE_Bag_5,com.gravity.rot.aos.bag5,1005,bag,5,FALSE,0,打折礼包5,7,LOC_CRYSTALPRICE_NAME_DISCOUNT_BAG_05,0,3600,0,0,FALSE,712,googleplay_korea,android,32800,4999,169000,39800,32800,6500000,160000,249000,6898,73900000,19990
228,CRYSTAL_PRICE_Bag_6,com.gravity.rot.aos.bag6,1006,bag,6,FALSE,0,打折礼包6,8,LOC_CRYSTALPRICE_NAME_DISCOUNT_BAG_06,0,5040,0,0,FALSE,712,googleplay_korea,android,44800,6999,229000,54800,44800,8900000,210000,349000,9898,99900000,29990
229,CRYSTAL_PRICE_Bag_7,com.gravity.rot.aos.bag7,1007,bag,7,FALSE,0,打折礼包7,9,LOC_CRYSTALPRICE_NAME_DISCOUNT_BAG_07,0,7200,0,0,FALSE,712,googleplay_korea,android,64800,9999,329000,78800,64800,11900000,300000,499000,14898,149900000,39990
230,CRYSTAL_PRICE_Bag_0899,com.gravity.rot.aos.bag0899,899,bag,899,FALSE,0,打折礼包899,3,LOC_DAILYQUEST_NAME_DAILY_QUEST_UPGRADE_HERO,0,650,0,0,FALSE,712,googleplay_korea,android,6000,899,29000,6800,6000,1100000,27900,44900,1298,12900000,3790
231,CRYSTAL_PRICE_Bag_1499,com.gravity.rot.aos.bag1499,1499,bag,1499,FALSE,0,打折礼包1499,4,LOC_DAILYQUEST_NAME_DAILY_QUEST_NORMAL_MISSION,0,1080,0,0,FALSE,712,googleplay_korea,android,9800,1499,49000,11800,9800,1900000,44900,74900,2198,21900000,5990
232,CRYSTAL_PRICE_Bag_1999,com.gravity.rot.aos.bag1999,1999,bag,1999,FALSE,0,打折礼包1999,5,LOC_DAILYQUEST_NAME_DAILY_QUEST_ELITE_MISSION,0,1440,0,0,FALSE,712,googleplay_korea,android,12800,1999,67000,15800,12800,2500000,59900,99900,2898,29900000,7990
233,CRYSTAL_PRICE_Bag_2699,com.gravity.rot.aos.bag2699,2699,bag,2699,FALSE,0,打折礼包2699,8,LOC_DAILYQUEST_NAME_DAILY_QUEST_UPGRADE_EQUIPMENT,0,1950,0,0,FALSE,712,googleplay_korea,android,17800,2699,89000,20800,17800,3300000,82900,135000,3898,38900000,11490
234,CRYSTAL_PRICE_Bag_4499,com.gravity.rot.aos.bag4499,4499,bag,4499,FALSE,0,打折礼包4499,9,LOC_DAILYQUEST_NAME_DAILY_QUEST_CORPS_BATTLE,0,3240,0,0,FALSE,712,googleplay_korea,android,28300,4499,149000,35800,28300,5500000,140000,225000,6398,65900000,18490
235,CRYSTAL_PRICE_Bag_5999,com.gravity.rot.aos.bag5999,5999,bag,5999,FALSE,0,打折礼包5999,11,LOC_DAILYQUEST_NAME_DAILY_QUEST_TROOPS_BATTLE_1,0,4320,0,0,FALSE,712,googleplay_korea,android,38800,5999,199000,44800,38800,7500000,180000,299000,8898,89900000,24990
236,CRYSTAL_PRICE_Bag_7999,com.gravity.rot.aos.bag7999,7999,bag,7999,FALSE,0,打折礼包7999,13,LOC_DAILYQUEST_NAME_DAILY_QUEST_TROOPS_BATTLE_2,0,5760,0,0,FALSE,712,googleplay_korea,android,51800,7999,269000,61800,51800,9900000,250000,399000,10898,119900000,34990
237,CRYSTAL_PRICE_PT,com.gravity.rot.aos.tp,200,passport,200,FALSE,0,通行证,200,LOC_CRYSTALPRICE_NAME_PASSPORT,0,1296,0,0,FALSE,712,googleplay_korea,android,11800,1799,59000,13800,11800,2200000,54900,89900,2598,26900000,7490
238,CRYSTAL_PRICE_MC,com.gravity.rot.aos.mc.korea,100,mc,100,FALSE,2,月卡,100,LOC_CRYSTALPRICE_NAME_CRYSTAL_PRICE_MC,500,500,0,0,TRUE,712,googleplay_korea,android,4500,699,23000,5300,4500,890000,19900,34900,998,9900000,2990
239,CRYSTAL_PRICE_MC_PRO,com.gravity.rot.aos.supermc,101,supermc,101,FALSE,1,至尊月卡,101,LOC_CRYSTALPRICE_NAME_CRYSTAL_PRICE_MC_PRO,720,720,0,0,TRUE,712,googleplay_korea,android,6800,999,33000,7800,6800,1200000,29900,49900,1498,14900000,3990
240,CRYSTAL_PRICE_Tier_1,com.gravity.rotacticsglobali.gp1,1,crystal,1,FALSE,3,一小捧钻石,1,LOC_CRYSTALPRICE_NAME_CRYSTAL_PRICE_Tier_1,72,72,72,0,FALSE,720,appstore_usa,ios,600,99,3300,800,600,120000,2900,4900,148,1500000,390
241,CRYSTAL_PRICE_Tier_2,com.gravity.rotacticsglobali.gp2,2,crystal,2,FALSE,4,一小堆钻石,2,LOC_CRYSTALPRICE_NAME_CRYSTAL_PRICE_Tier_2,360,360,360,15,FALSE,720,appstore_usa,ios,3000,499,17000,3800,3000,590000,14900,24900,698,7500000,1990
242,CRYSTAL_PRICE_Tier_3,com.gravity.rotacticsglobali.gp3,3,crystal,3,FALSE,5,一大堆钻石,3,LOC_CRYSTALPRICE_NAME_CRYSTAL_PRICE_Tier_3,720,720,720,60,FALSE,720,appstore_usa,ios,6800,999,33000,7800,6800,1200000,29900,49900,1498,14900000,3990
243,CRYSTAL_PRICE_Tier_4,com.gravity.rotacticsglobali.gp4,4,crystal,4,FALSE,6,一小袋钻石,4,LOC_CRYSTALPRICE_NAME_CRYSTAL_PRICE_Tier_4,1800,1800,1800,145,FALSE,720,appstore_usa,ios,16300,2499,83000,19800,16300,3100000,74900,125000,3498,35900000,10490
244,CRYSTAL_PRICE_Tier_5,com.gravity.rotacticsglobali.gp5,5,crystal,5,FALSE,7,一大袋钻石,5,LOC_CRYSTALPRICE_NAME_CRYSTAL_PRICE_Tier_5,3600,3600,3600,600,FALSE,720,appstore_usa,ios,32800,4999,169000,39800,32800,6500000,160000,249000,6898,73900000,19990
245,CRYSTAL_PRICE_Tier_6,com.gravity.rotacticsglobali.gp6,6,crystal,6,FALSE,8,一小箱钻石,6,LOC_CRYSTALPRICE_NAME_CRYSTAL_PRICE_Tier_6,5040,5040,5040,1260,TRUE,720,appstore_usa,ios,44800,6999,229000,54800,44800,8900000,210000,349000,9898,99900000,29990
246,CRYSTAL_PRICE_Tier_7,com.gravity.rotacticsglobali.gp7_1,7,crystal,7,FALSE,9,一大箱钻石,7,LOC_CRYSTALPRICE_NAME_CRYSTAL_PRICE_Tier_7,7200,7200,7200,2700,TRUE,720,appstore_usa,ios,64800,9999,329000,78800,64800,11900000,300000,499000,14898,149900000,39990
247,CRYSTAL_PRICE_Bag_1,com.gravity.rotacticsglobali.bag1,1001,bag,1,FALSE,0,打折礼包1,1,LOC_CRYSTALPRICE_NAME_DISCOUNT_BAG_01,0,72,0,0,FALSE,720,appstore_usa,ios,600,99,3300,800,600,120000,2900,4900,148,1500000,390
248,CRYSTAL_PRICE_Bag_2,com.gravity.rotacticsglobali.bag2,1002,bag,2,FALSE,0,打折礼包2,2,LOC_CRYSTALPRICE_NAME_DISCOUNT_BAG_02,0,360,0,0,FALSE,720,appstore_usa,ios,3000,499,17000,3800,3000,590000,14900,24900,698,7500000,1990
249,CRYSTAL_PRICE_Bag_3,com.gravity.rotacticsglobali.bag3,1003,bag,3,FALSE,0,打折礼包3,4,LOC_CRYSTALPRICE_NAME_DISCOUNT_BAG_03,0,720,0,0,FALSE,720,appstore_usa,ios,6800,999,33000,7800,6800,1200000,29900,49900,1498,14900000,3990
250,CRYSTAL_PRICE_Bag_4,com.gravity.rotacticsglobali.bag4,1004,bag,4,FALSE,0,打折礼包4,7,LOC_CRYSTALPRICE_NAME_DISCOUNT_BAG_04,0,1800,0,0,FALSE,720,appstore_usa,ios,16300,2499,83000,19800,16300,3100000,74900,125000,3498,35900000,10490
251,CRYSTAL_PRICE_Bag_5,com.gravity.rotacticsglobali.bag5,1005,bag,5,FALSE,0,打折礼包5,10,LOC_CRYSTALPRICE_NAME_DISCOUNT_BAG_05,0,3600,0,0,FALSE,720,appstore_usa,ios,32800,4999,169000,39800,32800,6500000,160000,249000,6898,73900000,19990
252,CRYSTAL_PRICE_Bag_6,com.gravity.rotacticsglobali.bag6,1006,bag,6,FALSE,0,打折礼包6,12,LOC_CRYSTALPRICE_NAME_DISCOUNT_BAG_06,0,5040,0,0,FALSE,720,appstore_usa,ios,44800,6999,229000,54800,44800,8900000,210000,349000,9898,99900000,29990
253,CRYSTAL_PRICE_Bag_7,com.gravity.rotacticsglobali.bag7,1007,bag,7,FALSE,0,打折礼包7,14,LOC_CRYSTALPRICE_NAME_DISCOUNT_BAG_07,0,7200,0,0,FALSE,720,appstore_usa,ios,64800,9999,329000,78800,64800,11900000,300000,499000,14898,149900000,39990
254,CRYSTAL_PRICE_Bag_0899,com.gravity.rotacticsglobali.bag0899,899,bag,899,FALSE,0,打折礼包899,3,LOC_DAILYQUEST_NAME_DAILY_QUEST_UPGRADE_HERO,0,650,0,0,FALSE,720,appstore_usa,ios,6000,899,29000,6800,6000,1100000,27900,44900,1298,12900000,3790
255,CRYSTAL_PRICE_Bag_1499,com.gravity.rotacticsglobali.bag1499,1499,bag,1499,FALSE,0,打折礼包1499,5,LOC_DAILYQUEST_NAME_DAILY_QUEST_NORMAL_MISSION,0,1080,0,0,FALSE,720,appstore_usa,ios,9800,1499,49000,11800,9800,1900000,44900,74900,2198,21900000,5990
256,CRYSTAL_PRICE_Bag_1999,com.gravity.rotacticsglobali.bag1999,1999,bag,1999,FALSE,0,打折礼包1999,6,LOC_DAILYQUEST_NAME_DAILY_QUEST_ELITE_MISSION,0,1440,0,0,FALSE,720,appstore_usa,ios,12800,1999,67000,15800,12800,2500000,59900,99900,2898,29900000,7990
257,CRYSTAL_PRICE_Bag_2699,com.gravity.rotacticsglobali.bag2699,2699,bag,2699,FALSE,0,打折礼包2699,8,LOC_DAILYQUEST_NAME_DAILY_QUEST_UPGRADE_EQUIPMENT,0,1950,0,0,FALSE,720,appstore_usa,ios,17800,2699,89000,20800,17800,3300000,82900,135000,3898,38900000,11490
258,CRYSTAL_PRICE_Bag_4499,com.gravity.rotacticsglobali.bag4499,4499,bag,4499,FALSE,0,打折礼包4499,9,LOC_DAILYQUEST_NAME_DAILY_QUEST_CORPS_BATTLE,0,3240,0,0,FALSE,720,appstore_usa,ios,28300,4499,149000,35800,28300,5500000,140000,225000,6398,65900000,18490
259,CRYSTAL_PRICE_Bag_5999,com.gravity.rotacticsglobali.bag5999,5999,bag,5999,FALSE,0,打折礼包5999,11,LOC_DAILYQUEST_NAME_DAILY_QUEST_TROOPS_BATTLE_1,0,4320,0,0,FALSE,720,appstore_usa,ios,38800,5999,199000,44800,38800,7500000,180000,299000,8898,89900000,24990
260,CRYSTAL_PRICE_Bag_7999,com.gravity.rotacticsglobali.bag7999,7999,bag,7999,FALSE,0,打折礼包7999,13,LOC_DAILYQUEST_NAME_DAILY_QUEST_TROOPS_BATTLE_2,0,5760,0,0,FALSE,720,appstore_usa,ios,51800,7999,269000,61800,51800,9900000,250000,399000,10898,119900000,34990
261,CRYSTAL_PRICE_PT,com.gravity.rotacticsglobali.tp,200,passport,200,FALSE,0,通行证,200,LOC_CRYSTALPRICE_NAME_PASSPORT,0,1296,0,0,FALSE,720,appstore_usa,ios,11800,1799,59000,13800,11800,2200000,54900,89900,2598,26900000,7490
262,CRYSTAL_PRICE_MC,com.gravity.rotacticsglobali.mc,100,mc,100,FALSE,2,月卡,100,LOC_CRYSTALPRICE_NAME_CRYSTAL_PRICE_MC,500,500,0,0,TRUE,720,appstore_usa,ios,2500,399,13000,2800,2500,490000,11900,19900,598,5900000,1690
263,CRYSTAL_PRICE_MC_PRO,com.gravity.rotacticsglobali.supermc,101,supermc,101,FALSE,1,至尊月卡,101,LOC_CRYSTALPRICE_NAME_CRYSTAL_PRICE_MC_PRO,720,720,0,0,TRUE,720,appstore_usa,ios,6800,999,33000,7800,6800,1200000,29900,49900,1498,14900000,3990
