_ID,_VALUE,DefaultSkin:id,Prefab:string,SummonPrefab:string,Animation:id,Projectiles:id,ProjectileHeight:decimal,SkillEffect:id{},SkillProj:id{},TotalHeight:decimal,HudHeight:decimal,HeadHeight:decimal,BodyHeight:decimal,#DeadAniType:string,DeadFlyTime:decimal,DeadFlyV:decimal,DeadEffectTime:decimal,ExtraAtkEff:id{},ExtraSkillEff:id{},PassiveEff:id{},PassiveProj:id{}
SKINBATTLE_SKIN_RETINUE_HARWORD_PUNK,222,SKINBATTLE_RETINUE_HARWORD,PetSkin/Harword_Skin_Punk_Pet,,ANIMATION_RETINUE_HARWORD_PUNK,,4,,,4,1,1,0.5,Fallback,0.55,1.5,0.55,,,,
SKINBATTLE_HERO_BOSS_MYSTERY_GARM,223,,Boss/Garm_Maze,,ANIMATION_BOSS_MYSTERY_GARM,,4,,,12,1,1,0.5,Getdown,0.95,0.3,0.95,,,,
SKINBATTLE_SKIN_HERO_DARK_SNAKE_LORD_KIMONO,224,SKINBATTLE_HERO_DARK_SNAKE_LORD,MonsterSkin/Dark_Snake_Lord_Skin_Kimono,,ANIMATION_SKIN_HERO_DARK_SNAKE_LORD_KIMONO,PROJ_DARK_SNAKE_LORD,4,EFFECT_SKIN_KIMONO_SKILL_VENOM_PRESSURE_SELF,PROJ_SKILL_VENOM_PRESSURE_KIMONO,6,1,1,0.5,Fallback,0.55,1.5,0.55,,,EFFECT_SKIN_KIMONO_TALENT_SNAKE_PROTECTION#EFFECT_SKIN_KIMONO_PASSIVE_POISON_REACT#EFFECT_SKIN_KIMONO_PASSIVE_VENOM_SPLASHER,
SKINBATTLE_SKIN_RETINUE_DARK_SNAKE_LORD_KIMONO,225,SKINBATTLE_RETINUE_DARK_SNAKE_LORD,PetSkin/Dark_Snake_Lord_Skin_Kimono_Pet,,ANIMATION_SKIN_RETINUE_DARK_SNAKE_LORD_KIMONO,PROJ_DARK_SNAKE_LORD,4,,,3,1,1,0.5,Fallback,0.55,1.5,0.55,,,,
SKINBATTLE_HERO_PHARAOH,226,,Pharaoh,,ANIMATION_HERO_PHARAOH,,4,,,7,1,1,0.5,Fallback,0.55,1.5,0.55,,,,
SKINBATTLE_RETINUE_PHARAOH,227,,Pet/Pharaoh_Pet,,ANIMATION_RETINUE_PHARAOH,,2,,,4,1,1,0.5,Fallback,0.55,1.5,0.55,,,,
SKINBATTLE_HERO_AMON_RA,228,,Amon_Ra,,ANIMATION_HERO_AMON_RA,PROJ_AMON_RA_BULLET,4,,,7,1,1,0.5,Fallback,0.55,1.5,0.55,,,,
SKINBATTLE_RETINUE_AMON_RA,229,,Pet/Amon_Ra_Pet,,ANIMATION_RETINUE_AMON_RA,PROJ_AMON_RA_BULLET,2,,,4,1,1,0.5,Fallback,0.55,1.5,0.55,,,,
SKINBATTLE_HERO_BOSS_MYSTERY_LADY_TANEE,230,,Boss/Boss_LadyTanee,,ANIMATION_BOSS_MYSTERY_LADY_TANEE,,10,,,20,1,1,0.5,Bounce,0.55,1.5,0.55,,,,
SKINBATTLE_SKIN_HERO_OSIRIS_HELLFIRE,231,SKINBATTLE_HERO_OSIRIS,MonsterSkin/Osiris_Skin_Hellfire,,ANIMATION_SKIN_HERO_OSIRIS_HELLFIRE,,4,EFFECT_SKIN_HELLFIRE_OSIRIS_SKILL,,7,1,1,0.5,Fallback,0.55,1.5,0.55,,,,
SKINBATTLE_SKIN_RETINUE_OSIRIS_HELLFIRE,232,SKINBATTLE_RETINUE_OSIRIS,PetSkin/Osiris_Skin_Hellfire_Pet,,ANIMATION_SKIN_RETINUE_OSIRIS_HELLFIRE,,2,,,4,1,1,0.5,Fallback,0.55,1.5,0.55,,,,
SKINBATTLE_SKIN_HERO_DRAKE_GHOST,233,SKINBATTLE_HERO_DRAKE,MonsterSkin/Drake_Skin_Ghost,Crow_Skin_Ghost,ANIMATION_SKIN_HERO_DRAKE_GHOST,,4,,,7,1,1,0.5,Fallback,0.55,1.5,0.55,,,,
SKINBATTLE_SKIN_RETINUE_DRAKE_GHOST,234,SKINBATTLE_RETINUE_DRAKE,PetSkin/Drake_Skin_Ghost_Pet,,ANIMATION_SKIN_RETINUE_DRAKE_GHOST,,2,,,4,1,1,0.5,Fallback,0.55,1.5,0.55,,,,
SKINBATTLE_SKIN_HERO_CELIA_DARKSAGE,235,SKINBATTLE_HERO_CELIA,MonsterSkin/Celia_Skin_DarkSage,,ANIMATION_SKIN_HERO_CELIA_DARKSAGE,PROJ_DARK_CELIA_ATTACK_BULLET,4,EFFECT_SKIN_DARKSAGE_SKILL_DISPEL_ENEMY|EFFECT_SKIN_DARKSAGE_SKILL_DISPEL_SELF,,7,1,1,0.5,Fallback,0.55,1.5,0.55,,,,PROJ_DARK_DOUBLE_FIRE_BOLT|PROJ_DARK_DOUBLE_FIRE_BOLT_BIG
SKINBATTLE_SKIN_RETINUE_CELIA_DARKSAGE,236,SKINBATTLE_RETINUE_CELIA,PetSkin/Celia_Skin_DarkSage_Pet,,ANIMATION_SKIN_RETINUE_CELIA_DARKSAGE,PROJ_DARK_CELIA_ATTACK_BULLET,2,,,4,1,1,0.5,Fallback,0.55,1.5,0.55,,,,
SKINBATTLE_HERO_CHEN,237,,Chen,,ANIMATION_HERO_CHEN,,4,,,7,1,1,0.5,Fallback,0.55,1.5,0.55,,,,
SKINBATTLE_RETINUE_CHEN,238,,Pet/Chen_Pet,,ANIMATION_RETINUE_CHEN,,2,,,4,1,1,0.5,Fallback,0.55,1.5,0.55,,,,
SKINBATTLE_SKIN_HERO_KNIGHT_OF_WINDSTORM_VIKINGS,239,SKINBATTLE_HERO_KNIGHT_OF_WINDSTORM,MonsterSkin/knight_skin_vikings,,ANIMATION_HERO_KNIGHT_OF_WINDSTORM_VIKINGS,,4,,,8,1,1,0.5,Fallback,0.55,1.5,0.55,,,,
SKINBATTLE_SKIN_RETINUE_KNIGHT_OF_WINDSTORM_VIKINGS,240,SKINBATTLE_RETINUE_KNIGHT_OF_WINDSTORM,PetSkin/knight_skin_vikings_Pet,,ANIMATION_RETINUE_KNIGHT_OF_WINDSTORM_VIKINGS,,2,,,5,1,1,0.5,Fallback,0.55,1.5,0.55,,,,
SKINBATTLE_HERO_VESPER,241,,Vesper,,ANIMATION_VESPER,PROJ_VESPER_ATK_BULLET,4,,,7,1,1,0.5,Fallback,0.55,1.5,0.55,,,,
SKINBATTLE_RETINUE_VESPER,242,,Pet/Vesper_Pet,,ANIMATION_RETINUE_VESPER,PROJ_VESPER_ATK_BULLET,2,,,4,1,1,0.5,Fallback,0.55,1.5,0.55,,,,
SKINBATTLE_HERO_GLOOMUNDERNIGHT,243,,Gloomundernight,,ANIMATION_GLOOMUNDERNIGHT,,4,EFFECT_INFERNAL_BURNING#EFFECT_INFERNAL_BURNING_HAND,,8,1,1,0.5,Fallback,0.55,1.5,0.55,,,EFFECT_BURNING_WILL#EFFECT_BURNING_HAMMER,
SKINBATTLE_RETINUE_GLOOMUNDERNIGHT,244,,Pet/Gloomundernight_Pet,,ANIMATION_RETINUE_GLOOMUNDERNIGHT,,2,,,5,1,1,0.5,Fallback,0.55,1.5,0.55,,,,
SKINBATTLE_SKIN_HERO_VESPER_MECHASTORM,245,SKINBATTLE_HERO_VESPER,MonsterSkin/Vesper_Skin_Mechastorm,,ANIMATION_HERO_VESPER_MECHASTORM,PROJ_VESPER_ATK_BULLET,4,,,7,1,1,0.5,Fallback,0.55,1.5,0.55,,,,
SKINBATTLE_SKIN_RETINUE_VESPER_MECHASTORM,246,SKINBATTLE_RETINUE_VESPER,PetSkin/Vesper_Skin_Mechastorm_Pet,,ANIMATION_RETINUE_VESPER_MECHASTORM,PROJ_VESPER_ATK_BULLET,2,,,4,1,1,0.5,Fallback,0.55,1.5,0.55,,,,
SKINBATTLE_SKIN_HERO_SHECI_ANGELWINGS,247,SKINBATTLE_HERO_SHECI,MonsterSkin/Sheci_Skin_Angelwings,,ANIMATION_HERO_SHECI_ANGELWINGS,PROJ_ARROW_ATTLACK_3,4,EFFECT_SKIN_SHECI_ANGELWINGS_ARROW_RAIN_SHOOT,PROJ_SKIN_SHECI_ANGELWINGS_ARROW_RAIN,7,1,1,0.5,Fallback,0.55,1.5,0.55,,,,
SKINBATTLE_SKIN_RETINUE_SHECI_ANGELWINGS,248,SKINBATTLE_RETINUE_SHECI,PetSkin/Sheci_Skin_Angelwings_Pet,,ANIMATION_RETINUE_SHECI_ANGELWINGS,PROJ_ARROW_ATTLACK_3,2,EFFECT_SKIN_SHECI_ANGELWINGS_ARROW_RAIN_SHOOT,PROJ_SKIN_SHECI_ANGELWINGS_ARROW_RAIN,4,1,1,0.5,Fallback,0.55,1.5,0.55,,,,
SKINBATTLE_HERO_STALKER_GERTIE,249,,Stalker_Gertie,,ANIMATION_HERO_STALKER_GERTIE,,4,,,7,1,1,0.5,Fallback,0.55,1.5,0.55,,,,
SKINBATTLE_RETINUE_STALKER_GERTIE,250,,Pet/Stalker_Gertie_Pet,,ANIMATION_RETINUE_STALKER_GERTIE,,2,,,4,1,1,0.5,Fallback,0.55,1.5,0.55,,,,
SKINBATTLE_HERO_BOSS_MYSTERY_DARK_ILLUSION,251,,Boss/Boss_Dark_Illusion,,ANIMATION_BOSS_MYSTERY_DARK_ILLUSION,PROJ_FIRE_BALL,15,,,20,1,1,0.5,Bounce,0.55,1.5,0.55,,,,
SKINBATTLE_HERO_LEAK,252,,Leak,,ANIMATION_HERO_LEAK,,4,,,7,1,1,0.5,Fallback,0.55,1.5,0.55,,,,
SKINBATTLE_RETINUE_LEAK,253,,Pet/Leak_Pet,,ANIMATION_RETINUE_LEAK,,2,,,4,1,1,0.5,Fallback,0.55,1.5,0.55,,,,
SKINBATTLE_SKIN_HERO_LORD_OF_DEATH_FATALMOTORCYCLE,254,SKINBATTLE_HERO_LORD_OF_DEATH,MonsterSkin/Death_Skin_Fatalmotorcycle,,ANIMATION_SKIN_HERO_LORD_OF_DEATH_FATALMOTORCYCLE,,4,EFFECT_SKIN_BLOODTHIRSTY_LEGION#EFFECT_SKIN_BLOODTHIRSTY_LEGION_HIT,,8,1,1,0.5,Bounce,0.55,1.5,0.55,,,EFFECT_SKIN_CURSE_SHIELD#EFFECT_SKIN_ANNIHILATION_SWING,
SKINBATTLE_SKIN_RETINUE_LORD_OF_DEATH_FATALMOTORCYCLE,255,SKINBATTLE_RETINUE_LORD_OF_DEATH,PetSkin/Death_Skin_Fatalmotorcycle_Pet,,ANIMATION_SKIN_RETINUE_LORD_OF_DEATH_FATALMOTORCYCLE,,4,,,5,1,1,0.5,Bounce,0.55,1.5,0.55,,,,
SKINBATTLE_HERO_PYURIEL,256,,Angry_Student_Pyuriel,,ANIMATION_HERO_PYURIEL,,4,,,8,1,1,0.5,Fallback,0.55,1.5,0.55,,,,
SKINBATTLE_RETINUE_PYURIEL,257,,Pet/Angry_Student_Pyuriel_Pet,,ANIMATION_RETINUE_PYURIEL,,2,,,5,1,1,0.5,Fallback,0.55,1.5,0.55,,,,
SKINBATTLE_HERO_ANNIVERSARY_PORING,258,,Anniversary_Poring,,ANIMATION_HERO_ANNIVERSARY_PORING,,4,,,7,1,1,0.5,Fallback,0.55,1.5,0.55,,,,
SKINBATTLE_RETINUE_ANNIVERSARY_PORING,259,,Pet/Anniversary_Poring_Pet,,ANIMATION_RETINUE_ANNIVERSARY_PORING,,2,,,4,1,1,0.5,Fallback,0.55,1.5,0.55,,,,
SKINBATTLE_SKIN_HERO_GLOOMUNDERNIGHT_NIGHTMARE,260,SKINBATTLE_HERO_GLOOMUNDERNIGHT,MonsterSkin/Gloomundernight_Skin_Nightmare,,ANIMATION_SKIN_HERO_GLOOMUNDERNIGHT_NIGHTMARE,,4,EFFECT_SKIN_NIGHTMARE_INFERNAL_BURNING#EFFECT_SKIN_NIGHTMARE_INFERNAL_BURNING_HAND,,8,1,1,0.5,Fallback,0.55,1.5,0.55,,,EFFECT_SKIN_NIGHTMARE_BURNING_WILL#EFFECT_SKIN_NIGHTMARE_BURNING_HAMMER,
SKINBATTLE_SKIN_RETINUE_GLOOMUNDERNIGHT_NIGHTMARE,261,SKINBATTLE_RETINUE_GLOOMUNDERNIGHT,PetSkin/Gloomundernight_Skin_Nightmare_Pet,,ANIMATION_SKIN_RETINUE_GLOOMUNDERNIGHT_NIGHTMARE,,2,,,5,1,1,0.5,Fallback,0.55,1.5,0.55,,,,
SKINBATTLE_SKIN_HERO_LADY_TANEE_BANANALOLI,262,SKINBATTLE_HERO_LADY_TANEE,MonsterSkin/Tanee_Skin_Bananaloli,,ANIMATION_SKIN_HERO_LADY_TANEE_BANANALOLI,PROJ_TANEE_BULLET,4,EFFECT_SKIN_BANANALOLI_TANEE_BANANA,,8,1,1,0.5,Fallback,0.55,1.5,0.55,,,,
SKINBATTLE_SKIN_RETINUE_LADY_TANEE_BANANALOLI,263,SKINBATTLE_RETINUE_LADY_TANEE,PetSkin/Tanee_Skin_Bananaloli_Pet,,ANIMATION_SKIN_RETINUE_LADY_TANEE_BANANALOLI,PROJ_TANEE_BULLET,2,,,5,1,1,0.5,Fallback,0.55,1.5,0.55,,,,
SKINBATTLE_SKIN_HERO_CELIA_PARTY_QUEEN,264,SKINBATTLE_HERO_CELIA,MonsterSkin/Celia_Skin_Party_Queen,,ANIMATION_SKIN_HERO_CELIA_PARTY_QUEEN,PROJ_CELIA_ATTACK_BULLET,4,,,8,1,1,0.5,Fallback,0.55,1.5,0.55,,,,
SKINBATTLE_SKIN_RETINUE_CELIA_PARTY_QUEEN,265,SKINBATTLE_RETINUE_CELIA,PetSkin/Celia_Skin_Party_Queen_Pet,,ANIMATION_SKIN_RETINUE_CELIA_PARTY_QUEEN,PROJ_CELIA_ATTACK_BULLET,2,,,5,1,1,0.5,Fallback,0.55,1.5,0.55,,,,
SKINBATTLE_HERO_INCANTATION_SAMURAI,266,,Incantation_Samurai,,ANIMATION_INCANTATION_SAMURAI,,4,,,7,1,1,0.5,Fallback,0.55,1.5,0.55,,,,
SKINBATTLE_RETINUE_INCANTATION_SAMURAI,267,,Pet/Incantation_Samurai_Pet,,ANIMATION_RETINUE_INCANTATION_SAMURAI,,2,,,4,1,1,0.5,Fallback,0.55,1.5,0.55,,,,
