_ID,_VALUE,#Name:string,ChoicePoolId:int,ChoicePoolPos:int[],Times:int,#Remark:string,DropTimes:int,GuaranteeTimes:int,DrawQuestNum:int,isCountinQuest:int,DropID:id[],DropWeight:int[],GuaranteeWeight:int[],DropWeightChoice:int[],GuaranteeWeightChoice:int[],CostItem1:id,CostNum1:int,CostItem2:id,CostNum2:int,HatchEnergy:int,OpenTime:int,StartTime:int,EndTime:int,ShowRate:loc[],ShowTips:loc,Name:loc,Prefab:string,Sort:int,LinkID:id,Hero:id[]
,,,,,,,,,,,DROP_RO_LOTTERY_UP_3,220,0,,,,,,,,,,,LOC_PAN_LOTTERY_RULE_9,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_UP_4,530,0,,,,,,,,,,,LOC_PAN_LOTTERY_FAQ_9,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_UP_5,50,0,,,,,,,,,,,,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_UP_NEW_2009_6,13,0,,,,,,,,,,,,,,,,,
LOTTERY_UP_2009_TEN,2010,UP池-十连,0,0,10,,9,1,10,1,DROP_RO_LOTTERY_UP_NEW_2009_1,7,7,,,ITEM_BANQUET_TICKET,10,ITEM_CRYSTAL,2500,100,,1591840800,1593046800,,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_UP_2,180,930,,,,,,,,,,,,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_UP_3,220,0,,,,,,,,,,,,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_UP_4,530,0,,,,,,,,,,,,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_UP_5,50,50,,,,,,,,,,,,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_UP_NEW_2009_6,13,13,,,,,,,,,,,,,,,,,
LOTTERY_UP_2011,2011,UP池-单抽,0,0,1,智者、卡仑,1,0,1,0,DROP_RO_LOTTERY_UP_NEW_2011_1,7,0,,,ITEM_BANQUET_TICKET,1,ITEM_CRYSTAL,250,10,,1592445600,1593651600,LOC_PAN_LOTTERY_RULE_6,LOC_TH_LOTTERY_DES_23,LOC_TH_LOTTERY_INTRO_23,MAIN_UP_2,2011,LOTTERY_UP_2011_TEN,HERO_CELIA
,,,,,,,,,,,DROP_RO_LOTTERY_UP_2,180,0,,,,,,,,,,,LOC_PAN_LOTTERY_SPECIAL_RULE_1,,,,,,HERO_GARM
,,,,,,,,,,,DROP_RO_LOTTERY_UP_3,220,0,,,,,,,,,,,LOC_PAN_LOTTERY_RULE_9,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_UP_4,530,0,,,,,,,,,,,LOC_PAN_LOTTERY_FAQ_9,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_UP_5,50,0,,,,,,,,,,,,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_UP_NEW_2011_6,13,0,,,,,,,,,,,,,,,,,
LOTTERY_UP_2011_TEN,2012,UP池-十连,0,0,10,,9,1,10,1,DROP_RO_LOTTERY_UP_NEW_2011_1,7,7,,,ITEM_BANQUET_TICKET,10,ITEM_CRYSTAL,2500,100,,1592445600,1593651600,,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_UP_2,180,930,,,,,,,,,,,,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_UP_3,220,0,,,,,,,,,,,,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_UP_4,530,0,,,,,,,,,,,,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_UP_5,50,50,,,,,,,,,,,,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_UP_NEW_2011_6,13,13,,,,,,,,,,,,,,,,,
LOTTERY_UP_2013,2013,UP池-单抽,0,0,1,死灵骑士、冰暴骑士,1,0,1,0,DROP_RO_LOTTERY_UP_NEW_2013_1,7,0,,,ITEM_BANQUET_TICKET,1,ITEM_CRYSTAL,250,10,,1593050400,1594256400,LOC_PAN_LOTTERY_RULE_6,LOC_TH_LOTTERY_DES_24,LOC_TH_LOTTERY_INTRO_24,MAIN_UP_2,2013,LOTTERY_UP_2013_TEN,HERO_LORD_OF_DEATH
,,,,,,,,,,,DROP_RO_LOTTERY_UP_2,180,0,,,,,,,,,,,LOC_PAN_LOTTERY_SPECIAL_RULE_1,,,,,,HERO_KNIGHT_OF_WINDSTORM
,,,,,,,,,,,DROP_RO_LOTTERY_UP_3,220,0,,,,,,,,,,,LOC_PAN_LOTTERY_RULE_9,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_UP_4,530,0,,,,,,,,,,,LOC_PAN_LOTTERY_FAQ_9,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_UP_5,50,0,,,,,,,,,,,,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_UP_NEW_2013_6,13,0,,,,,,,,,,,,,,,,,
LOTTERY_UP_2013_TEN,2014,UP池-十连,0,0,10,,9,1,10,1,DROP_RO_LOTTERY_UP_NEW_2013_1,7,7,,,ITEM_BANQUET_TICKET,10,ITEM_CRYSTAL,2500,100,,1593050400,1594256400,,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_UP_2,180,930,,,,,,,,,,,,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_UP_3,220,0,,,,,,,,,,,,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_UP_4,530,0,,,,,,,,,,,,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_UP_5,50,50,,,,,,,,,,,,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_UP_NEW_2013_6,13,13,,,,,,,,,,,,,,,,,
LOTTERY_UP_2015,2015,UP池-单抽,0,0,1,兽人英雄、十字军,1,0,1,0,DROP_RO_LOTTERY_UP_NEW_2015_1,7,0,,,ITEM_BANQUET_TICKET,1,ITEM_CRYSTAL,250,10,,1593655200,1594861200,LOC_PAN_LOTTERY_RULE_6,LOC_TH_LOTTERY_DES_25,LOC_TH_LOTTERY_INTRO_25,MAIN_UP_2,2015,LOTTERY_UP_2015_TEN,HERO_ORK_HERO
,,,,,,,,,,,DROP_RO_LOTTERY_UP_2,180,0,,,,,,,,,,,LOC_PAN_LOTTERY_SPECIAL_RULE_1,,,,,,HERO_G_RANDEL
,,,,,,,,,,,DROP_RO_LOTTERY_UP_3,220,0,,,,,,,,,,,LOC_PAN_LOTTERY_RULE_9,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_UP_4,530,0,,,,,,,,,,,LOC_PAN_LOTTERY_FAQ_9,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_UP_5,50,0,,,,,,,,,,,,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_UP_NEW_2015_6,13,0,,,,,,,,,,,,,,,,,
LOTTERY_UP_2015_TEN,2016,UP池-十连,0,0,10,,9,1,10,1,DROP_RO_LOTTERY_UP_NEW_2015_1,7,7,,,ITEM_BANQUET_TICKET,10,ITEM_CRYSTAL,2500,100,,1593655200,1594861200,,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_UP_2,180,930,,,,,,,,,,,,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_UP_3,220,0,,,,,,,,,,,,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_UP_4,530,0,,,,,,,,,,,,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_UP_5,50,50,,,,,,,,,,,,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_UP_NEW_2015_6,13,13,,,,,,,,,,,,,,,,,
LOTTERY_UP_2017,2017,UP池-单抽,0,0,1,嗒妮小姐、蜂后,1,0,1,0,DROP_RO_LOTTERY_UP_NEW_2017_1,7,0,,,ITEM_BANQUET_TICKET,1,ITEM_CRYSTAL,250,10,,1594260000,1595466000,LOC_PAN_LOTTERY_RULE_6,LOC_TH_LOTTERY_DES_26,LOC_TH_LOTTERY_INTRO_26,MAIN_UP_2,2017,LOTTERY_UP_2017_TEN,HERO_LADY_TANEE
,,,,,,,,,,,DROP_RO_LOTTERY_UP_2,180,0,,,,,,,,,,,LOC_PAN_LOTTERY_SPECIAL_RULE_1,,,,,,HERO_MISTRESS
,,,,,,,,,,,DROP_RO_LOTTERY_UP_3,220,0,,,,,,,,,,,LOC_PAN_LOTTERY_RULE_9,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_UP_4,530,0,,,,,,,,,,,LOC_PAN_LOTTERY_FAQ_9,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_UP_5,50,0,,,,,,,,,,,,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_UP_NEW_2017_6,13,0,,,,,,,,,,,,,,,,,
LOTTERY_UP_2017_TEN,2018,UP池-十连,0,0,10,,9,1,10,1,DROP_RO_LOTTERY_UP_NEW_2017_1,7,7,,,ITEM_BANQUET_TICKET,10,ITEM_CRYSTAL,2500,100,,1594260000,1595466000,,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_UP_2,180,930,,,,,,,,,,,,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_UP_3,220,0,,,,,,,,,,,,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_UP_4,530,0,,,,,,,,,,,,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_UP_5,50,50,,,,,,,,,,,,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_UP_NEW_2017_6,13,13,,,,,,,,,,,,,,,,,
LOTTERY_UP_2019,2019,UP池-单抽,0,0,1,神射手、骑士领主,1,0,1,0,DROP_RO_LOTTERY_UP_NEW_2019_1,7,0,,,ITEM_BANQUET_TICKET,1,ITEM_CRYSTAL,250,10,,1594864800,1596070800,LOC_PAN_LOTTERY_RULE_6,LOC_TH_LOTTERY_DES_27,LOC_TH_LOTTERY_INTRO_27,MAIN_UP_2,2019,LOTTERY_UP_2019_TEN,HERO_SHECI
,,,,,,,,,,,DROP_RO_LOTTERY_UP_2,180,0,,,,,,,,,,,LOC_PAN_LOTTERY_SPECIAL_RULE_1,,,,,,HERO_SEYREN
,,,,,,,,,,,DROP_RO_LOTTERY_UP_3,220,0,,,,,,,,,,,LOC_PAN_LOTTERY_RULE_9,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_UP_4,530,0,,,,,,,,,,,LOC_PAN_LOTTERY_FAQ_9,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_UP_5,50,0,,,,,,,,,,,,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_UP_NEW_2019_6,13,0,,,,,,,,,,,,,,,,,
LOTTERY_UP_2019_TEN,2020,UP池-十连,0,0,10,,9,1,10,1,DROP_RO_LOTTERY_UP_NEW_2019_1,7,7,,,ITEM_BANQUET_TICKET,10,ITEM_CRYSTAL,2500,100,,1594864800,1596070800,,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_UP_2,180,930,,,,,,,,,,,,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_UP_3,220,0,,,,,,,,,,,,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_UP_4,530,0,,,,,,,,,,,,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_UP_5,50,50,,,,,,,,,,,,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_UP_NEW_2019_6,13,13,,,,,,,,,,,,,,,,,
