_ID,_VALUE,#EffectComment:string,EffectNameLoc:loc[],EffectDesLoc:loc[],EffectDetailDesLoc:loc[],EffectIcon:string[],EffectRarity:string[],TargetTeam:string[],TargetTeamNum:int[],TargetUnitType:string[],TargetUnitNum:int[],EffectType:string[],EffectRoundType:string[],EffectRoundNumber:int[],FxPlayType:string[],Camp:string[],TriggerRound:int[],EffectBattle:bool[],EffectMVP:bool[],BuffType:string[],EffectAttackAnimation:string[],Delay:int[],FxPath:string[],FxDuration:int[],SFX:id[],#EffectPara1Name:string,EffectPara1:int[],#EffectPara2Name:string[],EffectPara2:int[],#EffectPara3Name:string,EffectPara3:int[],#EffectPara4Name:string,EffectPara4:int[],#EffectPara5Name:string,EffectPara5:int[],UPItem:id[],UPItemNumber:int[],ParaStr:string[]
DUNGEON_EFFECT_EVENT_NEGATIVE_UP_INCOMINGPHYSDMGREDUCE_1,31006,战斗中敌人物理减伤提升-受伤下降,LOC_NONE,LOC_DUNGEON_EFFECT_DES_EVENT_NEGATIVE_UP_INCOMINGPHYSDMGREDUCE_1,LOC_NONE,,Normal,Enemy,99,,,DEBUFF,Battle,-1,AddEffect,None,1,TRUE,FALSE,DecreasePhysicalHurtRule,,0,Event/FX_Dungeon_NegativeEvent,1500,SFX_DUNGEON_ITEM_UPG_DAGGER,,60,,,,,,,,,None,0,
DUNGEON_EFFECT_EVENT_NEGATIVE_UP_INCOMINGMAGICDMGREDUCE_1,31007,战斗中敌人魔法减伤提升-受伤下降,LOC_NONE,LOC_DUNGEON_EFFECT_DES_EVENT_NEGATIVE_UP_INCOMINGMAGICDMGREDUCE_1,LOC_NONE,,Normal,Enemy,99,,,DEBUFF,Battle,-1,AddEffect,None,1,TRUE,FALSE,DecreaseMagicalHurtRule,,0,Event/FX_Dungeon_NegativeEvent,1500,SFX_DUNGEON_ITEM_UPG_DAGGER,,60,,,,,,,,,None,0,
DUNGEON_EFFECT_EVENT_NEGATIVE_UP_INCOMINGDMGREDUCE_1,31008,战斗中敌人受到伤害减少,LOC_NONE,LOC_DUNGEON_EFFECT_DES_EVENT_NEGATIVE_UP_INCOMINGDMGREDUCE_1,LOC_NONE,,Normal,Enemy,99,,,DEBUFF,Battle,-1,AddEffect,None,1,TRUE,FALSE,DecreasePhysicalMagicalHurtRule,,0,Event/FX_Dungeon_NegativeEvent,1500,SFX_DUNGEON_ITEM_UPG_DAGGER,,40,,,,,,,,,None,0,
DUNGEON_EFFECT_EVENT_NEGATIVE_UP_CRT_1,31009,战斗中敌人暴击率提升,LOC_NONE,LOC_DUNGEON_EFFECT_DES_EVENT_NEGATIVE_UP_CRT_1,LOC_NONE,,Normal,Enemy,99,,,DEBUFF,Battle,-1,AddEffect,None,1,TRUE,FALSE,IncreaseCriticalHitRule,,0,Event/FX_Dungeon_NegativeEvent,1500,SFX_DUNGEON_ITEM_UPG_DAGGER,,50,,,,,,,,,None,0,
DUNGEON_EFFECT_EVENT_NEGATIVE_UP_CRTDMG_1,31010,战斗中敌人暴击伤害提升,LOC_NONE,LOC_DUNGEON_EFFECT_DES_EVENT_NEGATIVE_UP_CRTDMG_1,LOC_NONE,,Normal,Enemy,99,,,DEBUFF,Battle,-1,AddEffect,None,1,TRUE,FALSE,IncreaseCriticalDamageRule,,0,Event/FX_Dungeon_NegativeEvent,1500,SFX_DUNGEON_ITEM_UPG_DAGGER,,100,,,,,,,,,None,0,
DUNGEON_EFFECT_EVENT_NEGATIVE_UP_HEALINGEFFECT_1,31011,战斗中敌人治疗效果提升,LOC_NONE,LOC_DUNGEON_EFFECT_DES_EVENT_NEGATIVE_UP_HEALINGEFFECT_1,LOC_NONE,,Normal,Enemy,99,,,DEBUFF,Battle,-1,AddEffect,None,1,TRUE,FALSE,IncreaseCuringSkillEffectRule,,0,Event/FX_Dungeon_NegativeEvent,1500,SFX_DUNGEON_ITEM_UPG_DAGGER,,100,,,,,,,,,None,0,
DUNGEON_EFFECT_EVENT_NEGATIVE_UP_SKILLDMG_1,31012,战斗中敌人技能伤害提升,LOC_NONE,LOC_DUNGEON_EFFECT_DES_EVENT_NEGATIVE_UP_SKILLDMG_1,LOC_NONE,,Normal,Enemy,99,,,DEBUFF,Battle,-1,AddEffect,None,1,TRUE,FALSE,IncreaseSkillDamageRule,,0,Event/FX_Dungeon_NegativeEvent,1500,SFX_DUNGEON_ITEM_UPG_DAGGER,,100,,,,,,,,,None,0,
DUNGEON_EFFECT_EVENT_POSITIVE_DECLINE_SKILL_RECOVERY_1,32000,战斗中敌人技能恢复变慢,LOC_NONE,LOC_DUNGEON_EFFECT_DES_EVENT_POSITIVE_DECLINE_SKILL_RECOVERY_1,LOC_NONE,,Normal,Enemy,99,,,BUFF,Battle,-1,AddEffect,None,1,TRUE,FALSE,IncreaseSkillCooldownRule,,0,Event/FX_Dungeon_PositiveEvent,1500,SFX_DUNGEON_ITEM_UPG_DAGGER,,50,,,,,,,,,None,0,
DUNGEON_EFFECT_EVENT_POSITIVE_DECLINE_SP_OBTAIN_DECLINE_1,32001,战斗中敌人SP点获取变慢,LOC_NONE,LOC_DUNGEON_EFFECT_DES_EVENT_POSITIVE_DECLINE_SP_OBTAIN_DECLINE_1,LOC_NONE,,Normal,Enemy,99,,,BUFF,Battle,-1,AddEffect,None,1,TRUE,FALSE,DecreaseManaPointRecoverSpeed,,0,Event/FX_Dungeon_PositiveEvent,1500,SFX_DUNGEON_ITEM_UPG_DAGGER,,50,,,,,,,,,None,0,
DUNGEON_EFFECT_EVENT_POSITIVE_DECLINE_ATK_1,32002,战斗中敌人物理攻击下降,LOC_NONE,LOC_DUNGEON_EFFECT_DES_EVENT_POSITIVE_DECLINE_ATK_1,LOC_NONE,,Normal,Enemy,99,,,BUFF,Battle,-1,AddEffect,None,1,TRUE,FALSE,DecreasePhysicalAttackRule,,0,Event/FX_Dungeon_PositiveEvent,1500,SFX_DUNGEON_ITEM_UPG_DAGGER,,50,,,,,,,,,None,0,
DUNGEON_EFFECT_EVENT_POSITIVE_DECLINE_MATK_1,32003,战斗中敌人魔法攻击下降,LOC_NONE,LOC_DUNGEON_EFFECT_DES_EVENT_POSITIVE_DECLINE_MATK_1,LOC_NONE,,Normal,Enemy,99,,,BUFF,Battle,-1,AddEffect,None,1,TRUE,FALSE,DecreaseMagicalAttackRule,,0,Event/FX_Dungeon_PositiveEvent,1500,SFX_DUNGEON_ITEM_UPG_DAGGER,,50,,,,,,,,,None,0,
DUNGEON_EFFECT_EVENT_POSITIVE_DECLINE_DEF_1,32004,战斗中敌人物理防御下降,LOC_NONE,LOC_DUNGEON_EFFECT_DES_EVENT_POSITIVE_DECLINE_DEF_1,LOC_NONE,,Normal,Enemy,99,,,BUFF,Battle,-1,AddEffect,None,1,TRUE,FALSE,DecreasePhysicalArmorRule,,0,Event/FX_Dungeon_PositiveEvent,1500,SFX_DUNGEON_ITEM_UPG_DAGGER,,70,,,,,,,,,None,0,
DUNGEON_EFFECT_EVENT_POSITIVE_DECLINE_MDEF_1,32005,战斗中敌人魔法防御下降,LOC_NONE,LOC_DUNGEON_EFFECT_DES_EVENT_POSITIVE_DECLINE_MDEF_1,LOC_NONE,,Normal,Enemy,99,,,BUFF,Battle,-1,AddEffect,None,1,TRUE,FALSE,DecreaseMagicalArmorRule,,0,Event/FX_Dungeon_PositiveEvent,1500,SFX_DUNGEON_ITEM_UPG_DAGGER,,70,,,,,,,,,None,0,
DUNGEON_EFFECT_EVENT_POSITIVE_DECLINE_PHYSDMG_1,32006,战斗中敌人物理伤害下降,LOC_NONE,LOC_DUNGEON_EFFECT_DES_EVENT_POSITIVE_DECLINE_PHYSDMG_1,LOC_NONE,,Normal,Enemy,99,,,BUFF,Battle,-1,AddEffect,None,1,TRUE,FALSE,DecreasePhysicalDamageRule,,0,Event/FX_Dungeon_PositiveEvent,1500,SFX_DUNGEON_ITEM_UPG_DAGGER,,50,,,,,,,,,None,0,
DUNGEON_EFFECT_EVENT_POSITIVE_DECLINE_MAGICDMG_1,32007,战斗中敌人魔法伤害下降,LOC_NONE,LOC_DUNGEON_EFFECT_DES_EVENT_POSITIVE_DECLINE_MAGICDMG_1,LOC_NONE,,Normal,Enemy,99,,,BUFF,Battle,-1,AddEffect,None,1,TRUE,FALSE,DecreaseMagicalDamageRule,,0,Event/FX_Dungeon_PositiveEvent,1500,SFX_DUNGEON_ITEM_UPG_DAGGER,,50,,,,,,,,,None,0,
DUNGEON_EFFECT_EVENT_POSITIVE_DECLINE_INCOMINGPHYSDMGREDUCE_1,32008,战斗中敌人物理减伤下降-受伤提升,LOC_NONE,LOC_DUNGEON_EFFECT_DES_EVENT_POSITIVE_DECLINE_INCOMINGPHYSDMGREDUCE_1,LOC_NONE,,Normal,Enemy,99,,,BUFF,Battle,-1,AddEffect,None,1,TRUE,FALSE,IncreasePhysicalHurtRule,,0,Event/FX_Dungeon_PositiveEvent,1500,SFX_DUNGEON_ITEM_UPG_DAGGER,,60,,,,,,,,,None,0,
DUNGEON_EFFECT_EVENT_POSITIVE_DECLINE_INCOMINGMAGICDMGREDUCE_1,32009,战斗中敌人魔法减伤下降-受伤提升,LOC_NONE,LOC_DUNGEON_EFFECT_DES_EVENT_POSITIVE_DECLINE_INCOMINGMAGICDMGREDUCE_1,LOC_NONE,,Normal,Enemy,99,,,BUFF,Battle,-1,AddEffect,None,1,TRUE,FALSE,IncreaseMagicalHurtRule,,0,Event/FX_Dungeon_PositiveEvent,1500,SFX_DUNGEON_ITEM_UPG_DAGGER,,60,,,,,,,,,None,0,
DUNGEON_EFFECT_EVENT_POSITIVE_DECLINE_INCOMINGDMGREDUCE_1,32010,战斗中敌人受到伤害增加,LOC_NONE,LOC_DUNGEON_EFFECT_DES_EVENT_POSITIVE_DECLINE_INCOMINGDMGREDUCE_1,LOC_NONE,,Normal,Enemy,99,,,BUFF,Battle,-1,AddEffect,None,1,TRUE,FALSE,IncreasePhysicalMagicalHurtRule,,0,Event/FX_Dungeon_PositiveEvent,1500,SFX_DUNGEON_ITEM_UPG_DAGGER,,40,,,,,,,,,None,0,
DUNGEON_EFFECT_EVENT_POSITIVE_DECLINE_CRT_1,32011,战斗中敌人暴击率下降,LOC_NONE,LOC_DUNGEON_EFFECT_DES_EVENT_POSITIVE_DECLINE_CRT_1,LOC_NONE,,Normal,Enemy,99,,,BUFF,Battle,-1,AddEffect,None,1,TRUE,FALSE,DecreaseCriticalHitRule,,0,Event/FX_Dungeon_PositiveEvent,1500,SFX_DUNGEON_ITEM_UPG_DAGGER,,50,,,,,,,,,None,0,
DUNGEON_EFFECT_EVENT_POSITIVE_DECLINE_CRTDMG_1,32012,战斗中敌人暴击伤害下降,LOC_NONE,LOC_DUNGEON_EFFECT_DES_EVENT_POSITIVE_DECLINE_CRTDMG_1,LOC_NONE,,Normal,Enemy,99,,,BUFF,Battle,-1,AddEffect,None,1,TRUE,FALSE,DecreaseCriticalDamageRule,,0,Event/FX_Dungeon_PositiveEvent,1500,SFX_DUNGEON_ITEM_UPG_DAGGER,,100,,,,,,,,,None,0,
DUNGEON_EFFECT_EVENT_POSITIVE_DECLINE_HEALINGEFFECT_1,32013,战斗中敌人治疗效果下降,LOC_NONE,LOC_DUNGEON_EFFECT_DES_EVENT_POSITIVE_DECLINE_HEALINGEFFECT_1,LOC_NONE,,Normal,Enemy,99,,,BUFF,Battle,-1,AddEffect,None,1,TRUE,FALSE,DecreaseCuringSkillEffectRule,,0,Event/FX_Dungeon_PositiveEvent,1500,SFX_DUNGEON_ITEM_UPG_DAGGER,,100,,,,,,,,,None,0,
DUNGEON_EFFECT_EVENT_POSITIVE_DECLINE_SKILLDMG_1,32014,战斗中敌人技能伤害下降,LOC_NONE,LOC_DUNGEON_EFFECT_DES_EVENT_POSITIVE_DECLINE_SKILLDMG_1,LOC_NONE,,Normal,Enemy,99,,,BUFF,Battle,-1,AddEffect,None,1,TRUE,FALSE,DecreaseSkillDamageRule,,0,Event/FX_Dungeon_PositiveEvent,1500,SFX_DUNGEON_ITEM_UPG_DAGGER,,100,,,,,,,,,None,0,
DUNGEON_EFFECT_EVENT_POSITIVE_UP_ATK_1,33000,战斗中物理攻击提升,LOC_NONE,LOC_DUNGEON_EFFECT_DES_EVENT_POSITIVE_UP_ATK_1,LOC_NONE,,Normal,Friendly,99,,,BUFF,Battle,-1,AddEffect,None,1,TRUE,FALSE,IncreasePhysicalAttackRule,,0,Event/FX_Dungeon_PositiveEvent,1500,SFX_DUNGEON_ITEM_UPG_DAGGER,,50,,,,,,,,,None,0,
DUNGEON_EFFECT_EVENT_POSITIVE_UP_MATK_1,33001,战斗中魔法攻击提升,LOC_NONE,LOC_DUNGEON_EFFECT_DES_EVENT_POSITIVE_UP_MATK_1,LOC_NONE,,Normal,Friendly,99,,,BUFF,Battle,-1,AddEffect,None,1,TRUE,FALSE,IncreaseMagicalAttackRule,,0,Event/FX_Dungeon_PositiveEvent,1500,SFX_DUNGEON_ITEM_UPG_DAGGER,,50,,,,,,,,,None,0,
DUNGEON_EFFECT_EVENT_POSITIVE_UP_DEF_1,33002,战斗中物理防御提升,LOC_NONE,LOC_DUNGEON_EFFECT_DES_EVENT_POSITIVE_UP_DEF_1,LOC_NONE,,Normal,Friendly,99,,,BUFF,Battle,-1,AddEffect,None,1,TRUE,FALSE,IncreasePhysicalArmorRule,,0,Event/FX_Dungeon_PositiveEvent,1500,SFX_DUNGEON_ITEM_UPG_DAGGER,,70,,,,,,,,,None,0,
DUNGEON_EFFECT_EVENT_POSITIVE_UP_MDEF_1,33003,战斗中魔法防御提升,LOC_NONE,LOC_DUNGEON_EFFECT_DES_EVENT_POSITIVE_UP_MDEF_1,LOC_NONE,,Normal,Friendly,99,,,BUFF,Battle,-1,AddEffect,None,1,TRUE,FALSE,IncreaseMagicalArmorRule,,0,Event/FX_Dungeon_PositiveEvent,1500,SFX_DUNGEON_ITEM_UPG_DAGGER,,70,,,,,,,,,None,0,
DUNGEON_EFFECT_EVENT_POSITIVE_UP_PHYSDMG_1,33004,战斗中物理伤害提升,LOC_NONE,LOC_DUNGEON_EFFECT_DES_EVENT_POSITIVE_UP_PHYSDMG_1,LOC_NONE,,Normal,Friendly,99,,,BUFF,Battle,-1,AddEffect,None,1,TRUE,FALSE,IncreasePhysicalDamageRule,,0,Event/FX_Dungeon_PositiveEvent,1500,SFX_DUNGEON_ITEM_UPG_DAGGER,,50,,,,,,,,,None,0,
DUNGEON_EFFECT_EVENT_POSITIVE_UP_MAGICDMG_1,33005,战斗中魔法伤害提升,LOC_NONE,LOC_DUNGEON_EFFECT_DES_EVENT_POSITIVE_UP_MAGICDMG_1,LOC_NONE,,Normal,Friendly,99,,,BUFF,Battle,-1,AddEffect,None,1,TRUE,FALSE,IncreaseMagicalDamageRule,,0,Event/FX_Dungeon_PositiveEvent,1500,SFX_DUNGEON_ITEM_UPG_DAGGER,,50,,,,,,,,,None,0,
DUNGEON_EFFECT_EVENT_POSITIVE_UP_INCOMINGPHYSDMGREDUCE_1,33006,战斗中物理减伤提升-受伤下降,LOC_NONE,LOC_DUNGEON_EFFECT_DES_EVENT_POSITIVE_UP_INCOMINGPHYSDMGREDUCE_1,LOC_NONE,,Normal,Friendly,99,,,BUFF,Battle,-1,AddEffect,None,1,TRUE,FALSE,DecreasePhysicalHurtRule,,0,Event/FX_Dungeon_PositiveEvent,1500,SFX_DUNGEON_ITEM_UPG_DAGGER,,60,,,,,,,,,None,0,
DUNGEON_EFFECT_EVENT_POSITIVE_UP_INCOMINGMAGICDMGREDUCE_1,33007,战斗中魔法减伤提升-受伤下降,LOC_NONE,LOC_DUNGEON_EFFECT_DES_EVENT_POSITIVE_UP_INCOMINGMAGICDMGREDUCE_1,LOC_NONE,,Normal,Friendly,99,,,BUFF,Battle,-1,AddEffect,None,1,TRUE,FALSE,DecreaseMagicalHurtRule,,0,Event/FX_Dungeon_PositiveEvent,1500,SFX_DUNGEON_ITEM_UPG_DAGGER,,60,,,,,,,,,None,0,
DUNGEON_EFFECT_EVENT_POSITIVE_UP_INCOMINGDMGREDUCE_1,33008,战斗中受到伤害减少,LOC_NONE,LOC_DUNGEON_EFFECT_DES_EVENT_POSITIVE_UP_INCOMINGDMGREDUCE_1,LOC_NONE,,Normal,Friendly,99,,,BUFF,Battle,-1,AddEffect,None,1,TRUE,FALSE,DecreasePhysicalMagicalHurtRule,,0,Event/FX_Dungeon_PositiveEvent,1500,SFX_DUNGEON_ITEM_UPG_DAGGER,,40,,,,,,,,,None,0,
DUNGEON_EFFECT_EVENT_POSITIVE_UP_CRT_1,33009,战斗中暴击率提升,LOC_NONE,LOC_DUNGEON_EFFECT_DES_EVENT_POSITIVE_UP_CRT_1,LOC_NONE,,Normal,Friendly,99,,,BUFF,Battle,-1,AddEffect,None,1,TRUE,FALSE,IncreaseCriticalHitRule,,0,Event/FX_Dungeon_PositiveEvent,1500,SFX_DUNGEON_ITEM_UPG_DAGGER,,50,,,,,,,,,None,0,
DUNGEON_EFFECT_EVENT_POSITIVE_UP_CRTDMG_1,33010,战斗中暴击伤害提升,LOC_NONE,LOC_DUNGEON_EFFECT_DES_EVENT_POSITIVE_UP_CRTDMG_1,LOC_NONE,,Normal,Friendly,99,,,BUFF,Battle,-1,AddEffect,None,1,TRUE,FALSE,IncreaseCriticalDamageRule,,0,Event/FX_Dungeon_PositiveEvent,1500,SFX_DUNGEON_ITEM_UPG_DAGGER,,100,,,,,,,,,None,0,
DUNGEON_EFFECT_EVENT_POSITIVE_UP_HEALINGEFFECT_1,33011,战斗中治疗效果提升,LOC_NONE,LOC_DUNGEON_EFFECT_DES_EVENT_POSITIVE_UP_HEALINGEFFECT_1,LOC_NONE,,Normal,Friendly,99,,,BUFF,Battle,-1,AddEffect,None,1,TRUE,FALSE,IncreaseCuringSkillEffectRule,,0,Event/FX_Dungeon_PositiveEvent,1500,SFX_DUNGEON_ITEM_UPG_DAGGER,,100,,,,,,,,,None,0,
DUNGEON_EFFECT_EVENT_POSITIVE_UP_SKILLDMG_1,33012,战斗中技能伤害提升,LOC_NONE,LOC_DUNGEON_EFFECT_DES_EVENT_POSITIVE_UP_SKILLDMG_1,LOC_NONE,,Normal,Friendly,99,,,BUFF,Battle,-1,AddEffect,None,1,TRUE,FALSE,IncreaseSkillDamageRule,,0,Event/FX_Dungeon_PositiveEvent,1500,SFX_DUNGEON_ITEM_UPG_DAGGER,,100,,,,,,,,,None,0,
DUNGEON_EFFECT_POSTWAR_SCISSORS_RESTRAINT_1,40000,剪刀克布提高,LOC_DUNGEON_EFFECT_NAME_POSTWAR_SCISSORS_RESTRAINT_1,LOC_DUNGEON_EFFECT_DES_POSTWAR_SCISSORS_RESTRAINT_1,LOC_NONE,ICON_Relic_Scissors_Restraint_01,Normal,Friendly,99,,,RELIC,Battle,-1,,Scissors,1,TRUE,FALSE,IncreaseCampRestrictionRule,,0,,,,,150,,,,,,,,,None,0,
DUNGEON_EFFECT_POSTWAR_SCISSORS_RESTRAINT_2,40001,剪刀克布提高,LOC_DUNGEON_EFFECT_NAME_POSTWAR_SCISSORS_RESTRAINT_2,LOC_DUNGEON_EFFECT_DES_POSTWAR_SCISSORS_RESTRAINT_2,LOC_NONE,ICON_Relic_Scissors_Restraint_01,Normal,Friendly,99,,,RELIC,Battle,-1,,Scissors,1,TRUE,FALSE,IncreaseCampRestrictionRule,,0,,,,,300,,,,,,,,,None,0,
DUNGEON_EFFECT_POSTWAR_CLOTH_RESTRAINT_1,40002,布克石头提高,LOC_DUNGEON_EFFECT_NAME_POSTWAR_CLOTH_RESTRAINT_1,LOC_DUNGEON_EFFECT_DES_POSTWAR_CLOTH_RESTRAINT_1,LOC_NONE,ICON_Relic_Cloth_Restraint_01,Normal,Friendly,99,,,RELIC,Battle,-1,,Paper,1,TRUE,FALSE,IncreaseCampRestrictionRule,,0,,,,,150,,,,,,,,,None,0,
DUNGEON_EFFECT_POSTWAR_CLOTH_RESTRAINT_2,40003,布克石头提高,LOC_DUNGEON_EFFECT_NAME_POSTWAR_CLOTH_RESTRAINT_2,LOC_DUNGEON_EFFECT_DES_POSTWAR_CLOTH_RESTRAINT_2,LOC_NONE,ICON_Relic_Cloth_Restraint_01,Normal,Friendly,99,,,RELIC,Battle,-1,,Paper,1,TRUE,FALSE,IncreaseCampRestrictionRule,,0,,,,,300,,,,,,,,,None,0,
DUNGEON_EFFECT_POSTWAR_STONE_RESTRAINT_1,40004,石头克剪刀提高,LOC_DUNGEON_EFFECT_NAME_POSTWAR_STONE_RESTRAINT_1,LOC_DUNGEON_EFFECT_DES_POSTWAR_STONE_RESTRAINT_1,LOC_NONE,ICON_Relic_Stone_Restraint_01,Normal,Friendly,99,,,RELIC,Battle,-1,,Rock,1,TRUE,FALSE,IncreaseCampRestrictionRule,,0,,,,,150,,,,,,,,,None,0,
DUNGEON_EFFECT_POSTWAR_STONE_RESTRAINT_2,40005,石头克剪刀提高,LOC_DUNGEON_EFFECT_NAME_POSTWAR_STONE_RESTRAINT_2,LOC_DUNGEON_EFFECT_DES_POSTWAR_STONE_RESTRAINT_2,LOC_NONE,ICON_Relic_Stone_Restraint_01,Normal,Friendly,99,,,RELIC,Battle,-1,,Rock,1,TRUE,FALSE,IncreaseCampRestrictionRule,,0,,,,,300,,,,,,,,,None,0,
DUNGEON_EFFECT_POSTWAR_ALL_RESTRAINT_1,40006,所有相克提高,LOC_DUNGEON_EFFECT_NAME_POSTWAR_ALL_RESTRAINT_1,LOC_DUNGEON_EFFECT_DES_POSTWAR_ALL_RESTRAINT_1,LOC_NONE,ICON_Relic_All_Restraint_01,Normal,Friendly,99,,,RELIC,Battle,-1,,All,1,TRUE,FALSE,IncreaseCampRestrictionRule,,0,,,,,150,,,,,,,,,None,0,
DUNGEON_EFFECT_POSTWAR_ALL_RESTRAINT_2,40007,所有相克提高,LOC_DUNGEON_EFFECT_NAME_POSTWAR_ALL_RESTRAINT_2,LOC_DUNGEON_EFFECT_DES_POSTWAR_ALL_RESTRAINT_2,LOC_NONE,ICON_Relic_All_Restraint_01,Rare,Friendly,99,,,RELIC,Battle,-1,,All,1,TRUE,FALSE,IncreaseCampRestrictionRule,,0,,,,,300,,,,,,,,,None,0,
DUNGEON_EFFECT_POSTWAR_ALL_TREATMENT_1,40008,全体治疗效果提高,LOC_DUNGEON_EFFECT_NAME_POSTWAR_ALL_TREATMENT_1,LOC_DUNGEON_EFFECT_DES_POSTWAR_ALL_TREATMENT_1,LOC_NONE,ICON_Relic_All_Treatment_01,Normal,Friendly,99,,,RELIC,Battle,-1,,All,1,TRUE,FALSE,IncreaseCuringSkillEffectRule,,0,,,,,200,,,,,,,,,None,0,
DUNGEON_EFFECT_POSTWAR_ALL_TREATMENT_2,40009,全体治疗效果提高,LOC_DUNGEON_EFFECT_NAME_POSTWAR_ALL_TREATMENT_2,LOC_DUNGEON_EFFECT_DES_POSTWAR_ALL_TREATMENT_2,LOC_NONE,ICON_Relic_All_Treatment_01,Normal,Friendly,99,,,RELIC,Battle,-1,,All,1,TRUE,FALSE,IncreaseCuringSkillEffectRule,,0,,,,,500,,,,,,,,,None,0,
DUNGEON_EFFECT_POSTWAR_ALL_MDEF_1,40010,全体物理防御和魔法防御提高,LOC_DUNGEON_EFFECT_NAME_POSTWAR_ALL_MDEF_1,LOC_DUNGEON_EFFECT_DES_POSTWAR_ALL_MDEF_1,LOC_NONE,ICON_Relic_All_MDEF_01,Normal,Friendly,99,,,RELIC,Battle,-1,,All,1,TRUE,FALSE,IncreasePhysicalMagicalArmorRule,,0,,,,,100,,,,,,,,,None,0,
DUNGEON_EFFECT_POSTWAR_ALL_MDEF_2,40011,全体物理防御和魔法防御提高,LOC_DUNGEON_EFFECT_NAME_POSTWAR_ALL_MDEF_2,LOC_DUNGEON_EFFECT_DES_POSTWAR_ALL_MDEF_2,LOC_NONE,ICON_Relic_All_MDEF_01,Normal,Friendly,99,,,RELIC,Battle,-1,,All,1,TRUE,FALSE,IncreasePhysicalMagicalArmorRule,,0,,,,,300,,,,,,,,,None,0,
DUNGEON_EFFECT_POSTWAR_SCISSORS_ATK_MATK_1,40012,剪刀阵营物攻和魔攻提高,LOC_DUNGEON_EFFECT_NAME_POSTWAR_SCISSORS_ATK_MATK_1,LOC_DUNGEON_EFFECT_DES_POSTWAR_SCISSORS_ATK_MATK_1,LOC_NONE,ICON_Relic_Scissors_ATK_MATK_01,Normal,Friendly,99,,,RELIC,Battle,-1,,Scissors,1,TRUE,FALSE,IncreaseCampPhysicalMagicalAttackRule,,0,,,,,100,,,,,,,,,None,0,
DUNGEON_EFFECT_POSTWAR_SCISSORS_ATK_MATK_2,40013,剪刀阵营物攻和魔攻提高,LOC_DUNGEON_EFFECT_NAME_POSTWAR_SCISSORS_ATK_MATK_2,LOC_DUNGEON_EFFECT_DES_POSTWAR_SCISSORS_ATK_MATK_2,LOC_NONE,ICON_Relic_Scissors_ATK_MATK_01,Normal,Friendly,99,,,RELIC,Battle,-1,,Scissors,1,TRUE,FALSE,IncreaseCampPhysicalMagicalAttackRule,,0,,,,,200,,,,,,,,,None,0,
DUNGEON_EFFECT_POSTWAR_CLOTH_ATK_MATK_1,40014,布阵营物攻和魔攻提高,LOC_DUNGEON_EFFECT_NAME_POSTWAR_CLOTH_ATK_MATK_1,LOC_DUNGEON_EFFECT_DES_POSTWAR_CLOTH_ATK_MATK_1,LOC_NONE,ICON_Relic_Cloth_ATK_MATK_01,Normal,Friendly,99,,,RELIC,Battle,-1,,Paper,1,TRUE,FALSE,IncreaseCampPhysicalMagicalAttackRule,,0,,,,,100,,,,,,,,,None,0,
DUNGEON_EFFECT_POSTWAR_CLOTH_ATK_MATK_2,40015,布阵营物攻和魔攻提高,LOC_DUNGEON_EFFECT_NAME_POSTWAR_CLOTH_ATK_MATK_2,LOC_DUNGEON_EFFECT_DES_POSTWAR_CLOTH_ATK_MATK_2,LOC_NONE,ICON_Relic_Cloth_ATK_MATK_01,Normal,Friendly,99,,,RELIC,Battle,-1,,Paper,1,TRUE,FALSE,IncreaseCampPhysicalMagicalAttackRule,,0,,,,,200,,,,,,,,,None,0,
DUNGEON_EFFECT_POSTWAR_STONE_ATK_MATK_1,40016,石头阵营物攻和魔攻提高,LOC_DUNGEON_EFFECT_NAME_POSTWAR_STONE_ATK_MATK_1,LOC_DUNGEON_EFFECT_DES_POSTWAR_STONE_ATK_MATK_1,LOC_NONE,ICON_Relic_Stone_ATK_MATK_01,Normal,Friendly,99,,,RELIC,Battle,-1,,Rock,1,TRUE,FALSE,IncreaseCampPhysicalMagicalAttackRule,,0,,,,,100,,,,,,,,,None,0,
DUNGEON_EFFECT_POSTWAR_STONE_ATK_MATK_2,40017,石头阵营物攻和魔攻提高,LOC_DUNGEON_EFFECT_NAME_POSTWAR_STONE_ATK_MATK_2,LOC_DUNGEON_EFFECT_DES_POSTWAR_STONE_ATK_MATK_2,LOC_NONE,ICON_Relic_Stone_ATK_MATK_01,Normal,Friendly,99,,,RELIC,Battle,-1,,Rock,1,TRUE,FALSE,IncreaseCampPhysicalMagicalAttackRule,,0,,,,,200,,,,,,,,,None,0,
DUNGEON_EFFECT_POSTWAR_BLACK_ATK_MATK_1,40018,黑阵营物攻和魔攻提高,LOC_DUNGEON_EFFECT_NAME_POSTWAR_BLACK_ATK_MATK_1,LOC_DUNGEON_EFFECT_DES_POSTWAR_BLACK_ATK_MATK_1,LOC_NONE,ICON_Relic_Black_ATK_MATK_01,Normal,Friendly,99,,,RELIC,Battle,-1,,Black,1,TRUE,FALSE,IncreaseCampPhysicalMagicalAttackRule,,0,,,,,100,,,,,,,,,None,0,
